"group","est","se","lwr","upr","k","n_ref","n_sy","pct","pct_lwr","pct_upr"
"Overall",20.4823908191283,0.658672140382549,19.1913934239785,21.7733882142781,4317,278,837,20.4823908191283,19.1913934239785,21.7733882142781
