"AEN","env_group","N_rate","Nc","reference_ID","site_year_ID"
29.07133366,"Normal",67,-113,"82","256"
31.92706483,"Normal",101,-79,"82","256"
25.1779586,"Normal",134,-46,"82","256"
23.87596772,"Normal",168,-12,"82","256"
36.56311194,"PFR",34,-146,"82","257"
23.29324988,"PFR",67,-113,"82","257"
24.92769083,"PFR",101,-79,"82","257"
27.81524313,"PFR",134,-46,"82","257"
25.42822101,"PFR",202,22,"82","257"
59.33396582,"PFR",34,-146,"82","258"
45.65011073,"PFR",67,-113,"82","258"
30.92671989,"PFR",101,-79,"82","258"
34.47235435,"PFR",134,-46,"82","258"
23.60012096,"PFR",224,44,"82","258"
49.43407971,"Normal",34,-146,"82","259"
41.63102552,"Normal",67,-113,"82","259"
40.9251613,"Normal",101,-79,"82","259"
32.33696678,"Normal",134,-46,"82","259"
28.7843145,"Normal",224,44,"82","259"
31.73032258,"Normal",67,-113,"82","260"
31.27426095,"Normal",134,-46,"82","260"
23.80608112,"Normal",202,22,"82","260"
65.18054882,"Normal",67,-113,"82","261"
45.87106404,"Normal",134,-46,"82","261"
39.09516132,"Normal",168,-12,"82","261"
63.05257582,"PFR",67,-113,"82","262"
41.76509385,"PFR",134,-46,"82","262"
27.13500478,"PFR",202,22,"82","262"
22.61016851,"PFR",67,-113,"82","263"
24.43225806,"PFR",134,-46,"82","263"
19.5076613,"PFR",224,44,"82","263"
56.06066442,"Normal",67,-113,"82","264"
33.40250364,"Normal",134,-46,"82","264"
24.14677419,"Normal",224,44,"82","264"
24.7029703,"PFR",202,22,"83","265"
22.72277228,"PFR",202,22,"83","265"
20.2970297,"PFR",202,22,"83","265"
14.75247525,"PFR",202,22,"83","265"
27.72277228,"GFR",202,22,"83","266"
29.25742574,"GFR",202,22,"83","266"
23.26732673,"GFR",202,22,"83","266"
25.84158416,"GFR",202,22,"83","266"
19.4952381,"Normal",105,-75,"84","267"
10.00952381,"Normal",210,30,"84","267"
10.3015873,"Normal",315,135,"84","267"
9.406349206,"Normal",315,135,"84","267"
13.91428571,"Normal",105,-75,"84","267"
14.86666667,"Normal",210,30,"84","267"
8.882539683,"Normal",315,135,"84","267"
6.273015873,"Normal",315,135,"84","267"
14.2952381,"PFR",105,-75,"84","268"
7.495238095,"PFR",210,30,"84","268"
7.501587302,"PFR",315,135,"84","268"
6.352380952,"PFR",315,135,"84","268"
12.97142857,"PFR",105,-75,"84","268"
14.79047619,"PFR",210,30,"84","268"
7.828571429,"PFR",315,135,"84","268"
5.898412698,"PFR",315,135,"84","268"
6.1925,"Normal",80,-100,"85","269"
6.8,"Normal",120,-60,"85","269"
6.739375,"Normal",160,-20,"85","269"
23.315,"Normal",80,-100,"85","270"
23.0725,"Normal",120,-60,"85","270"
16.39375,"Normal",160,-20,"85","270"
24.72857143,"PFR",70,-110,"86","271"
20.74285714,"PFR",140,-40,"86","271"
22.86190476,"PFR",210,30,"86","271"
17.55,"PFR",280,100,"86","271"
12.70857143,"PFR",350,170,"86","271"
24.02857143,"GFR",70,-110,"86","272"
23.05,"GFR",140,-40,"86","272"
22.29047619,"GFR",210,30,"86","272"
19.5,"GFR",280,100,"86","272"
13.64857143,"GFR",350,170,"86","272"
3.571428571,"Normal",168,-12,"87","273"
3.333333333,"Normal",240,60,"87","273"
2.222222222,"Normal",270,90,"87","273"
3.525641026,"Normal",312,132,"87","273"
3.571428571,"Normal",168,-12,"87","274"
9.166666667,"Normal",240,60,"87","274"
8.888888889,"Normal",270,90,"87","274"
5.448717949,"Normal",312,132,"87","274"
17.85714286,"PFR",168,-12,"87","275"
12.5,"PFR",240,60,"87","275"
10.74074074,"PFR",270,90,"87","275"
11.21794872,"PFR",312,132,"87","275"
6.547619048,"PFR",168,-12,"87","276"
4.583333333,"PFR",240,60,"87","276"
2.222222222,"PFR",270,90,"87","276"
1.602564103,"PFR",312,132,"87","276"
36.30952381,"PFR",168,-12,"87","277"
20.41666667,"PFR",240,60,"87","277"
22.22222222,"PFR",270,90,"87","277"
17.94871795,"PFR",312,132,"87","277"
23.80952381,"Normal",168,-12,"87","278"
20,"Normal",240,60,"87","278"
16.66666667,"Normal",270,90,"87","278"
9.935897436,"Normal",312,132,"87","278"
30.35714286,"Normal",168,-12,"87","279"
20.41666667,"Normal",240,60,"87","279"
14.81481481,"Normal",270,90,"87","279"
13.14102564,"Normal",312,132,"87","279"
16.07142857,"Normal",168,-12,"87","280"
12.5,"Normal",240,60,"87","280"
7.037037037,"Normal",270,90,"87","280"
10.25641026,"Normal",312,132,"87","280"
32,"GFR",75,-105,"88","281"
28,"GFR",150,-30,"88","281"
18.22222222,"GFR",225,45,"88","281"
12.33333333,"GFR",300,120,"88","281"
32.8,"Normal",50,-130,"89","282"
21.1,"Normal",100,-80,"89","282"
14.8,"Normal",150,-30,"89","282"
48.4,"GFR",50,-130,"89","283"
23.3,"GFR",100,-80,"89","283"
16.06666667,"GFR",150,-30,"89","283"
48.2,"Normal",50,-130,"89","284"
23.2,"Normal",100,-80,"89","284"
16,"Normal",150,-30,"89","284"
35.8,"GFR",50,-130,"89","285"
18.6,"GFR",100,-80,"89","285"
10.93333333,"GFR",150,-30,"89","285"
19.6,"Normal",50,-130,"89","286"
10.9,"Normal",100,-80,"89","286"
8.2,"Normal",150,-30,"89","286"
43.8,"Normal",50,-130,"89","287"
20.3,"Normal",100,-80,"89","287"
14.33333333,"Normal",150,-30,"89","287"
28.2,"Normal",50,-130,"89","288"
17.5,"Normal",100,-80,"89","288"
15.33333333,"Normal",150,-30,"89","288"
25.2,"Normal",50,-130,"89","289"
13,"Normal",100,-80,"89","289"
8.133333333,"Normal",150,-30,"89","289"
57.6,"Normal",50,-130,"89","290"
29,"Normal",100,-80,"89","290"
19.13333333,"Normal",150,-30,"89","290"
50.2,"Normal",50,-130,"89","291"
22.1,"Normal",100,-80,"89","291"
16.46666667,"Normal",150,-30,"89","291"
48.8,"Normal",50,-130,"89","292"
29.7,"Normal",100,-80,"89","292"
19.26666667,"Normal",150,-30,"89","292"
35.2,"Normal",50,-130,"89","293"
18.5,"Normal",100,-80,"89","293"
12.33333333,"Normal",150,-30,"89","293"
44.4,"Normal",50,-130,"89","294"
22.8,"Normal",100,-80,"89","294"
15,"Normal",150,-30,"89","294"
25.4,"GFR",50,-130,"89","295"
15.1,"GFR",100,-80,"89","295"
11.06666667,"GFR",150,-30,"89","295"
21.6,"Normal",50,-130,"89","296"
11.5,"Normal",100,-80,"89","296"
7.2,"Normal",150,-30,"89","296"
3.240223464,"PFR",179,-1,"90","297"
11.95530726,"PFR",179,-1,"90","297"
5.530726257,"PFR",179,-1,"90","297"
8.938547486,"PFR",179,-1,"90","297"
22.22222222,"Normal",45,-135,"91","298"
16.66666667,"Normal",90,-90,"91","298"
19.25925926,"Normal",135,-45,"91","298"
15.08379888,"Normal",179,-1,"91","298"
11.60714286,"Normal",224,44,"91","298"
14.81481481,"Normal",135,-45,"91","298"
26.66666667,"Normal",45,-135,"91","298"
32.22222222,"Normal",90,-90,"91","298"
20.74074074,"Normal",135,-45,"91","298"
20.67039106,"Normal",179,-1,"91","298"
12.5,"Normal",224,44,"91","298"
22.22222222,"Normal",135,-45,"91","298"
28.88888889,"Normal",45,-135,"91","299"
43.33333333,"Normal",90,-90,"91","299"
28.88888889,"Normal",135,-45,"91","299"
20.67039106,"Normal",179,-1,"91","299"
14.73214286,"Normal",224,44,"91","299"
29.62962963,"Normal",135,-45,"91","299"
21.22905028,"Normal",179,-1,"91","299"
40,"Normal",45,-135,"91","299"
36.66666667,"Normal",90,-90,"91","299"
37.03703704,"Normal",135,-45,"91","299"
31.2849162,"Normal",179,-1,"91","299"
28.125,"Normal",224,44,"91","299"
21.48148148,"Normal",135,-45,"91","299"
34.07821229,"Normal",179,-1,"91","299"
62.22222222,"Normal",45,-135,"91","300"
37.77777778,"Normal",90,-90,"91","300"
30.37037037,"Normal",135,-45,"91","300"
21.22905028,"Normal",179,-1,"91","300"
18.75,"Normal",224,44,"91","300"
30.37037037,"Normal",135,-45,"91","300"
19.55307263,"Normal",179,-1,"91","300"
44.44444444,"Normal",45,-135,"91","300"
40,"Normal",90,-90,"91","300"
28.88888889,"Normal",135,-45,"91","300"
22.34636872,"Normal",179,-1,"91","300"
19.19642857,"Normal",224,44,"91","300"
25.92592593,"Normal",135,-45,"91","300"
24.02234637,"Normal",179,-1,"91","300"
40,"Normal",45,-135,"91","301"
35.55555556,"Normal",90,-90,"91","301"
35.55555556,"Normal",135,-45,"91","301"
27.37430168,"Normal",179,-1,"91","301"
20.98214286,"Normal",224,44,"91","301"
34.44444444,"Normal",90,-90,"91","301"
31.11111111,"Normal",135,-45,"91","301"
27.37430168,"Normal",179,-1,"91","301"
23.66071429,"Normal",224,44,"91","301"
42.22222222,"Normal",45,-135,"91","301"
35.55555556,"Normal",90,-90,"91","301"
31.85185185,"Normal",135,-45,"91","301"
31.2849162,"Normal",179,-1,"91","301"
31.25,"Normal",224,44,"91","301"
42.22222222,"Normal",90,-90,"91","301"
36.2962963,"Normal",135,-45,"91","301"
34.07821229,"Normal",179,-1,"91","301"
33.48214286,"Normal",224,44,"91","301"
51.11111111,"PFR",45,-135,"91","302"
35.55555556,"PFR",90,-90,"91","302"
48.14814815,"PFR",135,-45,"91","302"
38.54748603,"PFR",179,-1,"91","302"
33.48214286,"PFR",224,44,"91","302"
52.22222222,"PFR",90,-90,"91","302"
45.18518519,"PFR",135,-45,"91","302"
37.98882682,"PFR",179,-1,"91","302"
30.80357143,"PFR",224,44,"91","302"
44.44444444,"PFR",45,-135,"91","302"
36.66666667,"PFR",90,-90,"91","302"
28.14814815,"PFR",135,-45,"91","302"
31.84357542,"PFR",179,-1,"91","302"
29.01785714,"PFR",224,44,"91","302"
53.33333333,"PFR",90,-90,"91","302"
48.88888889,"PFR",135,-45,"91","302"
37.4301676,"PFR",179,-1,"91","302"
30.80357143,"PFR",224,44,"91","302"
22.22222222,"Normal",45,-135,"91","303"
57.77777778,"Normal",90,-90,"91","303"
46.66666667,"Normal",135,-45,"91","303"
23.46368715,"Normal",179,-1,"91","303"
20.53571429,"Normal",224,44,"91","303"
60,"Normal",90,-90,"91","303"
49.62962963,"Normal",135,-45,"91","303"
35.19553073,"Normal",179,-1,"91","303"
29.91071429,"Normal",224,44,"91","303"
62.22222222,"Normal",45,-135,"91","303"
30,"Normal",90,-90,"91","303"
37.77777778,"Normal",135,-45,"91","303"
21.22905028,"Normal",179,-1,"91","303"
31.25,"Normal",224,44,"91","303"
53.33333333,"Normal",90,-90,"91","303"
39.25925926,"Normal",135,-45,"91","303"
39.66480447,"Normal",179,-1,"91","303"
26.78571429,"Normal",224,44,"91","303"
43.61333333,"Normal",150,-30,"92","304"
27.44888889,"Normal",225,45,"92","304"
38,"Normal",150,-30,"92","304"
17.33333333,"Normal",225,45,"92","304"
29.80645161,"PFR",100,-80,"93","306"
27.45806451,"PFR",250,70,"93","306"
16.48387097,"PFR",400,220,"93","306"
25.87301587,"GFR",84,-96,"94","307"
22.96296296,"GFR",126,-54,"94","307"
21.11111111,"GFR",168,-12,"94","307"
45.55555556,"GFR",84,-96,"94","307"
34.81481482,"GFR",126,-54,"94","307"
31.11111111,"GFR",168,-12,"94","307"
17.77777779,"GFR",84,-96,"94","308"
14.07407408,"GFR",126,-54,"94","308"
9.444444446,"GFR",168,-12,"94","308"
20,"GFR",84,-96,"94","308"
14.07407407,"GFR",126,-54,"94","308"
9.44444444,"GFR",168,-12,"94","308"
24.44444444,"GFR",84,-96,"94","309"
20,"GFR",126,-54,"94","309"
16.66666667,"GFR",168,-12,"94","309"
25.55555555,"GFR",84,-96,"94","309"
21.48148148,"GFR",126,-54,"94","309"
17.22222222,"GFR",168,-12,"94","309"
32.22222223,"Normal",84,-96,"94","310"
38.51851852,"Normal",126,-54,"94","310"
35,"Normal",168,-12,"94","310"
36.66666667,"Normal",84,-96,"94","310"
31.85185185,"Normal",126,-54,"94","310"
33.33333333,"Normal",168,-12,"94","310"
5.46031746,"Normal",157.5,-22.5,"95","311"
8.126984127,"Normal",157.5,-22.5,"95","311"
11.42857143,"Normal",157.5,-22.5,"95","311"
5.523809524,"Normal",157.5,-22.5,"95","311"
7.215686275,"Normal",191.25,11.25,"95","311"
9.777777778,"Normal",191.25,11.25,"95","311"
13.4379085,"Normal",191.25,11.25,"95","311"
6.274509804,"Normal",191.25,11.25,"95","311"
10.17777778,"Normal",225,45,"95","311"
11.68888889,"Normal",225,45,"95","311"
14.84444444,"Normal",225,45,"95","311"
11.11111111,"Normal",225,45,"95","311"
7.746031746,"PFR",157.5,-22.5,"95","312"
11.49206349,"PFR",157.5,-22.5,"95","312"
15.36507937,"PFR",157.5,-22.5,"95","312"
10.85714286,"PFR",157.5,-22.5,"95","312"
10.19607843,"PFR",191.25,11.25,"95","312"
11.86928105,"PFR",191.25,11.25,"95","312"
15.84313725,"PFR",191.25,11.25,"95","312"
12.2875817,"PFR",191.25,11.25,"95","312"
10.97777778,"PFR",225,45,"95","312"
12.62222222,"PFR",225,45,"95","312"
16.13333333,"PFR",225,45,"95","312"
12.66666667,"PFR",225,45,"95","312"
1.935714286,"Normal",140,-40,"96","313"
3.064285714,"Normal",280,100,"96","313"
2.292857143,"Normal",420,240,"96","313"
0.539285714,"Normal",560,380,"96","313"
21.61428571,"Normal",70,-110,"96","314"
18.1,"Normal",140,-40,"96","314"
11.95,"Normal",280,100,"96","314"
9.554761905,"Normal",420,240,"96","314"
7.055357143,"Normal",560,380,"96","314"
28.64285714,"Normal",70,-110,"96","315"
22.06428571,"Normal",140,-40,"96","315"
12.91428571,"Normal",280,100,"96","315"
8.285714286,"Normal",420,240,"96","315"
5.523214286,"Normal",560,380,"96","315"
21.08571429,"GFR",70,-110,"96","316"
9.371428571,"GFR",140,-40,"96","316"
7.510714286,"GFR",280,100,"96","316"
4.671428571,"GFR",420,240,"96","316"
1.053571429,"GFR",560,380,"96","316"
12.51304348,"Normal",230,50,"97","317"
2.27826087,"Normal",460,280,"97","317"
13.23478261,"Normal",230,50,"97","318"
3.791304348,"Normal",460,280,"97","318"
65.75522388,"GFR",67,-113,"98","319"
54.01328358,"GFR",134,-46,"98","319"
43.48895522,"GFR",201,21,"98","319"
32.61671642,"GFR",268,88,"98","319"
46.4461194,"Normal",67,-113,"98","320"
35.74783582,"Normal",134,-46,"98","320"
26.61522388,"Normal",201,21,"98","320"
18.13485075,"Normal",268,88,"98","320"
41.74940299,"Normal",67,-113,"98","321"
34.96507463,"Normal",134,-46,"98","321"
24.35378109,"Normal",201,21,"98","321"
20.35279851,"Normal",268,88,"98","321"
66.79880597,"Normal",67,-113,"98","322"
43.83641791,"Normal",134,-46,"98","322"
30.44218905,"Normal",201,21,"98","322"
25.18014925,"Normal",268,88,"98","322"
36.53074627,"GFR",67,-113,"98","323"
34.18223881,"GFR",134,-46,"98","323"
24.00587065,"GFR",201,21,"98","323"
19.30906716,"GFR",268,88,"98","323"
68.88626866,"Normal",67,-113,"98","324"
55.83992537,"Normal",134,-46,"98","324"
44.70671642,"Normal",201,21,"98","324"
34.57369403,"Normal",268,88,"98","324"
72.53940299,"Normal",67,-113,"98","325"
49.31634328,"Normal",134,-46,"98","325"
29.74636816,"Normal",201,21,"98","325"
27.1369403,"Normal",268,88,"98","325"
69.93,"GFR",67,-113,"98","326"
52.44738806,"GFR",134,-46,"98","326"
40.00970149,"GFR",201,21,"98","326"
31.05093284,"GFR",268,88,"98","326"
57.92716418,"Normal",67,-113,"98","327"
43.57589552,"Normal",134,-46,"98","327"
33.74711443,"Normal",201,21,"98","327"
26.61518657,"Normal",268,88,"98","327"
42.79298507,"Normal",67,-113,"98","328"
43.05358209,"Normal",134,-46,"98","328"
33.39940299,"Normal",201,21,"98","328"
30.79022388,"Normal",268,88,"98","328"
78.80179104,"Normal",67,-113,"98","329"
67.06,"Normal",134,-46,"98","329"
49.40318408,"Normal",201,21,"98","329"
37.44380597,"Normal",268,88,"98","329"
46.9680597,"Normal",67,-113,"98","330"
53.4911194,"Normal",134,-46,"98","330"
41.40154229,"Normal",201,21,"98","330"
33.13847015,"Normal",268,88,"98","330"
75.14880597,"GFR",67,-113,"98","331"
53.75201493,"GFR",134,-46,"98","331"
37.74810945,"GFR",201,21,"98","331"
28.31108209,"GFR",268,88,"98","331"
91.32656716,"GFR",67,-113,"98","332"
58.97126866,"GFR",134,-46,"98","332"
38.79228856,"GFR",201,21,"98","332"
30.65951493,"GFR",268,88,"98","332"
50.09910448,"GFR",67,-113,"98","333"
38.09619403,"GFR",134,-46,"98","333"
24.179801,"GFR",201,21,"98","333"
21.39649254,"GFR",268,88,"98","333"
50.09925373,"Normal",67,-113,"98","334"
54.79634328,"Normal",134,-46,"98","334"
39.83587065,"Normal",201,21,"98","334"
32.22541045,"Normal",268,88,"98","334"
15.1341791,"Normal",67,-113,"98","335"
4.958134328,"Normal",134,-46,"98","335"
3.305422886,"Normal",201,21,"98","335"
2.348470149,"Normal",268,88,"98","335"
38.09597015,"Normal",67,-113,"98","336"
22.70097015,"Normal",134,-46,"98","336"
15.65587065,"Normal",201,21,"98","336"
10.69824627,"Normal",268,88,"98","336"
42.27119403,"Normal",67,-113,"98","337"
29.74604478,"Normal",134,-46,"98","337"
21.04860697,"Normal",201,21,"98","337"
16.17787313,"Normal",268,88,"98","337"
44.88059701,"GFR",67,-113,"98","338"
22.70149254,"GFR",134,-46,"98","338"
16.35174129,"GFR",201,21,"98","338"
13.17723881,"GFR",268,88,"98","338"
73.58268657,"Normal",67,-113,"98","339"
46.96820896,"Normal",134,-46,"98","339"
32.87781095,"Normal",201,21,"98","339"
25.83223881,"Normal",268,88,"98","339"
40.70537313,"Normal",67,-113,"98","340"
26.8758209,"Normal",134,-46,"98","340"
20.00477612,"Normal",201,21,"98","340"
16.04723881,"Normal",268,88,"98","340"
46.96776119,"GFR",67,-113,"98","341"
27.65925373,"GFR",134,-46,"98","341"
21.74447761,"GFR",201,21,"98","341"
18.65686567,"GFR",268,88,"98","341"
47.48970149,"Normal",67,-113,"98","342"
31.31201493,"Normal",134,-46,"98","342"
27.48512438,"Normal",201,21,"98","342"
19.17876866,"Normal",268,88,"98","342"
55.31791045,"Normal",67,-113,"98","343"
54.01343284,"Normal",134,-46,"98","343"
40.87960199,"Normal",201,21,"98","343"
34.05186567,"Normal",268,88,"98","343"
74.10432836,"Normal",67,-113,"98","344"
49.31634328,"Normal",134,-46,"98","344"
36.53079602,"Normal",201,21,"98","344"
28.83317164,"Normal",268,88,"98","344"
54.7958209,"Normal",67,-113,"98","345"
49.31634328,"Normal",134,-46,"98","345"
33.57358209,"Normal",201,21,"98","345"
26.87608209,"Normal",268,88,"98","345"
61.05791045,"GFR",67,-113,"98","346"
39.92298507,"GFR",134,-46,"98","346"
28.18099502,"GFR",201,21,"98","346"
22.30962687,"GFR",268,88,"98","346"
51.14298507,"GFR",67,-113,"98","347"
37.31328358,"GFR",134,-46,"98","347"
27.83273632,"GFR",201,21,"98","347"
15.91708955,"GFR",268,88,"98","347"
33.39940299,"GFR",67,-113,"98","348"
22.44022388,"GFR",134,-46,"98","348"
18.78716418,"GFR",201,21,"98","348"
14.74272388,"GFR",268,88,"98","348"
39.66119403,"Normal",67,-113,"98","349"
33.66044776,"Normal",134,-46,"98","349"
22.44029851,"Normal",201,21,"98","349"
19.57014925,"Normal",268,88,"98","349"
17.87234043,"GFR",235,55,"99","350"
17.44680851,"GFR",235,55,"99","350"
11.91489362,"GFR",235,55,"99","350"
11.06382979,"GFR",235,55,"99","350"
17.8343949,"GFR",157,-23,"99","350"
16.56050955,"GFR",157,-23,"99","350"
14.64968153,"GFR",157,-23,"99","350"
51.06382979,"GFR",235,55,"99","351"
50.63829787,"GFR",235,55,"99","351"
71.33757962,"GFR",157,-23,"99","351"
64.33121019,"GFR",157,-23,"99","351"
63.05732484,"GFR",157,-23,"99","351"
9.685238095,"PFR",210,30,"100","352"
7.566666667,"PFR",210,30,"100","352"
11.50095238,"PFR",210,30,"100","352"
6.355714286,"PFR",210,30,"100","352"
4.842857143,"PFR",210,30,"100","352"
11.50142857,"PFR",210,30,"100","352"
6.961428571,"PFR",210,30,"100","353"
6.356190476,"PFR",210,30,"100","353"
12.10666667,"PFR",210,30,"100","353"
9.08,"PFR",210,30,"100","353"
7.566666667,"PFR",210,30,"100","353"
10.89571429,"PFR",210,30,"100","353"
3.276666667,"PFR",120,-60,"101","354"
3.369047619,"PFR",210,30,"101","354"
1.898095238,"PFR",210,30,"101","354"
12.22666667,"PFR",120,-60,"101","355"
8.168571429,"PFR",210,30,"101","355"
11.51333333,"PFR",120,-60,"101","355"
9.918571429,"PFR",210,30,"101","355"
25.11627907,"PFR",129,-51,"102","356"
27.42547425,"PFR",184.5,4.5,"102","356"
17.73333333,"PFR",300,120,"102","356"
20.23255814,"PFR",129,-51,"102","357"
19.3495935,"PFR",184.5,4.5,"102","357"
10.36666667,"PFR",300,120,"102","357"
28.13953488,"Normal",129,-51,"102","358"
29.43089431,"Normal",184.5,4.5,"102","358"
18.3,"Normal",300,120,"102","358"
46.66666667,"Normal",165,-15,"103","359"
46.2451613,"GFR",125,-55,"105","362"
36.12903226,"GFR",185,5,"105","362"
30.34838709,"GFR",250,70,"105","362"
23.84516129,"GFR",250,70,"105","362"
18.96774194,"GFR",300,120,"105","362"
28.18064515,"GFR",125,-55,"105","363"
21.48212726,"GFR",185,5,"105","363"
15.89677418,"GFR",250,70,"105","363"
14.09032258,"GFR",250,70,"105","363"
9.935483873,"GFR",300,120,"105","363"
55.63870966,"GFR",125,-55,"105","364"
38.0819529,"GFR",185,5,"105","364"
30.70967743,"GFR",250,70,"105","364"
33.23870967,"GFR",250,70,"105","364"
25.29032259,"GFR",300,120,"105","364"
28.18064516,"GFR",125,-55,"105","365"
21.48212727,"GFR",185,5,"105","365"
12.28387097,"GFR",250,70,"105","365"
9.754838712,"GFR",250,70,"105","365"
9.93548387,"GFR",300,120,"105","365"
29.62580647,"GFR",125,-55,"105","366"
27.34088929,"GFR",185,5,"105","366"
16.98064516,"GFR",250,70,"105","366"
16.25806452,"GFR",250,70,"105","366"
14.15053763,"GFR",300,120,"105","366"
29.62580646,"GFR",125,-55,"105","367"
20.99389712,"GFR",185,5,"105","367"
16.61935484,"GFR",250,70,"105","367"
18.06451612,"GFR",250,70,"105","367"
14.75268816,"GFR",300,120,"105","367"
26.73548386,"GFR",125,-55,"105","368"
21.48212731,"GFR",185,5,"105","368"
14.45161289,"GFR",250,70,"105","368"
15.17419353,"GFR",250,70,"105","368"
12.34408601,"GFR",300,120,"105","368"
6.503225808,"GFR",125,-55,"105","369"
3.90584133,"GFR",185,5,"105","369"
5.058064516,"GFR",250,70,"105","369"
4.696774196,"GFR",250,70,"105","369"
3.31182796,"GFR",300,120,"105","369"
24.56774194,"GFR",125,-55,"105","370"
31.73496077,"GFR",185,5,"105","370"
22.03870968,"GFR",250,70,"105","370"
28.18064516,"GFR",250,70,"105","370"
23.1827957,"GFR",300,120,"105","370"
18.06451613,"GFR",125,-55,"105","371"
15.6233653,"GFR",185,5,"105","371"
12.64516129,"GFR",250,70,"105","371"
11.56129032,"GFR",250,70,"105","371"
12.94623656,"GFR",300,120,"105","371"
11.07526882,"Normal",84,-96,"106","372"
6.774193548,"Normal",168,-12,"106","372"
6.845878139,"Normal",252,72,"106","372"
15.2688172,"Normal",84,-96,"106","373"
12.3655914,"Normal",168,-12,"106","373"
8.136200718,"Normal",252,72,"106","373"
12.47311829,"Normal",84,-96,"106","373"
16.88172043,"Normal",168,-12,"106","373"
7.526881722,"Normal",252,72,"106","373"
28.38709676,"Normal",84,-96,"106","374"
11.12903226,"Normal",168,-12,"106","374"
7.921146937,"Normal",252,72,"106","374"
28.92473118,"Normal",84,-96,"106","374"
8.978494625,"Normal",168,-12,"106","374"
7.741935484,"Normal",252,72,"106","374"
4.306666667,"PFR",150,-30,"107","375"
5.7125,"PFR",240,60,"107","375"
6.251515152,"PFR",330,150,"107","375"
17.1,"PFR",150,-30,"107","376"
12.10833333,"PFR",240,60,"107","376"
10.50606061,"PFR",330,150,"107","376"
32.02298076,"PFR",80,-100,"108","377"
14.21302884,"PFR",160,-20,"108","377"
7.873833333,"PFR",240,60,"108","377"
10.98959616,"GFR",80,-100,"108","377"
7.591365388,"GFR",160,-20,"108","377"
2.753243592,"GFR",240,60,"108","377"
11.64285714,"GFR",56,-124,"109","378"
4.276785714,"GFR",112,-68,"109","378"
4.5,"GFR",168,-12,"109","378"
15.35714286,"GFR",56,-124,"109","378"
5.303571429,"GFR",56,-124,"109","378"
13.375,"GFR",112,-68,"109","378"
6.880952381,"GFR",168,-12,"109","378"
1.005952381,"GFR",168,-12,"109","378"
5.779761905,"GFR",168,-12,"109","378"
5.089285714,"GFR",56,-124,"109","379"
4.669642857,"GFR",112,-68,"109","379"
7.19047619,"GFR",168,-12,"109","379"
4.827380952,"GFR",168,-12,"109","379"
52.96428571,"GFR",56,-124,"109","379"
29.74107143,"GFR",112,-68,"109","379"
24.23809524,"GFR",168,-12,"109","379"
22.73809524,"GFR",168,-12,"109","379"
26.42857143,"GFR",56,-124,"109","379"
30.17857143,"GFR",112,-68,"109","379"
20.54166667,"GFR",168,-12,"109","379"
17.48214286,"GFR",168,-12,"109","379"
29.71428571,"GFR",56,-124,"109","380"
23.69642857,"GFR",112,-68,"109","380"
22.58928571,"GFR",168,-12,"109","380"
17.28571429,"GFR",168,-12,"109","380"
47.57142857,"GFR",56,-124,"109","380"
20.3125,"GFR",112,-68,"109","380"
26.03571429,"GFR",168,-12,"109","380"
26.32738095,"GFR",168,-12,"109","380"
7.142857143,"GFR",56,-124,"109","380"
9.3125,"GFR",112,-68,"109","380"
13.93452381,"GFR",168,-12,"109","380"
22.38095238,"GFR",168,-12,"109","380"
4.99863747,"PFR",205.5,25.5,"110","381"
0.925985401,"PFR",205.5,25.5,"110","381"
2.003990268,"PFR",205.5,25.5,"110","381"
4.311970803,"PFR",205.5,25.5,"110","381"
10.68749392,"PFR",205.5,25.5,"110","382"
8.152408759,"PFR",205.5,25.5,"110","382"
10.30647202,"PFR",205.5,25.5,"110","382"
9.155085158,"PFR",205.5,25.5,"110","382"
9.687931873,"PFR",205.5,25.5,"110","383"
8.613479319,"PFR",205.5,25.5,"110","383"
10.22973236,"PFR",205.5,25.5,"110","383"
8.155815085,"PFR",205.5,25.5,"110","383"
30.45509616,"Normal",112,-68,"111","384"
30.08490385,"Normal",112,-68,"111","384"
27.46057693,"Normal",112,-68,"111","384"
27.07538462,"Normal",112,-68,"111","384"
25.66083333,"Normal",60,-120,"112","385"
28.94291667,"Normal",120,-60,"112","385"
15.36658333,"Normal",240,60,"112","385"
35.80563333,"Normal",60,-120,"112","385"
29.24123333,"Normal",120,-60,"112","385"
37.36,"Normal",200,20,"113","386"
30.535,"Normal",200,20,"113","386"
6.61,"PFR",200,20,"113","386"
39.53,"PFR",200,20,"113","387"
39.35,"PFR",200,20,"113","387"
22.145,"PFR",200,20,"113","387"
19.795,"PFR",200,20,"113","387"
64.08795601,"GFR",69,-111,"114","388"
28.68565717,"GFR",138,-42,"114","388"
26.72663667,"GFR",276,96,"114","388"
72.48375812,"GFR",69,-111,"114","389"
31.55422288,"GFR",138,-42,"114","389"
16.89655172,"GFR",276,96,"114","389"
53.31334333,"PFR",69,-111,"114","390"
41.69915044,"PFR",138,-42,"114","390"
30.57471265,"PFR",276,96,"114","390"
56.25187406,"GFR",69,-111,"114","391"
40.57971014,"GFR",138,-42,"114","391"
24.69765116,"GFR",276,96,"114","391"
32.74362817,"GFR",69,-111,"114","392"
32.11394303,"GFR",138,-42,"114","392"
17.63118441,"GFR",276,96,"114","392"
30.92453774,"GFR",69,-111,"114","393"
