env_ID,country,site_year_ID,EDH35_total,EDH35_label,plant_density,plant_density_3cluster,N_rate,region_N_label,mean_c,sd_c,n_c,mean_t,sd_t,n_t,lnRR,Effect,AEN,
2019_05_10_31.03_104.68,China,727,17.03584,GFR_M,5.25,High,180.0,RN,7.22222,0.262440338,3,8.48485,0.787286374,3,0.161119835,17.48257461,7.014611111,
2019_05_10_31.03_104.68,China,727,17.03584,GFR_M,5.25,High,120.0,RN,7.37374,1.049726712,3,8.18182,0.524863356,3,0.10398958,10.95888925,6.734,
2019_05_10_31.03_104.68,China,727,17.03584,GFR_M,5.25,High,180.0,RN,7.37374,1.049726712,3,8.33333,0.612349243,3,0.122338096,13.01361317,5.331055556,
2013_04_30_40.3_110.5,China,729,0.0,None,7.5,High,160.0,RN,11.5,NA,3,15.7,NA,3,0.311313677,36.52173913,26.25,
2016_06_14_37.88_114.68,China,734,95.55255,PFR_M,9.0,High,225.0,RN,9.03567,0.716739945,3,10.3179,0.183770591,3,0.132700174,14.1907573,5.6988,
2017_06_12_37.88_114.68,China,735,331.19233,PFR_H,9.0,High,225.0,RN,7.86503,0.340036215,3,9.97546,0.3825061,3,0.237701726,26.83308265,9.379688889,
2017_06_12_37.88_114.68,China,735,331.19233,PFR_H,9.0,High,225.0,RN,8.56442,0.233774897,3,10.9816,0.170087389,3,0.248604733,28.22351076,10.74302222,
2017_06_12_37.88_114.68,China,735,331.19233,PFR_H,9.0,High,225.0,RN,9.32515,0.297531688,3,11.7178,0.488784738,3,0.228394002,25.65803231,10.634,
2016_04_24_35.28_107.88,China,736,0.0,None,6.5,Conventional,225.0,RN,3.4,NA,4,11.5,NA,4,1.218571604,238.2352941,36.0,
2016_04_24_35.28_107.88,China,736,0.0,None,6.5,Conventional,225.0,RN,3.4,NA,4,10.7,NA,4,1.14646831,214.7058824,32.44444444,
2017_04_26_35.28_107.88,China,737,62.05126,PFR_M,6.5,Conventional,225.0,RN,5.6,NA,4,14.8,NA,4,0.971860583,164.2857143,40.88888889,
2017_04_26_35.28_107.88,China,737,62.05126,PFR_M,6.5,Conventional,225.0,RN,5.6,NA,4,13.0,NA,4,0.84218276,132.1428571,32.88888889,
2017_04_26_35.28_107.88,China,737,62.05126,PFR_M,6.5,Conventional,225.0,RN,4.4,NA,4,10.9,NA,4,0.907158248,147.7272727,28.88888889,
2018_04_24_35.28_107.88,China,738,0.0,None,6.5,Conventional,225.0,RN,5.2,NA,4,16.7,NA,4,1.166750094,221.1538462,51.11111111,
2018_04_24_35.28_107.88,China,738,0.0,None,6.5,Conventional,225.0,RN,5.2,NA,4,16.4,NA,4,1.148622709,215.3846154,49.77777778,
2018_04_24_35.28_107.88,China,738,0.0,None,6.5,Conventional,225.0,RN,5.0,NA,4,15.3,NA,4,1.118414916,206.0,45.77777778,
2018_04_24_35.28_107.88,China,738,0.0,None,6.5,Conventional,225.0,RN,5.0,NA,4,15.7,NA,4,1.1442228,214.0,47.55555556,
2018_06_17_34.3_108.4,China,739,6.23544,PFR_L,5.6,Low,200.0,RN,6.11702,0.598856567,3,7.73936,0.414583681,3,0.235243947,26.52173771,8.1117,
2019_06_15_34.3_108.4,China,740,1.35131,PFR_L,5.6,Low,200.0,RN,5.50532,0.414583681,3,7.71277,0.506711464,3,0.337162499,40.09667013,11.03725,
2019_04_25_35.47_104.73,China,745,0.0,None,5.25,Low,200.0,RN,4.14599,0.30342066,3,11.854,0.758638254,3,1.050523761,185.9148237,38.54005,
2020_04_25_35.47_104.73,China,746,0.0,None,5.25,Low,200.0,RN,4.0,0.657417205,3,10.5401,1.365548857,3,0.96889267,163.5025,32.7005,
2021_04_25_35.47_104.73,China,747,0.0,None,5.25,Low,200.0,RN,3.41606,0.30342066,3,8.72993,1.213699962,3,0.938269511,155.555523,26.56935,
2014_05_01_43.34_124.06,China,748,0.11724,PFR_L,6.5,High,168.0,RN,5.741,NA,3,11.629,NA,3,0.705868567,102.5605295,35.04761905,
2014_05_01_43.34_124.06,China,748,0.11724,PFR_L,6.5,High,168.0,RN,8.605,NA,3,13.485,NA,3,0.449234527,56.71121441,29.04761905,
2015_05_05_43.34_124.06,China,749,0.0,None,6.5,High,168.0,RN,3.445,NA,3,10.126,NA,3,1.078182469,193.9332366,39.76785714,
2015_05_05_43.34_124.06,China,749,0.0,None,6.5,High,168.0,RN,7.576,NA,3,12.35,NA,3,0.488670707,63.01478353,28.41666667,
2018_05_10_40.98_122.73,China,750,62.97121,GFR_M,6.75,High,192.0,RN,5.36,0.65,3,10.28,0.45,3,0.651236285,91.79104478,25.625,
2018_05_10_40.98_122.73,China,750,62.97121,GFR_M,6.75,High,192.0,RN,4.97,1.37,3,9.05,0.36,3,0.599344918,82.09255533,21.25,
2019_05_10_40.98_122.73,China,751,1.79646,GFR_L,6.75,High,192.0,RN,5.78,0.82,3,12.43,0.32,3,0.765709223,115.0519031,34.63541667,
2019_05_10_40.98_122.73,China,751,1.79646,GFR_L,6.75,High,192.0,RN,4.2,0.61,3,11.29,0.3,3,0.988832853,168.8095238,36.92708333,
2020_05_10_40.98_122.73,China,752,0.0,None,6.75,High,192.0,RN,5.76,1.24,3,10.94,0.57,3,0.641488322,89.93055556,26.97916667,
2020_05_10_40.98_122.73,China,752,0.0,None,6.75,High,192.0,RN,4.23,0.65,3,8.9,1.14,3,0.743849284,110.4018913,24.32291667,
2008_06_14_36.97_117.98,China,753,7.68084,PFR_L,6.5,Conventional,240.0,RN,6.6,0.155884573,3,8.9,0.08660254,3,0.298981628,34.84848485,9.583333333,
2009_06_14_36.97_117.98,China,754,110.55997,PFR_H,6.5,Conventional,240.0,RN,5.0,0.277128129,3,6.2,0.121243557,3,0.21511138,24.0,5.0,
2010_06_14_36.97_117.98,China,755,53.49155,PFR_M,6.5,Conventional,240.0,RN,5.1,0.225166605,3,8.1,0.034641016,3,0.462623522,58.82352941,12.5,
2011_06_14_36.97_117.98,China,756,8.98965,PFR_L,6.5,Conventional,240.0,RN,6.6,0.034641016,3,8.9,0.155884573,3,0.298981628,34.84848485,9.583333333,
2021_05_04_46.75_122.78,China,758,0.0,None,7.5,High,225.0,RN,10.26,0.467653718,3,12.25,0.225166605,3,0.177273097,19.3957115,8.844444444,
2021_05_04_46.75_122.78,China,758,0.0,None,7.5,High,225.0,RN,10.26,0.467653718,3,13.23,0.45033321,3,0.254234138,28.94736842,13.2,
2021_05_04_46.75_122.78,China,758,0.0,None,7.5,High,225.0,RN,10.26,0.467653718,3,12.84,0.190525589,3,0.224312459,25.14619883,11.46666667,
2022_05_09_46.75_122.78,China,758,0.0,None,7.5,High,225.0,RN,9.43,0.415692194,3,11.74,0.53693575,3,0.219105718,24.49628844,10.26666667,
2022_05_09_46.75_122.78,China,758,0.0,None,7.5,High,225.0,RN,9.43,0.415692194,3,12.89,0.554256258,3,0.31255572,36.69141039,15.37777778,
2022_05_09_46.75_122.78,China,758,0.0,None,7.5,High,225.0,RN,9.43,0.415692194,3,12.38,0.467653718,3,0.272186171,31.28313892,13.11111111,
2010_04_22_35.2_107.67,China,763,2.00686,PFR_L,5.55,Low,160.0,RN,3.7957,0.556333713,5,5.5873,0.520333018,5,0.386627318,47.20077983,11.1975,
2010_04_22_35.2_107.67,China,763,2.00686,PFR_L,5.55,Low,160.0,RN,3.4072,0.435586042,5,6.5155,1.010031905,5,0.648293114,91.2274008,19.426875,
2011_04_26_35.2_107.67,China,764,2.49109,PFR_L,5.55,Low,160.0,RN,3.6271,0.588309485,5,5.4954,0.433126367,5,0.415477948,51.50947038,11.676875,
2011_04_26_35.2_107.67,China,764,2.49109,PFR_L,5.55,Low,160.0,RN,3.3307,0.502444475,5,6.6459,0.777480836,5,0.690817631,99.53463236,20.72,
2012_04_21_35.2_107.67,China,765,0.0,None,5.55,Low,160.0,RN,3.7114,0.673727282,5,5.7785,0.826227118,5,0.44273497,55.69596379,12.919375,
2012_04_21_35.2_107.67,China,765,0.0,None,5.55,Low,160.0,RN,3.3568,0.519214984,5,6.4857,0.571091761,5,0.658611614,93.210796,19.555625,
2010_04_13_32.42__85.88,USA,771,112.00579,GFR_H,7.0,Conventional,168.0,RN,1.775741935,NA,5,6.112129032,NA,5,1.236056836,244.2014243,25.81182796,
2010_03_29_30.53__87.87,USA,772,3.75954,GFR_L,7.0,Conventional,168.0,RN,3.025806452,NA,5,8.625806452,NA,5,1.047580809,185.0746268,33.33333333,
2010_03_29_30.53__87.87,USA,772,3.75954,GFR_L,7.0,Conventional,224.0,RN,3.025806452,NA,5,8.941935484,NA,5,1.083574411,195.522388,26.41129032,
2010_04_02_34.68__86.88,USA,773,23.6977,GFR_M,8.0,High,168.0,RN,5.487096774,NA,5,9.687096774,NA,5,0.568395476,76.54320988,25.0,
2010_04_02_34.68__86.88,USA,773,23.6977,GFR_M,8.0,High,224.0,RN,5.487096774,NA,5,10.09354839,NA,5,0.609497152,83.95061734,20.56451614,
2011_04_07_32.42__85.88,USA,774,124.74131,PFR_H,7.0,Conventional,168.0,RN,1.783870968,NA,5,4.177419355,NA,5,0.850907973,134.1772152,14.24731183,
2011_04_07_32.42__85.88,USA,774,124.74131,PFR_H,7.0,Conventional,224.0,RN,1.783870968,NA,5,2.822580645,NA,5,0.458865885,58.22784807,4.637096772,
2011_04_07_34.68__86.88,USA,775,3.81742,GFR_L,8.0,High,168.0,RN,2.709677419,NA,5,6.503225806,NA,5,0.875468737,140.0,22.58064516,
2011_04_07_34.68__86.88,USA,775,3.81742,GFR_L,8.0,High,224.0,RN,2.709677419,NA,5,7.60516129,NA,5,1.03199754,180.6666667,21.85483871,
2012_03_27_32.42__85.88,USA,776,166.79922,GFR_H,7.0,Conventional,168.0,RN,5.753548387,NA,5,7.243870968,NA,5,0.230338952,25.90266877,8.870967744,
2012_03_27_32.42__85.88,USA,776,166.79922,GFR_H,7.0,Conventional,224.0,RN,5.753548387,NA,5,6.774193548,NA,5,0.163303551,17.73940345,4.556451612,
2012_03_27_32.42__85.88,USA,776,166.79922,GFR_H,7.0,Conventional,168.0,RN,4.15483871,NA,5,6.593548387,NA,5,0.461818045,58.69565216,14.51612903,
2012_03_27_32.42__85.88,USA,776,166.79922,GFR_H,7.0,Conventional,224.0,RN,4.15483871,NA,5,5.539483871,NA,5,0.287627723,33.32608695,6.181451612,
2012_04_02_34.68__86.88,USA,778,31.83148,PFR_M,8.0,High,168.0,RN,5.64516129,NA,5,10.38709677,NA,5,0.609765571,83.99999994,28.22580643,
2012_04_02_34.68__86.88,USA,778,31.83148,PFR_M,8.0,High,224.0,RN,5.64516129,NA,5,10.65806452,NA,5,0.635518068,88.80000008,22.37903228,
2015_04_30_37.3_106.03,China,781,10.75606,GFR_M,7.5,High,200.0,RN,6.3,NA,4,10.3,NA,4,0.491594262,63.49206349,20.0,
2015_04_30_37.3_106.03,China,781,10.75606,GFR_M,7.5,High,200.0,RN,6.0,NA,4,9.6,NA,4,0.470003629,60.0,18.0,
2015_04_30_37.3_106.03,China,781,10.75606,GFR_M,7.5,High,200.0,RN,5.6,NA,4,7.5,NA,4,0.292136423,33.92857143,9.5,
2016_05_01_37.3_106.03,China,782,0.73698,GFR_L,7.5,High,200.0,RN,6.7,NA,4,10.1,NA,4,0.410427897,50.74626866,20.0,
2016_05_01_37.3_106.03,China,782,0.73698,GFR_L,7.5,High,200.0,RN,6.1,NA,4,9.8,NA,4,0.474093614,60.6557377,18.5,
2016_05_01_37.3_106.03,China,782,0.73698,GFR_L,7.5,High,200.0,RN,5.3,NA,4,7.9,NA,4,0.399155939,49.05660377,9.0,
2014_06_15_34.2_108.12,China,783,0.0,None,5.2,Low,172.0,RN,7.837,NA,4,9.338,NA,4,0.175235988,19.15273702,8.726744186,
2015_06_15_34.2_108.12,China,784,0.0,None,5.2,Low,172.0,RN,7.275,NA,4,8.763,NA,4,0.186094499,20.45360825,8.651162791,
2016_06_14_34.2_108.12,China,785,0.40944,GFR_L,5.2,Low,172.0,RN,7.295,NA,4,8.866,NA,4,0.195034554,21.53529815,9.13372093,
2019_06_14_36.2_116.9,China,798,2.65826,PFR_L,6.5,Conventional,180.0,RN,9.04,NA,3,10.689,NA,3,0.167556001,18.24115044,9.161111111,
2019_06_14_36.2_116.9,China,798,2.65826,PFR_L,6.5,Conventional,240.0,RN,9.04,NA,3,11.048,NA,3,0.200590242,22.21238938,8.366666667,
2009_04_23_35.47_108.47,China,799,0.0,None,8.5,High,200.0,RN,9.935483871,NA,4,11.83225806,NA,4,0.174716957,19.09090905,9.483870945,
2010_04_27_35.47_108.47,China,800,0.0,None,8.5,High,200.0,RN,4.787096774,NA,4,12.01290323,NA,4,0.920057215,150.9433963,36.12903228,
2011_04_28_35.47_108.47,China,801,0.0,None,8.5,High,200.0,RN,5.961290323,NA,4,12.10322581,NA,4,0.708185058,103.0303031,30.70967744,
1997_05_03_40_115,China,802,0.0,None,6.0,Conventional,225.0,RN,8.843,NA,3,10.349,NA,3,0.157263711,17.03041954,6.693333333,
2016_06_15_35.96_117.11,China,803,0.0,None,6.5,Conventional,184.5,RN,9.823,0.256170314,3,13.334,0.4295486,3,0.30559059,35.74264481,19.0298103,
2017_06_15_35.96_117.11,China,804,0.0,None,6.5,Conventional,184.5,RN,9.206,0.420888346,3,12.711,0.495366531,3,0.322612315,38.07299587,18.99728997,
2018_06_15_35.96_117.11,China,805,15.5956,PFR_M,6.5,Conventional,184.5,RN,9.17,0.285788383,3,13.006,0.40703194,3,0.349473503,41.83206107,20.79132791,
2011_05_13_40.49__87,USA,807,34.47173,GFR_M,8.5,High,202.0,RN,3.44186,1.367158205,6,11.0233,0.797308911,6,1.163999191,220.2715973,37.53188119,
2014_04_28_36.03_104.42,China,815,0.0,None,4.75,Low,150.0,RN,1.720930233,NA,3,2.061627907,NA,3,0.180630939,19.79729727,2.271317827,
2015_04_23_36.03_104.42,China,816,0.0,None,4.75,Low,150.0,RN,0.808139535,NA,3,1.459302326,NA,3,0.590979006,80.57553959,4.341085273,
2015_04_23_36.03_104.42,China,816,0.0,None,4.75,Low,150.0,RN,3.580232558,NA,3,7.903488372,NA,3,0.791876469,120.7534914,28.82170543,
2016_04_21_36.03_104.42,China,817,0.0,None,4.75,Low,150.0,RN,3.663953488,NA,3,6.662790698,NA,3,0.597995668,81.84703272,19.99224807,
2017_04_18_36.03_104.42,China,818,0.0,None,4.75,Low,150.0,RN,0.568604651,NA,3,0.862790698,NA,3,0.416986754,51.73824141,1.961240313,
2017_04_18_36.03_104.42,China,818,0.0,None,4.75,Low,150.0,RN,2.886046512,NA,3,7.403488372,NA,3,0.942063714,156.5269943,30.11627907,
2018_04_23_36.03_104.42,China,819,0.0,None,4.75,Low,150.0,RN,2.708139535,NA,3,6.018604651,NA,3,0.798593566,122.2413053,22.06976744,
2008_04_26_45.38__93.88,USA,820,0.0,None,7.904,Conventional,179.0,RN,3.612903226,NA,4,11.47096774,NA,4,1.155307632,217.4999999,43.89980175,
2009_04_25_45.38__93.88,USA,821,0.0,None,7.904,Conventional,179.0,RN,5.238709677,NA,4,12.28387097,NA,4,0.852211875,134.4827587,39.35844298,
2009_04_25_45.38__93.88,USA,821,0.0,None,7.904,Conventional,224.0,RN,5.238709677,NA,4,11.92258065,NA,4,0.822358913,127.586207,29.8387097,
2008_04_26_44.7__92.78,USA,822,0.0,None,7.904,Conventional,168.0,RN,8.309677419,NA,4,15.71612903,NA,4,0.637266722,89.13043476,44.08602149,
2008_04_26_44.7__92.78,USA,822,0.0,None,7.904,Conventional,202.0,RN,8.309677419,NA,4,15.80645161,NA,4,0.642997397,90.21739128,37.11274352,
2008_04_26_44.7__92.78,USA,822,0.0,None,7.904,Conventional,235.0,RN,8.309677419,NA,4,15.26451613,NA,4,0.608110138,83.69565219,29.59505834,
2009_04_25_44.68__92.83,USA,823,0.0,None,7.904,Conventional,168.0,RN,4.967741935,NA,4,12.73548387,NA,4,0.941426705,156.3636364,46.23655914,
2009_04_25_44.68__92.83,USA,823,0.0,None,7.904,Conventional,202.0,RN,4.967741935,NA,4,12.28387097,NA,4,0.905321701,147.2727273,36.21846057,
2009_04_25_44.68__92.83,USA,823,0.0,None,7.904,Conventional,235.0,RN,4.967741935,NA,4,12.64516129,NA,4,0.934309237,154.5454546,32.6698696,
2008_04_26_44.23__95.35,USA,824,3.27652,PFR_L,7.904,Conventional,168.0,RN,5.329032258,NA,4,7.406451613,NA,4,0.329181803,38.98305085,12.3655914,
2008_04_26_44.23__95.35,USA,824,3.27652,PFR_L,7.904,Conventional,202.0,RN,5.329032258,NA,4,6.95483871,NA,4,0.266267978,30.50847458,8.048546792,
2008_04_26_44.23__95.35,USA,824,3.27652,PFR_L,7.904,Conventional,235.0,RN,5.329032258,NA,4,7.04516129,NA,4,0.279171383,32.20338983,7.302676732,
2009_04_25_44.23__95.35,USA,825,0.0,None,7.904,Conventional,168.0,RN,7.316129032,NA,4,10.65806452,NA,4,0.37623547,45.6790124,19.89247314,
2009_04_25_44.23__95.35,USA,825,0.0,None,7.904,Conventional,202.0,RN,7.316129032,NA,4,10.38709677,NA,4,0.350482973,41.97530859,15.20281058,
2009_04_25_44.23__95.3,USA,825,0.0,None,7.904,Conventional,235.0,RN,7.316129032,NA,4,11.29032258,NA,4,0.433864583,54.32098765,16.91146191,
2008_04_26_47.87__96.28,USA,826,0.0,None,6.7925,Low,168.0,RN,6.232258065,NA,4,9.393548387,NA,4,0.410284394,50.72463767,18.8172043,
2008_04_26_47.87__96.28,USA,826,0.0,None,6.7925,Low,202.0,RN,6.232258065,NA,4,9.75483871,NA,4,0.448024722,56.52173912,17.43851804,
2008_04_26_47.87__96.28,USA,826,0.0,None,6.7925,Low,235.0,RN,6.232258065,NA,4,9.75483871,NA,4,0.448024722,56.52173912,14.98970487,
2008_04_26_39.86__83.67,USA,828,0.0,None,7.9,Conventional,180.0,RN,5.919,NA,4,9.322,NA,4,0.454209682,57.49281973,18.90555556,
2008_04_26_39.86__83.67,USA,828,0.0,None,7.9,Conventional,180.0,RN,6.081,NA,4,9.082,NA,4,0.401125277,49.35043578,16.67222222,
2008_04_26_41.22__83.76,USA,829,0.0,None,7.9,Conventional,180.0,RN,2.498,NA,4,7.435,NA,4,1.090708168,197.6381105,27.42777778,
2017_06_14_37.9_115.2,China,830,252.02632,PFR_H,6.75,High,180.0,RN,9.57,NA,3,10.89,NA,3,0.129211731,13.79310345,7.333333333,
2017_06_14_37.9_115.2,China,830,252.02632,PFR_H,6.75,High,240.0,RN,9.57,NA,3,11.57,NA,3,0.189782336,20.89864159,8.333333333,
2017_06_14_37.9_115.2,China,830,252.02632,PFR_H,6.75,High,180.0,RN,7.95,NA,3,9.3,NA,3,0.156842471,16.98113208,7.5,
2017_06_14_37.9_115.2,China,830,252.02632,PFR_H,6.75,High,240.0,RN,7.95,NA,3,10.25,NA,3,0.254105777,28.93081761,9.583333333,
2018_06_18_37.9_115.2,China,831,193.37947,PFR_H,6.75,High,180.0,RN,9.82,NA,3,11.14,NA,3,0.126121112,13.44195519,7.333333333,
2018_06_18_37.9_115.2,China,831,193.37947,PFR_H,6.75,High,240.0,RN,9.82,NA,3,11.69,NA,3,0.174312653,19.04276986,7.791666667,
2018_06_18_37.9_115.2,China,831,193.37947,PFR_H,6.75,High,240.0,RN,8.18,NA,3,10.3,NA,3,0.230451745,25.91687042,8.833333333,
2015_04_21_34.6_108.87,China,838,237.36914,GFR_H,6.5,Conventional,225.0,RN,8.898,NA,3,11.08333333,NA,3,0.219615946,24.55982614,9.712592578,
2015_04_21_34.6_108.87,China,838,237.36914,GFR_H,6.5,Conventional,225.0,RN,8.898,NA,3,11.35,NA,3,0.243391212,27.55675433,10.89777778,
2015_04_21_34.6_108.87,China,838,237.36914,GFR_H,6.5,Conventional,225.0,RN,8.898,NA,3,10.97333333,NA,3,0.209641554,23.32359328,9.223703689,
2015_04_21_34.6_108.87,China,838,237.36914,GFR_H,6.5,Conventional,225.0,RN,9.696666667,NA,3,11.08333333,NA,3,0.133660294,14.30044685,6.162962947,
2015_04_21_34.6_108.87,China,838,237.36914,GFR_H,6.5,Conventional,225.0,RN,9.696666667,NA,3,12.27,NA,3,0.235375075,26.53832932,11.43703704,
2015_04_21_34.6_108.87,China,838,237.36914,GFR_H,6.5,Conventional,225.0,RN,9.696666667,NA,3,12.17,NA,3,0.227191723,25.50704709,10.99259259,
2016_04_22_34.6_108.87,China,839,481.70054,GFR_H,6.5,Conventional,225.0,RN,3.596666667,NA,3,4.153333333,NA,3,0.143903734,15.47729377,2.474074071,
2016_04_22_34.6_108.87,China,839,481.70054,GFR_H,6.5,Conventional,225.0,RN,3.596666667,NA,3,4.88,NA,3,0.305137729,35.68118627,5.703703702,
2016_04_22_34.6_108.87,China,839,481.70054,GFR_H,6.5,Conventional,225.0,RN,3.596666667,NA,3,4.96,NA,3,0.32139825,37.90546801,6.059259258,
2016_04_22_34.6_108.87,China,839,481.70054,GFR_H,6.5,Conventional,225.0,RN,5.143333333,NA,3,6.43,NA,3,0.223273161,25.01620221,5.71851852,
2016_04_22_34.6_108.87,China,839,481.70054,GFR_H,6.5,Conventional,225.0,RN,5.143333333,NA,3,7.125,NA,3,0.325908349,38.52883993,8.807407409,
2016_04_22_34.6_108.87,China,839,481.70054,GFR_H,6.5,Conventional,225.0,RN,5.143333333,NA,3,7.125,NA,3,0.325908349,38.52883993,8.807407409,
2017_04_24_34.6_108.87,China,840,676.18565,GFR_H,6.5,Conventional,225.0,RN,5.543333333,NA,3,6.16,NA,3,0.105480773,11.12447385,2.740740742,
2017_04_24_34.6_108.87,China,840,676.18565,GFR_H,6.5,Conventional,225.0,RN,5.543333333,NA,3,6.333333333,NA,3,0.133230686,14.25135298,3.511111111,
2017_04_24_34.6_108.87,China,840,676.18565,GFR_H,6.5,Conventional,225.0,RN,6.133333333,NA,3,7.32,NA,3,0.176871952,19.34782609,5.274074076,
2017_04_24_34.6_108.87,China,840,676.18565,GFR_H,6.5,Conventional,225.0,RN,6.133333333,NA,3,7.916666667,NA,3,0.255231866,29.07608697,7.925925929,
2017_04_24_34.6_108.87,China,840,676.18565,GFR_H,6.5,Conventional,225.0,RN,6.133333333,NA,3,7.816666667,NA,3,0.24251983,27.44565219,7.481481484,
2006_04_19_38.62_102.67,China,848,36.88119,GFR_M,8.3333,High,150.0,RN,6.48,NA,3,11.9,NA,3,0.60781789,83.64197531,36.13333333,
2006_04_19_38.62_102.67,China,848,36.88119,GFR_M,8.3333,High,225.0,RN,6.48,NA,3,12.85,NA,3,0.684623301,98.30246914,28.31111111,
2006_04_19_38.62_102.67,China,848,36.88119,GFR_M,8.3333,High,150.0,RN,6.85,NA,3,8.97,NA,3,0.269637024,30.94890511,14.13333333,
2006_04_19_38.62_102.67,China,848,36.88119,GFR_M,8.3333,High,225.0,RN,6.85,NA,3,10.82,NA,3,0.457147621,57.95620438,17.64444444,
2007_04_15_38.62_102.67,China,849,23.47024,GFR_M,8.0,High,150.0,RN,7.92,NA,3,10.12,NA,3,0.245122458,27.77777778,14.66666667,
2007_04_15_38.62_102.67,China,849,23.47024,GFR_M,8.0,High,225.0,RN,7.92,NA,3,13.61,NA,3,0.541413611,71.84343434,25.28888889,
2007_04_15_38.62_102.67,China,849,23.47024,GFR_M,8.0,High,150.0,RN,7.76,NA,3,11.02,NA,3,0.35072947,42.01030928,21.73333333,
2007_04_15_38.62_102.67,China,849,23.47024,GFR_M,8.0,High,225.0,RN,7.76,NA,3,10.97,NA,3,0.34618194,41.36597938,14.26666667,
2001_05_05_44.12__89.53,USA,850,0.6263,GFR_L,7.65,Conventional,168.0,RN,5.74,NA,4,12.56,NA,4,0.783057951,118.815331,40.5952381,
2001_05_05_44.12__89.53,USA,850,0.6263,GFR_L,7.65,Conventional,224.0,RN,5.74,NA,4,12.48,NA,4,0.776668153,117.4216028,30.08928571,
2001_05_05_44.12__89.53,USA,850,0.6263,GFR_L,7.65,Conventional,168.0,RN,5.87,NA,4,11.32,NA,4,0.656716439,92.84497445,32.44047619,
2001_05_05_44.12__89.53,USA,850,0.6263,GFR_L,7.65,Conventional,224.0,RN,5.87,NA,4,11.7,NA,4,0.689734208,99.31856899,26.02678571,
2001_05_05_44.12__89.53,USA,850,0.6263,GFR_L,7.65,Conventional,168.0,RN,7.36,NA,4,11.83,NA,4,0.474578745,60.73369565,26.60714286,
2001_05_05_44.12__89.53,USA,850,0.6263,GFR_L,7.65,Conventional,224.0,RN,7.36,NA,4,12.42,NA,4,0.523248144,68.75,22.58928571,
2001_05_05_44.12__89.53,USA,850,0.6263,GFR_L,7.65,Conventional,168.0,RN,7.97,NA,4,11.34,NA,4,0.352651805,42.28356336,20.05952381,
2001_05_05_44.12__89.53,USA,850,0.6263,GFR_L,7.65,Conventional,224.0,RN,7.97,NA,4,11.72,NA,4,0.385612291,47.05144291,16.74107143,
2001_05_05_44.12__89.53,USA,850,0.6263,GFR_L,7.65,Conventional,168.0,RN,7.64,NA,4,11.29,NA,4,0.390519775,47.77486911,21.72619048,
2001_05_05_44.12__89.53,USA,850,0.6263,GFR_L,7.65,Conventional,224.0,RN,7.64,NA,4,11.7,NA,4,0.426191239,53.14136126,18.125,
2003_05_05_44.12__89.53,USA,852,0.0,None,7.65,Conventional,168.0,RN,3.53,NA,4,10.6,NA,4,1.09955613,200.2832861,42.08333333,
2003_05_05_44.12__89.53,USA,852,0.0,None,7.65,Conventional,224.0,RN,3.53,NA,4,11.1,NA,4,1.145647237,214.4475921,33.79464286,
2003_05_05_44.12__89.53,USA,852,0.0,None,7.65,Conventional,168.0,RN,4.91,NA,4,12.4,NA,4,0.926422531,152.5458248,44.58333333,
2003_05_05_44.12__89.53,USA,852,0.0,None,7.65,Conventional,224.0,RN,4.91,NA,4,12.52,NA,4,0.936053424,154.9898167,33.97321429,
2003_05_05_44.12__89.53,USA,852,0.0,None,7.65,Conventional,168.0,RN,4.39,NA,4,12.97,NA,4,1.083309771,195.4441913,51.07142857,
2003_05_05_44.12__89.53,USA,852,0.0,None,7.65,Conventional,224.0,RN,4.39,NA,4,12.92,NA,4,1.079447271,194.3052392,38.08035714,
2003_05_05_44.12__89.53,USA,852,0.0,None,7.65,Conventional,168.0,RN,6.0,NA,4,12.9,NA,4,0.765467842,115.0,41.07142857,
2003_05_05_44.12__89.53,USA,852,0.0,None,7.65,Conventional,224.0,RN,6.0,NA,4,12.94,NA,4,0.76856382,115.6666667,30.98214286,
2003_05_05_44.12__89.53,USA,852,0.0,None,7.65,Conventional,168.0,RN,3.62,NA,4,12.11,NA,4,1.207557532,234.5303867,50.53571429,
2003_05_05_44.12__89.53,USA,852,0.0,None,7.65,Conventional,224.0,RN,3.62,NA,4,12.19,NA,4,1.214141918,236.7403315,38.25892857,
2015_04_30_43.52_124.8,China,856,0.0,None,6.75,High,150.0,RN,5.2,NA,3,7.4,NA,3,0.352821375,42.30769231,14.66666667,
2015_04_30_43.52_124.8,China,856,0.0,None,6.75,High,150.0,RN,6.5,NA,3,8.7,NA,3,0.291520849,33.84615385,14.66666667,
2016_04_30_43.52_124.8,China,857,0.0,None,6.75,High,150.0,RN,5.1,NA,3,9.4,NA,3,0.61146915,84.31372549,28.66666667,
2016_04_30_43.52_124.8,China,857,0.0,None,6.75,High,150.0,RN,7.0,NA,3,10.8,NA,3,0.433635985,54.28571429,25.33333333,
2014_05_01_43.52_124.8,China,858,0.0,None,9.0,High,200.0,RN,5.1,0.346410162,3,12.8,1.558845727,3,0.920204631,150.9803922,38.5,
2014_05_01_43.52_124.8,China,858,0.0,None,9.0,High,200.0,RN,6.3,0.519615242,3,12.0,1.039230485,3,0.644357016,90.47619048,28.5,
2015_04_28_43.52_124.8,China,859,0.0,None,9.0,High,200.0,RN,4.9,1.212435565,3,12.5,0.866025404,3,0.936493439,155.1020408,38.0,
