env_ID,country,site_year_ID,Env_Type,N_rate,region_N_label,mean_c,sd_c,n_c,mean_t,sd_t,n_t,lnRR,Effect,AEN,N_input_time_Sowing_to_V5,N_input_time_V5_to_V10,N_input_time_After_V10,N_strategy,Nc
2017_06_14_37.9_115.2,China,830,PFR,240.0,RN,7.95,NA,3,10.25,NA,3,0.254105777,28.93081761,9.583333333,120.0,NA,120,SR,58.760306166451
2018_06_18_37.9_115.2,China,831,PFR,180.0,RN,9.82,NA,3,11.14,NA,3,0.126121112,13.44195519,7.333333333,90.0,NA,90,SR,-1.23969383354896
2018_06_18_37.9_115.2,China,831,PFR,240.0,RN,9.82,NA,3,11.69,NA,3,0.174312653,19.04276986,7.791666667,120.0,NA,120,SR,58.760306166451
2018_06_18_37.9_115.2,China,831,PFR,180.0,RN,8.18,NA,3,9.01,NA,3,0.096642921,10.14669927,4.611111111,90.0,NA,90,SR,-1.23969383354896
2018_06_18_37.9_115.2,China,831,PFR,240.0,RN,8.18,NA,3,10.3,NA,3,0.230451745,25.91687042,8.833333333,120.0,NA,120,SR,58.760306166451
2015_04_21_34.6_108.87,China,838,GFR,225.0,RN,8.898,NA,3,11.08333333,NA,3,0.219615946,24.55982614,9.712592578,225.0,NA,NA,S,43.760306166451
2015_04_21_34.6_108.87,China,838,GFR,225.0,RN,8.898,NA,3,11.35,NA,3,0.243391212,27.55675433,10.89777778,135.0,NA,90,SR,43.760306166451
2015_04_21_34.6_108.87,China,838,GFR,225.0,RN,8.898,NA,3,10.97333333,NA,3,0.209641554,23.32359328,9.223703689,225.0,NA,NA,S,43.760306166451
2015_04_21_34.6_108.87,China,838,GFR,225.0,RN,9.696666667,NA,3,11.08333333,NA,3,0.133660294,14.30044685,6.162962947,225.0,NA,NA,S,43.760306166451
2015_04_21_34.6_108.87,China,838,GFR,225.0,RN,9.696666667,NA,3,12.27,NA,3,0.235375075,26.53832932,11.43703704,135.0,NA,90,SR,43.760306166451
2015_04_21_34.6_108.87,China,838,GFR,225.0,RN,9.696666667,NA,3,12.17,NA,3,0.227191723,25.50704709,10.99259259,225.0,NA,NA,S,43.760306166451
2016_04_22_34.6_108.87,China,839,GFR,225.0,RN,3.596666667,NA,3,4.153333333,NA,3,0.143903734,15.47729377,2.474074071,225.0,NA,NA,S,43.760306166451
2016_04_22_34.6_108.87,China,839,GFR,225.0,RN,3.596666667,NA,3,4.88,NA,3,0.305137729,35.68118627,5.703703702,135.0,NA,90,SR,43.760306166451
2016_04_22_34.6_108.87,China,839,GFR,225.0,RN,3.596666667,NA,3,4.96,NA,3,0.32139825,37.90546801,6.059259258,225.0,NA,NA,S,43.760306166451
2016_04_22_34.6_108.87,China,839,GFR,225.0,RN,5.143333333,NA,3,6.43,NA,3,0.223273161,25.01620221,5.71851852,225.0,NA,NA,S,43.760306166451
2016_04_22_34.6_108.87,China,839,GFR,225.0,RN,5.143333333,NA,3,7.125,NA,3,0.325908349,38.52883993,8.807407409,135.0,NA,90,SR,43.760306166451
2016_04_22_34.6_108.87,China,839,GFR,225.0,RN,5.143333333,NA,3,7.125,NA,3,0.325908349,38.52883993,8.807407409,225.0,NA,NA,S,43.760306166451
2017_04_24_34.6_108.87,China,840,GFR,225.0,RN,5.543333333,NA,3,6.16,NA,3,0.105480773,11.12447385,2.740740742,135.0,NA,90,SR,43.760306166451
2017_04_24_34.6_108.87,China,840,GFR,225.0,RN,5.543333333,NA,3,6.333333333,NA,3,0.133230686,14.25135298,3.511111111,225.0,NA,NA,S,43.760306166451
2017_04_24_34.6_108.87,China,840,GFR,225.0,RN,6.133333333,NA,3,7.32,NA,3,0.176871952,19.34782609,5.274074076,225.0,NA,NA,S,43.760306166451
2017_04_24_34.6_108.87,China,840,GFR,225.0,RN,6.133333333,NA,3,7.916666667,NA,3,0.255231866,29.07608697,7.925925929,135.0,NA,90,SR,43.760306166451
2017_04_24_34.6_108.87,China,840,GFR,225.0,RN,6.133333333,NA,3,7.816666667,NA,3,0.24251983,27.44565219,7.481481484,225.0,NA,NA,S,43.760306166451
2006_04_19_38.62_102.67,China,848,GFR,150.0,RN,6.48,NA,3,11.9,NA,3,0.60781789,83.64197531,36.13333333,75.0,37.5,37.5,SVR,-31.239693833549
2006_04_19_38.62_102.67,China,848,GFR,225.0,RN,6.48,NA,3,12.85,NA,3,0.684623301,98.30246914,28.31111111,112.5,56.25,56.25,SVR,43.760306166451
2006_04_19_38.62_102.67,China,848,GFR,150.0,RN,6.85,NA,3,8.97,NA,3,0.269637024,30.94890511,14.13333333,75.0,37.5,37.5,SVR,-31.239693833549
2006_04_19_38.62_102.67,China,848,GFR,225.0,RN,6.85,NA,3,10.82,NA,3,0.457147621,57.95620438,17.64444444,112.5,56.25,56.25,SVR,43.760306166451
2007_04_15_38.62_102.67,China,849,GFR,150.0,RN,7.92,NA,3,10.12,NA,3,0.245122458,27.77777778,14.66666667,75.0,37.5,37.5,SVR,-31.239693833549
2007_04_15_38.62_102.67,China,849,GFR,225.0,RN,7.92,NA,3,13.61,NA,3,0.541413611,71.84343434,25.28888889,112.5,56.25,56.25,SVR,43.760306166451
2007_04_15_38.62_102.67,China,849,GFR,150.0,RN,7.76,NA,3,11.02,NA,3,0.35072947,42.01030928,21.73333333,75.0,37.5,37.5,SVR,-31.239693833549
2007_04_15_38.62_102.67,China,849,GFR,225.0,RN,7.76,NA,3,10.97,NA,3,0.34618194,41.36597938,14.26666667,112.5,56.25,56.25,SVR,43.760306166451
2001_05_05_44.12__89.53,USA,850,GFR,168.0,RN,5.74,NA,4,12.56,NA,4,0.783057951,118.815331,40.5952381,168.0,NA,NA,S,-13.239693833549
2001_05_05_44.12__89.53,USA,850,GFR,224.0,RN,5.74,NA,4,12.48,NA,4,0.776668153,117.4216028,30.08928571,224.0,NA,NA,S,42.760306166451
2001_05_05_44.12__89.53,USA,850,GFR,168.0,RN,5.87,NA,4,11.32,NA,4,0.656716439,92.84497445,32.44047619,168.0,NA,NA,S,-13.239693833549
2001_05_05_44.12__89.53,USA,850,GFR,224.0,RN,5.87,NA,4,11.7,NA,4,0.689734208,99.31856899,26.02678571,224.0,NA,NA,S,42.760306166451
2001_05_05_44.12__89.53,USA,850,GFR,168.0,RN,7.36,NA,4,11.83,NA,4,0.474578745,60.73369565,26.60714286,168.0,NA,NA,S,-13.239693833549
2001_05_05_44.12__89.53,USA,850,GFR,224.0,RN,7.36,NA,4,12.42,NA,4,0.523248144,68.75,22.58928571,224.0,NA,NA,S,42.760306166451
2001_05_05_44.12__89.53,USA,850,GFR,168.0,RN,7.97,NA,4,11.34,NA,4,0.352651805,42.28356336,20.05952381,168.0,NA,NA,S,-13.239693833549
2001_05_05_44.12__89.53,USA,850,GFR,224.0,RN,7.97,NA,4,11.72,NA,4,0.385612291,47.05144291,16.74107143,224.0,NA,NA,S,42.760306166451
2001_05_05_44.12__89.53,USA,850,GFR,168.0,RN,7.64,NA,4,11.29,NA,4,0.390519775,47.77486911,21.72619048,168.0,NA,NA,S,-13.239693833549
2001_05_05_44.12__89.53,USA,850,GFR,224.0,RN,7.64,NA,4,11.7,NA,4,0.426191239,53.14136126,18.125,224.0,NA,NA,S,42.760306166451
2002_05_05_44.12__89.53,USA,851,PFR,168.0,RN,1.96,NA,4,9.09,NA,4,1.534230435,363.7755102,42.44047619,168.0,NA,NA,S,-13.239693833549
2002_05_05_44.12__89.53,USA,851,PFR,224.0,RN,1.96,NA,4,10.4,NA,4,1.668861333,430.6122449,37.67857143,224.0,NA,NA,S,42.760306166451
2002_05_05_44.12__89.53,USA,851,PFR,168.0,RN,3.14,NA,4,10.06,NA,4,1.164344365,220.3821656,41.19047619,168.0,NA,NA,S,-13.239693833549
2002_05_05_44.12__89.53,USA,851,PFR,224.0,RN,3.14,NA,4,11.43,NA,4,1.292018678,264.0127389,37.00892857,224.0,NA,NA,S,42.760306166451
2002_05_05_44.12__89.53,USA,851,PFR,168.0,RN,2.69,NA,4,9.4,NA,4,1.251168496,249.4423792,39.94047619,168.0,NA,NA,S,-13.239693833549
2002_05_05_44.12__89.53,USA,851,PFR,224.0,RN,2.69,NA,4,11.16,NA,4,1.422794763,314.8698885,37.8125,224.0,NA,NA,S,42.760306166451
2002_05_05_44.12__89.53,USA,851,PFR,168.0,RN,2.88,NA,4,9.73,NA,4,1.217423602,237.8472222,40.77380952,168.0,NA,NA,S,-13.239693833549
2002_05_05_44.12__89.53,USA,851,PFR,224.0,RN,2.88,NA,4,11.38,NA,4,1.374067135,295.1388889,37.94642857,224.0,NA,NA,S,42.760306166451
2002_05_05_44.12__89.53,USA,851,PFR,168.0,RN,3.23,NA,4,9.89,NA,4,1.119042008,206.1919505,39.64285714,168.0,NA,NA,S,-13.239693833549
2002_05_05_44.12__89.53,USA,851,PFR,224.0,RN,3.23,NA,4,11.09,NA,4,1.233561664,243.3436533,35.08928571,224.0,NA,NA,S,42.760306166451
2003_05_05_44.12__89.53,USA,852,Normal,168.0,RN,3.53,NA,4,10.6,NA,4,1.09955613,200.2832861,42.08333333,168.0,NA,NA,S,-13.239693833549
2003_05_05_44.12__89.53,USA,852,Normal,224.0,RN,3.53,NA,4,11.1,NA,4,1.145647237,214.4475921,33.79464286,224.0,NA,NA,S,42.760306166451
2003_05_05_44.12__89.53,USA,852,Normal,168.0,RN,4.91,NA,4,12.4,NA,4,0.926422531,152.5458248,44.58333333,168.0,NA,NA,S,-13.239693833549
2003_05_05_44.12__89.53,USA,852,Normal,224.0,RN,4.91,NA,4,12.52,NA,4,0.936053424,154.9898167,33.97321429,224.0,NA,NA,S,42.760306166451
2003_05_05_44.12__89.53,USA,852,Normal,168.0,RN,4.39,NA,4,12.97,NA,4,1.083309771,195.4441913,51.07142857,168.0,NA,NA,S,-13.239693833549
2003_05_05_44.12__89.53,USA,852,Normal,224.0,RN,4.39,NA,4,12.92,NA,4,1.079447271,194.3052392,38.08035714,224.0,NA,NA,S,42.760306166451
2003_05_05_44.12__89.53,USA,852,Normal,168.0,RN,6.0,NA,4,12.9,NA,4,0.765467842,115.0,41.07142857,168.0,NA,NA,S,-13.239693833549
2003_05_05_44.12__89.53,USA,852,Normal,224.0,RN,6.0,NA,4,12.94,NA,4,0.76856382,115.6666667,30.98214286,224.0,NA,NA,S,42.760306166451
2003_05_05_44.12__89.53,USA,852,Normal,168.0,RN,3.62,NA,4,12.11,NA,4,1.207557532,234.5303867,50.53571429,168.0,NA,NA,S,-13.239693833549
2003_05_05_44.12__89.53,USA,852,Normal,224.0,RN,3.62,NA,4,12.19,NA,4,1.214141918,236.7403315,38.25892857,224.0,NA,NA,S,42.760306166451
2014_05_01_43.52_124.8,China,858,Normal,200.0,RN,5.1,0.346410162,3,12.8,1.558845727,3,0.920204631,150.9803922,38.5,100.0,60,40,SVR,18.760306166451
2014_05_01_43.52_124.8,China,858,Normal,200.0,RN,6.3,0.519615242,3,12.0,1.039230485,3,0.644357016,90.47619048,28.5,100.0,60,40,SVR,18.760306166451
2015_04_28_43.52_124.8,China,859,Normal,200.0,RN,4.9,1.212435565,3,12.5,0.866025404,3,0.936493439,155.1020408,38.0,100.0,60,40,SVR,18.760306166451
2015_04_28_43.52_124.8,China,859,Normal,200.0,RN,6.3,0.519615242,3,11.0,0.866025404,3,0.557345639,74.6031746,23.5,100.0,60,40,SVR,18.760306166451
2013_04_23_35.47_108.47,China,860,Normal,170.0,RN,8.3,NA,3,11.7,NA,3,0.343333327,40.96385542,20.0,68.0,51,51,SVR,-11.239693833549
2013_04_23_35.47_108.47,China,860,Normal,200.0,RN,8.3,NA,3,11.9,NA,3,0.360282885,43.37349398,18.0,80.0,60,60,SVR,18.760306166451
2013_04_23_35.47_108.47,China,860,Normal,230.0,RN,8.3,NA,3,11.9,NA,3,0.360282885,43.37349398,15.65217391,92.0,69,69,SVR,48.760306166451
2013_04_23_35.47_108.47,China,860,Normal,170.0,RN,9.0,NA,3,12.6,NA,3,0.336472237,40.0,21.17647059,68.0,51,51,SVR,-11.239693833549
2013_04_23_35.47_108.47,China,860,Normal,200.0,RN,9.0,NA,3,13.0,NA,3,0.36772478,44.44444444,20.0,80.0,60,60,SVR,18.760306166451
2013_04_23_35.47_108.47,China,860,Normal,230.0,RN,9.0,NA,3,13.1,NA,3,0.375387653,45.55555556,17.82608696,92.0,69,69,SVR,48.760306166451
2013_04_23_35.47_108.47,China,860,Normal,170.0,RN,9.3,NA,3,12.8,NA,3,0.319430771,37.6344086,20.58823529,68.0,51,51,SVR,-11.239693833549
2013_04_23_35.47_108.47,China,860,Normal,200.0,RN,9.3,NA,3,13.7,NA,3,0.387381433,47.31182796,22.0,80.0,60,60,SVR,18.760306166451
2013_04_23_35.47_108.47,China,860,Normal,230.0,RN,9.3,NA,3,14.0,NA,3,0.409042929,50.53763441,20.43478261,92.0,69,69,SVR,48.760306166451
2014_04_28_35.47_108.47,China,861,Normal,170.0,RN,4.6,NA,3,11.6,NA,3,0.924948795,152.173913,41.17647059,68.0,51,51,SVR,-11.239693833549
2014_04_28_35.47_108.47,China,861,Normal,225.0,RN,4.6,NA,3,13.1,NA,3,1.046555927,184.7826087,37.77777778,90.0,66,66,SVR,43.760306166451
2014_04_28_35.47_108.47,China,861,Normal,170.0,RN,5.0,NA,3,12.3,NA,3,0.90016135,146.0,42.94117647,68.0,51,51,SVR,-11.239693833549
2014_04_28_35.47_108.47,China,861,Normal,225.0,RN,5.0,NA,3,13.9,NA,3,1.022450928,178.0,39.55555556,90.0,66,66,SVR,43.760306166451
2014_04_28_35.47_108.47,China,861,Normal,170.0,RN,5.5,NA,3,13.2,NA,3,0.875468737,140.0,45.29411765,68.0,51,51,SVR,-11.239693833549
2014_04_28_35.47_108.47,China,861,Normal,225.0,RN,5.5,NA,3,14.6,NA,3,0.976273436,165.4545455,40.44444444,90.0,66,66,SVR,43.760306166451
2021_05_11_45.72_126.6,China,867,Normal,175.0,RN,8.07295,NA,3,11.7204,NA,3,0.372811946,45.18112957,20.84257143,87.5,87.5,NA,SV,-6.23969383354896
2021_05_11_45.72_126.6,China,867,Normal,200.0,RN,8.07295,NA,3,12.304,NA,3,0.421405446,52.4102094,21.15525,100.0,100,NA,SV,18.760306166451
2001_04_19_36.59__101.61,USA,868,GFR,236.0,RN,2.8,NA,3,3.1,NA,3,0.101782694,10.71428571,1.271186441,236.0,NA,NA,S,54.760306166451
2001_04_19_36.59__101.61,USA,868,GFR,236.0,RN,3.21,NA,3,4.12,NA,3,0.249582226,28.34890966,3.855932203,236.0,NA,NA,S,54.760306166451
2001_04_19_36.59__101.61,USA,868,GFR,236.0,RN,3.21,NA,3,4.11,NA,3,0.247152091,28.03738318,3.813559322,236.0,NA,NA,S,54.760306166451
2002_04_20_36.59__101.61,USA,869,GFR,236.0,RN,6.24,NA,3,6.88,NA,3,0.09763847,10.25641026,2.711864407,236.0,NA,NA,S,54.760306166451
2002_04_20_36.59__101.61,USA,869,GFR,236.0,RN,6.24,NA,3,6.59,NA,3,0.054573166,5.608974359,1.483050847,236.0,NA,NA,S,54.760306166451
2003_04_15_36.59__101.61,USA,870,PFR,236.0,RN,5.82,NA,3,7.79,NA,3,0.291540598,33.84879725,8.347457627,236.0,NA,NA,S,54.760306166451
2003_04_15_36.59__101.61,USA,870,PFR,236.0,RN,5.76,NA,3,8.56,NA,3,0.396162715,48.61111111,11.86440678,236.0,NA,NA,S,54.760306166451
2003_04_15_36.59__101.61,USA,870,PFR,236.0,RN,5.76,NA,3,7.37,NA,3,0.246480231,27.95138889,6.822033898,236.0,NA,NA,S,54.760306166451
2003_04_15_36.59__101.61,USA,870,PFR,236.0,RN,5.76,NA,3,6.0,NA,3,0.040821995,4.166666667,1.016949153,236.0,NA,NA,S,54.760306166451
2004_04_22_36.59__101.61,USA,871,PFR,236.0,RN,8.67,NA,3,13.48,NA,3,0.441338315,55.47866205,20.38135593,236.0,NA,NA,S,54.760306166451
2004_04_22_36.59__101.61,USA,871,PFR,236.0,RN,7.67,NA,3,12.99,NA,3,0.526863215,69.36114733,22.54237288,236.0,NA,NA,S,54.760306166451
2004_04_22_36.59__101.61,USA,871,PFR,236.0,RN,7.67,NA,3,12.04,NA,3,0.450917825,56.97522816,18.51694915,236.0,NA,NA,S,54.760306166451
2004_04_22_36.59__101.61,USA,871,PFR,236.0,RN,7.67,NA,3,12.55,NA,3,0.49240405,63.62451108,20.6779661,236.0,NA,NA,S,54.760306166451
2014_05_26_35.47_104.73,China,872,Normal,200.0,RN,5.282,NA,3,9.312,NA,3,0.566999077,76.29685725,20.15,66.66666667,133.3333333,NA,SV,18.760306166451
2015_05_26_35.47_104.73,China,873,Normal,200.0,RN,5.195,NA,3,8.268,NA,3,0.464696017,59.15303176,15.365,66.66666667,133.3333333,NA,SV,18.760306166451
2016_05_28_35.47_104.73,China,874,Normal,200.0,RN,2.56,NA,3,5.145,NA,3,0.698018111,100.9765625,12.925,66.66666667,133.3333333,NA,SV,18.760306166451
2018_04_26_35.47_104.73,China,877,Normal,200.0,RN,2.649,NA,3,7.835,NA,3,1.084418666,195.7719894,25.93,66.66666667,133.3333333,NA,SV,18.760306166451
2018_04_26_35.47_104.73,China,877,Normal,200.0,RN,2.65,NA,3,6.795,NA,3,0.941627408,156.4150943,20.725,66.66666667,66.66666667,66.66666667,SVR,18.760306166451
2019_04_26_35.47_104.73,China,878,Normal,200.0,RN,4.156,NA,3,11.859,NA,3,1.048534,185.346487,38.515,66.66666667,133.3333333,NA,SV,18.760306166451
2019_04_26_35.47_104.73,China,878,Normal,200.0,RN,4.156,NA,3,10.935,NA,3,0.967415581,163.1135707,33.895,66.66666667,66.66666667,66.66666667,SVR,18.760306166451
2020_04_26_35.47_104.73,China,878,Normal,200.0,RN,4.032,NA,3,10.543,NA,3,0.961199602,161.4831349,32.555,66.66666667,133.3333333,NA,SV,18.760306166451
2020_04_26_35.47_104.73,China,878,Normal,200.0,RN,4.032,NA,3,11.309,NA,3,1.031336338,180.4811508,36.385,66.66666667,66.66666667,66.66666667,SVR,18.760306166451
2019_05_10_29.35_105.9,China,879,GFR,120.0,RN,5.94,NA,3,7.24,NA,3,0.197912073,21.88552189,10.83333333,60.0,NA,60,SR,-61.239693833549
2019_05_10_29.35_105.9,China,879,GFR,120.0,RN,5.2,NA,3,6.1,NA,3,0.159630146,17.30769231,7.5,60.0,NA,60,SR,-61.239693833549
2020_05_10_29.35_105.9,China,880,GFR,120.0,RN,5.48,NA,3,6.55,NA,3,0.178359949,19.52554745,8.916666667,60.0,NA,60,SR,-61.239693833549
2020_05_10_29.35_105.9,China,880,GFR,120.0,RN,4.64,NA,3,5.71,NA,3,0.207504657,23.06034483,8.916666667,60.0,NA,60,SR,-61.239693833549
2019_06_15_34.66_117.25,China,881,PFR,210.0,RN,5.8,0.346410162,3,7.6,0.692820323,3,0.27029033,31.03448276,8.571428571,105.0,105,NA,SV,28.760306166451
2020_04_17_36.69__76.77,USA,882,GFR,180.0,RN,4.224,NA,4,13.19,NA,4,1.13867642,212.2632576,49.81111111,45.0,135,NA,SV,-1.23969383354896
2020_04_17_36.69__76.77,USA,882,GFR,180.0,RN,3.969,NA,4,13.271,NA,4,1.20706703,234.3663391,51.67777778,45.0,135,NA,SV,-1.23969383354896
2020_04_17_36.69__76.77,USA,882,GFR,180.0,RN,4.534,NA,4,13.647,NA,4,1.101915165,200.9925011,50.62777778,45.0,135,NA,SV,-1.23969383354896
2021_04_20_36.69__76.77,USA,883,GFR,180.0,RN,2.731,NA,4,12.269,NA,4,1.502407913,349.2493592,52.98888889,45.0,135,NA,SV,-1.23969383354896
2021_04_20_36.69__76.77,USA,883,GFR,180.0,RN,2.195,NA,4,11.016,NA,4,1.613166715,401.8678815,49.00555556,45.0,135,NA,SV,-1.23969383354896
2015_05_03_42.95_119.07,China,884,PFR,140.0,RN,11.738,NA,3,14.252,NA,3,0.194065806,21.41761799,17.95714286,28.0,63,49,SVR,-41.239693833549
2015_05_03_42.95_119.07,China,884,PFR,190.0,RN,11.738,NA,3,15.26,NA,3,0.262403584,30.0051116,18.53684211,38.0,85.5,66.5,SVR,8.76030616645104
2016_05_02_42.95_119.07,China,884,PFR,140.0,RN,9.203,NA,3,13.421,NA,3,0.377291127,45.83288058,30.12857143,28.0,63,49,SVR,-41.239693833549
2016_05_02_42.95_119.07,China,884,PFR,190.0,RN,9.203,NA,3,14.784,NA,3,0.474015997,60.6432685,29.37368421,38.0,85.5,66.5,SVR,8.76030616645104
2015_05_01_45.85_126.84,China,887,Normal,150.0,RN,6.34,NA,3,10.15,NA,3,0.470594937,60.09463722,25.4,50.0,100,NA,SV,-31.239693833549
2015_05_01_45.85_126.84,China,887,Normal,150.0,RN,5.6,NA,3,9.16,NA,3,0.492079581,63.57142857,23.73333333,50.0,100,NA,SV,-31.239693833549
2016_05_01_45.85_126.84,China,888,Normal,150.0,RN,5.27,NA,3,9.79,NA,3,0.619331094,85.76850095,30.13333333,50.0,100,NA,SV,-31.239693833549
2016_05_01_45.85_126.84,China,888,Normal,150.0,RN,4.57,NA,3,7.48,NA,3,0.492719587,63.6761488,19.4,50.0,100,NA,SV,-31.239693833549
2015_05_03_42.82_124.27,China,891,Normal,187.0,RN,6.43577,0.828942196,3,10.8942,0.831384388,3,0.526359046,69.27578207,23.84187166,62.33333333,124.6666667,NA,SV,5.76030616645104
2015_05_03_42.82_124.27,China,891,Normal,187.0,RN,8.45088,0.479916638,3,11.398,1.134320074,3,0.299167323,34.87352796,15.76,62.33333333,124.6666667,NA,SV,5.76030616645104
2016_05_03_42.82_124.27,China,892,Normal,187.0,RN,7.31738,0.916202916,3,12.8589,0.523598959,3,0.563783838,75.73093102,29.63379679,62.33333333,124.6666667,NA,SV,5.76030616645104
2016_05_03_42.82_124.27,China,892,Normal,187.0,RN,9.71033,0.305395198,3,12.4811,0.523598959,3,0.251025233,28.53425167,14.81695187,62.33333333,124.6666667,NA,SV,5.76030616645104
2018_06_11_34.3_108.4,China,893,PFR,180.0,RN,7.207,NA,3,10.562,NA,3,0.382209878,46.55196337,18.63888889,180.0,NA,NA,S,-1.23969383354896
2018_06_11_34.3_108.4,China,893,PFR,180.0,RN,6.559,NA,3,10.154,NA,3,0.437029564,54.81018448,19.97222222,180.0,NA,NA,S,-1.23969383354896
2019_06_14_34.3_108.4,China,894,PFR,180.0,RN,7.133,NA,3,10.926,NA,3,0.426413367,53.17538203,21.07222222,180.0,NA,NA,S,-1.23969383354896
2019_06_14_34.3_108.4,China,894,PFR,180.0,RN,6.998,NA,3,10.904,NA,3,0.4435053,55.81594741,21.7,180.0,NA,NA,S,-1.23969383354896
