"lnRR","Env_Type"
"0.146701053","Normal"
"0.068563891","Normal"
"0.164687821","Normal"
"0.034563028","Normal"
"0.153189863","Normal"
"0.264826492","Normal"
"0.203496104","Normal"
"0.204824566","Normal"
"0.216843365","Normal"
"0.233086126","Normal"
"0.288554645","Normal"
"0.236064255","Normal"
"0.151671663","Normal"
"1.640220815","Normal"
"1.579781703","Normal"
"0.029924435","GFR"
"0.411585739","GFR"
"0.543380815","GFR"
"0.354189956","GFR"
"0.447776306","GFR"
"0.444683916","GFR"
"0.616986922","GFR"
"0.725938422","GFR"
"0.776263641","GFR"
"0.763912474","GFR"
"0.40088907","GFR"
"0.553724872","GFR"
"0.644016487","GFR"
"0.7657869","GFR"
"0.746496379","GFR"
"0.451550413","GFR"
"0.723153747","GFR"
"0.780406853","GFR"
"0.886552473","GFR"
"0.949073586","GFR"
"0.233673917","PFR"
"0.475298301","PFR"
"0.566105386","PFR"
"0.565527348","PFR"
"0.473361339","PFR"
"0.484393357","GFR"
"0.502089198","GFR"
"0.510823993","GFR"
"0.569910985","GFR"
"0.586173588","GFR"
"0.292986593","Normal"
"0.453920338","Normal"
"0.500131416","Normal"
"0.550455653","Normal"
"0.519296554","Normal"
"0.311459316","Normal"
"0.407836934","Normal"
"0.395914826","Normal"
"0.139424357","Normal"
"0.160388638","Normal"
"0.136392038","Normal"
"0.197844716","Normal"
"0.2580123","Normal"
"0.264133372","Normal"
"0.380580216","Normal"
"0.440224482","Normal"
"0.401863159","Normal"
"0.339729019","Normal"
"0.394556728","Normal"
"0.379629637","Normal"
"0.280267176","Normal"
"0.333160905","Normal"
"0.286286198","Normal"
"0.251568755","Normal"
"0.299341522","Normal"
"0.256007166","Normal"
"0.184173704","Normal"
"0.16721024","Normal"
"0.123496977","Normal"
"0.124352029","Normal"
"0.174522035","Normal"
"0.165585675","Normal"
"0.310949623","Normal"
"0.416893974","Normal"
"0.472156282","Normal"
"0.250910321","Normal"
"0.354001613","Normal"
"0.39161587","Normal"
"0.244885818","Normal"
"0.261778826","Normal"
"0.290669827","Normal"
"0.71709776","Normal"
"0.807937914","Normal"
"0.799593252","Normal"
"0.40600605","Normal"
"0.465913086","Normal"
"0.510951098","Normal"
"0.156198098","Normal"
"0.247505069","Normal"
"0.282938908","Normal"
"0.291281356","Normal"
"0.516567474","Normal"
"0.583242296","Normal"
"0.374743008","Normal"
"0.470190043","Normal"
"0.530403675","Normal"
"0.327954362","Normal"
"0.393997646","Normal"
"0.447824907","Normal"
"0.236388778","PFR"
"0.360002734","PFR"
"0.29951653","PFR"
"0.441832752","PFR"
"0.364643114","GFR"
"0.494696242","GFR"
"0.436427334","GFR"
"0.573002869","GFR"
"0.192504051","PFR"
"0.377561435","PFR"
"0.601875197","PFR"
"0.749096152","PFR"
"0.820687707","PFR"
"0.844388852","PFR"
"0.822654628","PFR"
"0.104180479","PFR"
"0.271178187","PFR"
"0.517795988","PFR"
"0.69497552","PFR"
"0.792368516","PFR"
"0.809528484","PFR"
"0.809347472","PFR"
"0.1123858","Normal"
"0.25668269","Normal"
"0.49806236","Normal"
"0.59667445","Normal"
"0.757033165","Normal"
"0.760537087","Normal"
"0.698646016","Normal"
"0.128447598","Normal"
"0.406383683","Normal"
"0.505929846","Normal"
"0.695311045","Normal"
"0.84165546","Normal"
"0.804828755","Normal"
"0.762192565","Normal"
"0.110852813","PFR"
"0.138655653","PFR"
"0.06927953","PFR"
"0.110852813","PFR"
"0.158267456","PFR"
"0.077841574","PFR"
"0.101391066","PFR"
"0.044969358","PFR"
"0.111317357","PFR"
"0.173542316","PFR"
"0.104489309","GFR"
"0.109697975","GFR"
"0.056348629","GFR"
"0.107962353","GFR"
"0.184730897","GFR"
"0.129086687","GFR"
"0.151978916","GFR"
"0.085408505","GFR"
"0.136188132","GFR"
"0.179445416","GFR"
"0.082805904","GFR"
"0.30196803","GFR"
"0.291272741","GFR"
"0.029675768","GFR"
"0.029675768","GFR"
"0.278713402","PFR"
"0.30538165","PFR"
"0.289466194","PFR"
"0.123323216","PFR"
"0.171850257","PFR"
"0.066489741","PFR"
"0.441183191","GFR"
"0.597837001","GFR"
"0.597837001","GFR"
"0.345158502","GFR"
"0.36124464","GFR"
"0.418107502","GFR"
"0.128081788","GFR"
"0.241605614","GFR"
"0.256133715","GFR"
"0.137783702","GFR"
"0.157392174","GFR"
"0.190808171","GFR"
"0.563935449","GFR"
"1.416147324","GFR"
"0.424582198","GFR"
"0.944983121","GFR"
"1.011458634","GFR"
"1.017134018","GFR"
"1.114360646","GFR"
"1.223266007","GFR"
"1.36772474","GFR"
"1.491005315","GFR"
"0.385841837","GFR"
"0.702631213","GFR"
"0.969980256","GFR"
"0.857654043","GFR"
"0.4214017","Normal"
"0.774116243","Normal"
"1.068028865","Normal"
"0.866897977","Normal"
"0.554715777","Normal"
"0.40846704","Normal"
"0.467943527","Normal"
"0.368770431","Normal"
"0.71650295","PFR"
"0.535781394","PFR"
"0.525739132","PFR"
"0.451165228","PFR"
"1.512063748","GFR"
"0.223143552","Normal"
"0.223143552","Normal"
"0.318453732","Normal"
"0.263965546","Normal"
"0.271933715","Normal"
"0.387765531","Normal"
"0.53680111","Normal"
"0.589247586","Normal"
"0.481451015","Normal"
"0.56710646","Normal"
"0.204483128","Normal"
"0.296050322","Normal"
"0.320742935","Normal"
"0.169636397","Normal"
"0.283471539","Normal"
"0.552068582","Normal"
"0.736072226","Normal"
"0.760969777","Normal"
"0.629777567","Normal"
"0.736072226","Normal"
"0.294239473","Normal"
"0.456758403","Normal"
"0.505548567","Normal"
"0.360614542","Normal"
"0.448390153","Normal"
"0.116533816","Normal"
"0.273537566","Normal"
"0.290487124","Normal"
"0.193494857","Normal"
"0.238751449","Normal"
"0.096014653","Normal"
"0.103032226","Normal"
"0.123794217","Normal"
"0.123794217","Normal"
"0.116921338","Normal"
"0.113023388","Normal"
"0.193653122","Normal"
"0.221432686","Normal"
"0.113023388","Normal"
"0.200670695","Normal"
"0.448390153","Normal"
"0.596520345","Normal"
"0.589247586","Normal"
"0.63211129","Normal"
"0.659699246","Normal"
"0.204794413","Normal"
"0.258861634","Normal"
"0.284837121","Normal"
"0.250051004","Normal"
"0.250051004","Normal"
"0.342944751","GFR"
"0.435318071","GFR"
"0.483174092","GFR"
"0.405465108","GFR"
"0.464305608","GFR"
"0.414943852","GFR"
"0.563689113","GFR"
"0.603535022","GFR"
"0.513678693","GFR"
"0.587786665","GFR"
"0.122961711","GFR"
"0.122961711","GFR"
"0.13119221","GFR"
"0.09785579","GFR"
"0.122961711","GFR"
"0.155564108","Normal"
"0.188900528","Normal"
"0.197063839","Normal"
"0.665996191","Normal"
"0.794929875","Normal"
"0.864997438","Normal"
"0.778669354","Normal"
"0.826678573","Normal"
"0.169292057","Normal"
"0.225083416","Normal"
"0.263110812","Normal"
"0.201552919","Normal"
"0.232805462","Normal"
"0.391671786","Normal"
"0.561570823","Normal"
"0.614815338","Normal"
"0.561570823","Normal"
"0.584737882","Normal"
"0.065957968","PFR"
"0.097374164","PFR"
"0.097374164","PFR"
"0.087011377","PFR"
"0.076540077","PFR"
"0.640503447","PFR"
"0.869037847","PFR"
"0.825074724","PFR"
"0.79078565","PFR"
"0.836248024","PFR"
"0.097638469","PFR"
"0.143100843","PFR"
"0.16507975","PFR"
"0.05001042","PFR"
"0.120627988","PFR"
"0.11905936","PFR"
"0.129211732","PFR"
"0.129211732","PFR"
"0.066691375","PFR"
"0.077386664","PFR"
"0.032789823","GFR"
"0.056695343","GFR"
"0.056695343","GFR"
"0.032789823","GFR"
"0.214775302","GFR"
"0.247836164","GFR"
"0.287682072","GFR"
"0.263965546","GFR"
"0.263965546","GFR"
"0.400622484","GFR"
"0.510825623","GFR"
"0.53657812","GFR"
"0.43872233","GFR"
"0.528067431","GFR"
"0.180670029","GFR"
"0.260076806","GFR"
"0.267681406","GFR"
"0.236909747","GFR"
"0.267681406","GFR"
"0.065063593","GFR"
"0.07290677","GFR"
"0.080688911","GFR"
"0.159064695","GFR"
"0.173663494","GFR"
"0.27029033","GFR"
"0.230016431","GFR"
"0.230016431","GFR"
"0.122217632","GFR"
"0.139761942","GFR"
"0.173953307","GFR"
"0.131028262","GFR"
"0.157003749","GFR"
"0.074107972","GFR"
"0.09531018","GFR"
"0.102278849","GFR"
"0.074107972","GFR"
"0.088292607","GFR"
"0.370018359","GFR"
"0.548897571","GFR"
"0.548897571","GFR"
"0.468136215","GFR"
"0.495787746","GFR"
"0.07713544","PFR"
"0.090150584","PFR"
"0.074114056","PFR"
"0.066563455","PFR"
"0.160778782","PFR"
"0.088952884","PFR"
"0.356194967","PFR"
"0.203725818","PFR"
"0.118341348","PFR"
"0.081973278","PFR"
"0.187788189","PFR"
"0.119348678","PFR"
"0.127836849","PFR"
"0.079414667","PFR"
"0.146008111","PFR"
"0.142225684","PFR"
"0.189196502","PFR"
"0.197716314","PFR"
"0.252463238","PFR"
"0.28060589","PFR"
"0.323314259","PFR"
"0.287914147","PFR"
"0.349292431","PFR"
"0.175063882","PFR"
"0.146214025","PFR"
"0.145897291","PFR"
"0.08656675","PFR"
"0.112451603","PFR"
"0.158880674","PFR"
"0.098726129","PFR"
"0.080108427","PFR"
"0.123068695","PFR"
"0.116522478","Normal"
"0.202524264","Normal"
"0.211740919","Normal"
"0.238891908","Normal"
"0.120095175","Normal"
"0.210564769","Normal"
"0.263965546","Normal"
"0.331624194","Normal"
"1.195239124","PFR"
"1.479626301","PFR"
"0.162954754","GFR"
"0.287931138","GFR"
"0.343069292","GFR"
"0.387071377","GFR"
"0.337752487","GFR"
"0.363593826","PFR"
"0.475626226","PFR"
"0.523499495","PFR"
"0.561795053","PFR"
"0.505153459","PFR"
"0.59046271","PFR"
"0.740610004","PFR"
"0.793306307","PFR"
"0.826246156","PFR"
"0.780197505","PFR"
"0.472604411","Normal"
"0.792238083","Normal"
"0.743919506","Normal"
"0.693147181","Normal"
"0.782759339","Normal"
"0.820146871","Normal"
"0.801627824","Normal"
"0.128381167","Normal"
"0.46313075","Normal"
"0.314710745","Normal"
"0.372979653","Normal"
"0.391671786","Normal"
"0.445739007","Normal"
"0.436928377","Normal"
"0.210146379","Normal"
"0.464604851","Normal"
"0.476526169","Normal"
"0.544609739","Normal"
"0.499691176","Normal"
"0.177935862","Normal"
"0.266296404","Normal"
"0.40888758","Normal"
"0.424297902","Normal"
"0.487569177","Normal"
"0.225995119","PFR"
"0.276367087","PFR"
"0.414454537","PFR"
"0.565462065","PFR"
"0.716723607","PFR"
"0.387451983","PFR"
"0.540848159","PFR"
"0.549692443","PFR"
"0.734084682","PFR"
"0.806505679","PFR"
"0.368276788","Normal"
"0.553249803","Normal"
"0.739539614","Normal"
"0.764479283","Normal"
"0.99622024","Normal"
"0.368056692","Normal"
"0.629705697","Normal"
"0.696348017","Normal"
"0.543992521","Normal"
"0.701833147","Normal"
"0.735813003","Normal"
"0.554918126","PFR"
"0.684465879","PFR"
"0.674206492","PFR"
"0.217823254","PFR"
"0.422623156","PFR"
"0.531803758","PFR"
"0.507966033","Normal"
"0.581525884","Normal"
"0.669454847","Normal"
"0.470304426","PFR"
"0.439767703","PFR"
"0.40104299","PFR"
"0.306457769","PFR"
"0.459148883","GFR"
"0.479325292","GFR"
"0.398154371","GFR"
"0.433847933","GFR"
"0.208495453","Normal"
"0.213539253","Normal"
"0.312982185","Normal"
"0.28935112","Normal"
"0.13045083","Normal"
"0.260638702","Normal"
"0.236539358","Normal"
"0.172658103","Normal"
"0.154771813","PFR"
"0.161721243","PFR"
"0.233902903","PFR"
"0.20143077","PFR"
"0.129266994","PFR"
"0.273601644","PFR"
"0.223021963","PFR"
"0.172479292","PFR"
"0.047160951","Normal"
"0.076537101","Normal"
"0.099945587","Normal"
"0.150164218","Normal"
"0.215522374","Normal"
"0.205267246","Normal"
"0.54340019","PFR"
"0.793449051","PFR"
"1.099307071","PFR"
"1.114881778","PFR"
"1.049029484","PFR"
"0.489281894","GFR"
"0.793391441","GFR"
"1.01395189","GFR"
"1.114741671","GFR"
"1.026935572","GFR"
"0.061243625","Normal"
"0.080852097","Normal"
"0.061243625","Normal"
"0.109562203","Normal"
"0.064538521","Normal"
"0.218689201","Normal"
"0.236388778","Normal"
"0.173019164","Normal"
"0.356674944","PFR"
"0.356674944","PFR"
"0.346624608","PFR"
"0.405465108","PFR"
"0.108480643","PFR"
"0.108480643","PFR"
"0.060624622","PFR"
"0.050772325","PFR"
"0.883190783","PFR"
"0.760588461","PFR"
"0.873528873","PFR"
"0.833919734","PFR"
"0.680877088","Normal"
"0.775064303","Normal"
"0.74077523","Normal"
"0.563094052","Normal"
"0.579202921","Normal"
"0.561811178","Normal"
"0.47957308","Normal"
"0.489051824","Normal"
"0.405465108","Normal"
"0.441832752","Normal"
"0.301475395","Normal"
"0.46536325","Normal"
"0.241162057","GFR"
"0.390197636","GFR"
"0.38247559","GFR"
"0.350976923","GFR"
"0.807557532","Normal"
"0.954928525","Normal"
"0.986494991","Normal"
"0.906486732","GFR"
"0.884069853","GFR"
"0.904020639","GFR"
"0.900407686","Normal"
"0.877990807","Normal"
"0.897941593","Normal"
"0.888713964","GFR"
"0.911479175","GFR"
"0.838112951","GFR"
"0.693147181","Normal"
"0.747751315","Normal"
"0.813195223","Normal"
"0.912200747","Normal"
"0.867500568","Normal"
"0.901211625","Normal"
"0.427937964","Normal"
"0.50855031","Normal"
"0.626586414","Normal"
"0.539943022","Normal"
"0.553101107","Normal"
"0.526609491","Normal"
"0.755845775","Normal"
"0.75952225","Normal"
"0.754002456","Normal"
"0.802177425","Normal"
"0.733969175","Normal"
"0.793347346","Normal"
"0.743874704","Normal"
"0.851812541","Normal"
"0.836248024","Normal"
"0.860499372","Normal"
"0.889580582","Normal"
"0.889580582","Normal"
"1.197703191","Normal"
"1.216395324","Normal"
"1.207092932","Normal"
"0.674026139","GFR"
"0.762644975","GFR"
"0.814291564","GFR"
"0.759329087","Normal"
"0.793230639","Normal"
"0.759329087","Normal"
"0.114750256","PFR"
"0.370623333","PFR"
"0.18859117","PFR"
"0.289253165","PFR"
"0.103184236","Normal"
"0.151040257","Normal"
"0.248896047","Normal"
"0.257334916","Normal"
"0.248896047","Normal"
"0.196710294","Normal"
"0.130620182","Normal"
"0.290584832","Normal"
"0.281851152","Normal"
"0.357837059","Normal"
"0.281851152","Normal"
"0.299242895","Normal"
"0.125769387","Normal"
"0.337943907","Normal"
"0.337943907","Normal"
"0.323128821","Normal"
"0.292823472","Normal"
"0.345269947","Normal"
"0.3305638","Normal"
"0.228841572","Normal"
"0.386233746","Normal"
"0.538996501","Normal"
"0.587786665","Normal"
"0.641853886","Normal"
"0.346624608","Normal"
"0.626702081","Normal"
"0.253602759","Normal"
"0.300486345","Normal"
"0.352542707","Normal"
"0.3305638","Normal"
"0.359762955","Normal"
"0.352542707","Normal"
"0.308090944","Normal"
"0.184003643","Normal"
"0.310154928","Normal"
"0.332133835","Normal"
"0.339354083","Normal"
"0.360707207","Normal"
"0.30271995","Normal"
"0.360707207","Normal"
"0.18610228","Normal"
"0.310154928","Normal"
"0.435318071","Normal"
"0.442644111","Normal"
"0.427937964","Normal"
"0.301786679","Normal"
"0.390197636","Normal"
"0.442644111","Normal"
"0.471423076","Normal"
"0.259957524","Normal"
"0.405465108","Normal"
"0.513945751","Normal"
"0.628608659","Normal"
"0.738956717","Normal"
"0.46608973","Normal"
"0.568504735","Normal"
"0.669430654","Normal"
"0.77559085","Normal"
"0.270645885","PFR"
"0.359374001","PFR"
"0.63040884","PFR"
"0.658779537","PFR"
"0.699881213","PFR"
"0.491725452","PFR"
"0.601209685","PFR"
"0.651761964","PFR"
"0.658779537","PFR"
"0.275705881","PFR"
"0.421213465","PFR"
"0.47198579","PFR"
"0.644357016","PFR"
"0.708895538","PFR"
"0.566395475","PFR"
"0.716677678","PFR"
"0.724399724","PFR"
"0.739667196","PFR"
"0.151806013","Normal"
"0.616513955","Normal"
"0.709407701","Normal"
"0.523855124","Normal"
"0.56195497","Normal"
"0.634058264","Normal"
"0.7411564","Normal"
"0.709407701","Normal"
"0.7411564","Normal"
"0.424157241","Normal"
"0.411734721","Normal"
"0.674098986","Normal"
"0.540567593","Normal"
"0.841892442","Normal"
"0.644828603","Normal"
"0.693147181","Normal"
"0.849989652","Normal"
"0.757095905","Normal"
"0.94875277","Normal"
"0.913868837","Normal"
"0.702036128","Normal"
"0.528525201","Normal"
"0.634878273","PFR"
"1.046987923","PFR"
"0.971350509","PFR"
"0.405465108","PFR"
"0.766172315","PFR"
"0.744819191","PFR"
"0.63953773","GFR"
"0.78495473","GFR"
"0.900786545","GFR"
"0.99633344","GFR"
"1.084626047","GFR"
"1.203972804","GFR"
"0.494696242","GFR"
"0.565313809","GFR"
"0.518793794","GFR"
"0.578077851","GFR"
"0.602175402","GFR"
"0.553385238","GFR"
"0.331357136","GFR"
"0.393488917","GFR"
"0.428995605","GFR"
"0.344096162","GFR"
"0.417299566","GFR"
"0.440556428","GFR"
"0.497402603","Normal"
"0.768048489","Normal"
"0.875468737","Normal"
"0.579818495","Normal"
"0.704981638","Normal"
"0.887303195","Normal"
"0.088809615","Normal"
"0.129473494","Normal"
"0.177630947","Normal"
"0.08979727","Normal"
"0.138916435","Normal"
"0.183940117","Normal"
"0.244934629","Normal"
"0.12185441","Normal"
"0.220981388","Normal"
"0.249993662","Normal"
"0.307992765","Normal"
"0.238999894","Normal"
"0.138859056","PFR"
"0.199671195","PFR"
"0.258883055","PFR"
"0.189620859","PFR"
"0.2135741","PFR"
"0.244644561","PFR"
"0.314784002","PFR"
"0.252263645","PFR"
"0.263584521","PFR"
"0.297704935","PFR"
"0.366879114","PFR"
"0.298611143","PFR"
"0.058655781","Normal"
"0.175013","Normal"
"0.19447067","Normal"
"0.065151352","Normal"
"0.302941572","Normal"
"0.465374127","Normal"
"0.578020809","Normal"
"0.661911341","Normal"
"0.654403435","Normal"
"0.479821675","Normal"
"0.667167653","Normal"
"0.746955737","Normal"
"0.726966829","Normal"
"0.667797872","Normal"
"0.297070718","GFR"
"0.268098545","GFR"
"0.400688465","GFR"
"0.378304802","GFR"
"0.129509959","GFR"
"0.442827777","Normal"
"0.184706116","Normal"
"0.49578583","Normal"
"0.313130327","Normal"
"0.685305129","GFR"
"0.962102402","GFR"
"1.082866202","GFR"
"1.082866202","GFR"
"0.494871921","Normal"
"0.68592694","Normal"
"0.742280799","Normal"
"0.693147181","Normal"
"0.7191245","Normal"
"1.016375552","Normal"
"1.044546391","Normal"
"1.116005264","Normal"
"0.681630199","Normal"
"0.825241811","Normal"
"0.848387622","Normal"
"0.905548632","Normal"
"0.453475817","GFR"
"0.729369009","GFR"
"0.756661686","GFR"
"0.794401974","GFR"
"0.622050826","Normal"
"0.874926499","Normal"
"0.985721791","Normal"
"1.005044629","Normal"
"0.983836339","Normal"
"1.186960787","Normal"
"1.118493062","Normal"
"1.254479462","Normal"
"0.892349617","GFR"
"1.150977764","GFR"
"1.245051735","GFR"
"1.269516049","GFR"
"0.568443833","Normal"
"0.766270293","Normal"
"0.849262426","Normal"
"0.878338423","Normal"
"0.386121619","Normal"
"0.666940212","Normal"
"0.743577172","Normal"
"0.857103705","Normal"
"1.028769324","Normal"
"1.401068614","Normal"
"1.477264585","Normal"
"1.485384107","Normal"
"0.614677024","Normal"
"1.076352439","Normal"
"1.177205889","Normal"
"1.222664937","Normal"
"0.619039339","GFR"
"0.800289351","GFR"
"0.829275795","GFR"
"0.829275795","GFR"
"0.952009316","GFR"
"1.116635901","GFR"
"1.107666848","GFR"
"1.143061979","GFR"
"0.614945852","GFR"
"0.82943953","GFR"
"0.802041138","GFR"
"0.896628938","GFR"
"0.644830019","Normal"
"1.09230855","Normal"
"1.150693572","Normal"
"1.203033419","Normal"
"0.099568014","Normal"
"0.066347229","Normal"
"0.066347229","Normal"
"0.062959758","Normal"
"0.282084329","Normal"
"0.328144204","Normal"
"0.337744746","Normal"
"0.311938708","Normal"
"0.285639464","Normal"
"0.382060806","Normal"
"0.401375321","Normal"
"0.409539012","Normal"
"0.302997023","GFR"
"0.306034956","GFR"
"0.327020474","GFR"
"0.347582951","GFR"
"0.45161495","Normal"
"0.547398112","Normal"
"0.568257264","Normal"
"0.58868376","Normal"
"0.282437173","Normal"
"0.358344078","Normal"
"0.392831955","Normal"
"0.415177691","Normal"
"0.307483556","GFR"
"0.353473489","GFR"
"0.405465871","GFR"
"0.452351553","GFR"
"0.361447538","Normal"
"0.453724119","Normal"
"0.563030419","Normal"
"0.532600615","Normal"
"0.45100755","Normal"
"0.748065403","Normal"
"0.816887","Normal"
"0.876813262","Normal"
"0.589037424","Normal"
"0.726483574","Normal"
"0.782277478","Normal"
"0.810303621","Normal"
"0.459531242","Normal"
"0.717839367","Normal"
"0.728624197","Normal"
"0.762879671","Normal"
"0.378865513","GFR"
"0.471480955","GFR"
"0.493353992","GFR"
"0.514752094","GFR"
"0.349814354","GFR"
"0.476922471","GFR"
"0.521027846","GFR"
"0.419613213","GFR"
"0.314768323","GFR"
"0.403536193","GFR"
"0.485062757","GFR"
"0.50270039","GFR"
"0.293267813","Normal"
"0.456460388","Normal"
"0.456460388","Normal"
"0.514410224","Normal"
"0.430782916","GFR"
"0.422414666","GFR"
"0.306730267","GFR"
"0.287682072","GFR"
"0.306730267","GFR"
"0.287682072","GFR"
"0.25841169","GFR"
"1.665007764","GFR"
"1.658228077","GFR"
"1.609437912","GFR"
"1.527607894","GFR"
"1.511982576","GFR"
"0.139355581","PFR"
"0.110488614","PFR"
"0.16344963","PFR"
"0.097977221","PFR"
"0.075511198","PFR"
"0.170820728","PFR"
"0.112041848","PFR"
"0.102783905","PFR"
"0.187464897","PFR"
"0.15028339","PFR"
"0.126752718","PFR"
"0.17780399","PFR"
"0.039058231","PFR"
"0.069217731","PFR"
"0.039265923","PFR"
"0.175849241","PFR"
"0.202762724","PFR"
"0.166509227","PFR"
"0.241485156","PFR"
"0.390605994","PFR"
"0.557506528","PFR"
"0.579228351","PFR"
"0.310433829","PFR"
"0.404069434","PFR"
"0.360294605","PFR"
"0.494825282","Normal"
"0.671755991","Normal"
"0.677146839","Normal"
"1.057112558","Normal"
"1.307513483","PFR"
"0.241162057","GFR"
"0.405465108","GFR"
"0.546543706","GFR"
"0.186585956","GFR"
"0.228258652","GFR"
"0.05001042","GFR"
"0.394654192","GFR"
"0.626455806","GFR"
"0.709147522","GFR"
"0.200670695","GFR"
"0.328504067","GFR"
"0.200670695","GFR"
"1.215022641","GFR"
"1.319283651","GFR"
"1.413693335","GFR"
"1.236762627","GFR"
"1.203972804","GFR"
"0.432864082","GFR"
"0.476924072","GFR"
"0.476924072","GFR"
"0.432864082","GFR"
"0.377294231","GFR"
"1.163150809","GFR"
"1.172039757","GFR"
"1.232143681","GFR"
"1.288839025","GFR"
"1.223775432","GFR"
"0.44285264","GFR"
"0.487703206","GFR"
"0.395895657","GFR"
"0.326215737","GFR"
"0.386233746","GFR"
"0.418043891","GFR"
"0.535826926","GFR"
"0.466834054","GFR"
"0.450833713","GFR"
"0.466834054","GFR"
"0.495077267","GFR"
"0.513945751","GFR"
"0.541597282","GFR"
"0.577315365","GFR"
"0.568504735","GFR"
"0.405465108","GFR"
"0.466619532","GFR"
"0.432133355","GFR"
"0.449525097","GFR"
"0.440867035","GFR"
"0.287682073","GFR"
"0.259511196","GFR"
"0.417735201","GFR"
"0.393042588","GFR"
"0.341749294","GFR"
"0.794929875","GFR"
"1.200394983","GFR"
"1.15643186","GFR"
"1.331234584","GFR"
"1.32175584","GFR"
"0.329753286","GFR"
"0.405465108","GFR"
"0.436236767","GFR"
"0.405465108","GFR"
"0.513945751","GFR"
"0.128847543","Normal"
"0.155484903","Normal"
"0.227140892","Normal"
"0.205031801","Normal"
"0.313780825","Normal"
"0.31026176","Normal"
"0.207888338","Normal"
"0.485814235","Normal"
"0.349477792","Normal"
"0.258999146","Normal"
"0.208478878","Normal"
"0.221125839","Normal"
"0.264613984","Normal"
"0.172324303","Normal"
"0.217723484","Normal"
"0.081579987","PFR"
"0.165848905","PFR"
"0.240155912","PFR"
"0.228370913","PFR"
"0.255152268","PFR"
"0.297708653","PFR"
"0.706298778","PFR"
"0.647720731","PFR"
"0.563706057","PFR"
"0.14457412","GFR"
"0.194659461","GFR"
"0.110564761","GFR"
"0.24919026","GFR"
"0.18888274","GFR"
"0.283768173","GFR"
"0.239363495","GFR"
"0.086277896","GFR"
"0.374655524","GFR"
"0.300643821","GFR"
"0.053757576","GFR"
"0.279430994","GFR"
"0.076168766","GFR"
"0.135611981","GFR"
"0.289277578","GFR"
"0.203116517","GFR"
"0.596118019","GFR"
"0.649906306","GFR"
"0.750938962","GFR"
"0.717712438","GFR"
"0.304305925","GFR"
"0.594599369","GFR"
"0.603970519","GFR"
"0.534057624","GFR"
"0.332602841","GFR"
"0.488185681","GFR"
"0.641816443","GFR"
"0.52392419","GFR"
"0.51762354","GFR"
"0.456809305","GFR"
"0.748231955","GFR"
"0.754116091","GFR"
"0.063573993","GFR"
"0.157987839","GFR"
"0.325085035","GFR"
"0.480572784","GFR"
"0.301877772","PFR"
"0.06323813","PFR"
"0.132148772","PFR"
"0.265426508","PFR"
"0.272597174","PFR"
"0.214336174","PFR"
"0.264054393","PFR"
"0.237786916","PFR"
"0.272231308","PFR"
"0.245444317","PFR"
"0.285471494","PFR"
"0.233812791","PFR"
"0.593713237","Normal"
"0.588256093","Normal"
"0.548691704","Normal"
"0.542750517","Normal"
"0.533519808","Normal"
"0.951722821","Normal"
"0.988993569","Normal"
"1.267846538","Normal"
"1.642913274","Normal"
"0.759944193","Normal"
"0.630515439","Normal"
"0.146842737","PFR"
"1.093077683","PFR"
"1.134233214","PFR"
"0.561899282","PFR"
"0.598561226","PFR"
"0.674058584","GFR"
"0.621299096","GFR"
"0.957448804","GFR"
"0.970491189","GFR"
"0.886744588","GFR"
"0.927618732","GFR"
"0.61645456","PFR"
"0.847297861","PFR"
"1.08358571","PFR"
"0.761761192","GFR"
"0.973701639","GFR"
"1.100504436","GFR"
"0.756326082","GFR"
"1.168570877","GFR"
"1.233953636","GFR"
"0.569487537","GFR"
"1.085799067","GFR"
"1.309645772","GFR"
"0.201326698","PFR"
"0.236010576","PFR"
"0.077554451","PFR"
"0.135539066","PFR"
"0.2135741","Normal"
"0.251314428","Normal"
"0.188052232","Normal"
"0.206920716","Normal"
"0.252590752","Normal"
"0.06701071","GFR"
"0.076227365","GFR"
"0.138469674","GFR"
"0.964816926","PFR"
"1.320228958","PFR"
"1.454132345","PFR"
"1.10733547","PFR"
"1.462549599","PFR"
"1.620556475","PFR"
"0.833291011","PFR"
"1.172507539","PFR"
"1.310481363","PFR"
"1.050459679","PFR"
"1.427114115","PFR"
"1.575534429","PFR"
"0.95551331","GFR"
"1.149908411","GFR"
"1.24824401","GFR"
"1.167948169","GFR"
"1.401564282","GFR"
"1.502368474","GFR"
"1.042061883","GFR"
"1.247079814","GFR"
"1.318126067","GFR"
"1.202515937","GFR"
"1.44168929","GFR"
"1.529952093","GFR"
"0.332812952","GFR"
"0.455336938","GFR"
"0.34897492","GFR"
"0.468413382","GFR"
"0.497173535","GFR"
"0.449671201","GFR"
"0.549634899","GFR"
"0.426629919","GFR"
"1.011114649","GFR"
"0.610796146","GFR"
"0.4630626","GFR"
"1.136108601","GFR"
"0.098917787","GFR"
"0.223754985","GFR"
"0.152839204","GFR"
"0.200328874","GFR"
"0.075985907","GFR"
"0.820183422","GFR"
"0.396125481","GFR"
"1.053798273","GFR"
"0.76705221","GFR"
"0.162234798","GFR"
"1.09100769","GFR"
"0.21918042","Normal"
"0.407968238","Normal"
"0.239738826","Normal"
"0.320123133","Normal"
"0.188896499","Normal"
"0.204657991","Normal"
