"lnRR","Env_Type"
"0.200937497","Normal"
"0.266840863","Normal"
"0.669012687","Normal"
"0.845182479","Normal"
"0.169716334","PFR"
"0.186646851","PFR"
"0.203295493","PFR"
"0.308301388","PFR"
"0.397496326","PFR"
"0.359444944","PFR"
"0.192186042","Normal"
"0.368871023","Normal"
"0.379100855","Normal"
"0.265827522","Normal"
"0.343428593","Normal"
"0.343428593","Normal"
"0.302986534","Normal"
"0.376920354","Normal"
"0.392391629","Normal"
"0.393473711","PFR"
"0.458757058","PFR"
"0.500252465","PFR"
"0.29313625","PFR"
"0.453501544","PFR"
"0.480795815","PFR"
"0.59468208","PFR"
"0.376153046","PFR"
"0.396553175","GFR"
"0.423009018","GFR"
"0.443928787","GFR"
"0.339383848","GFR"
"0.414278813","GFR"
"0.407216575","GFR"
"0.472088622","GFR"
"0.38581498","GFR"
"0.200314674","GFR"
"0.203970568","GFR"
"0.286772695","GFR"
"0.125722349","GFR"
"0.171823445","GFR"
"0.159847254","GFR"
"0.234490041","GFR"
"0.097368912","GFR"
"0.764099113","Normal"
"0.782200948","Normal"
"0.598228509","Normal"
"0.761614927","Normal"
"0.033336725","PFR"
"0.057630362","PFR"
"1.001760906","PFR"
"1.080666977","PFR"
"0.213990084","Normal"
"0.350572207","Normal"
"0.114478772","PFR"
"0.229930751","PFR"
"0.359242874","PFR"
"0.429496474","PFR"
"0.478623999","PFR"
"0.130094678","PFR"
"0.276690598","PFR"
"0.376726211","PFR"
"0.376726211","PFR"
"0.240336981","GFR"
"0.368177474","GFR"
"0.428958749","GFR"
"0.484026424","GFR"
"0.172330924","GFR"
"0.256713088","GFR"
"0.332215602","GFR"
"0.327966577","GFR"
"0.214409871","GFR"
"0.419853846","GFR"
"0.61400986","GFR"
"0.292987125","GFR"
"0.604199695","GFR"
"0.544301553","GFR"
"0.619039208","GFR"
"0.750966751","GFR"
"0.877450899","GFR"
"0.243374036","Normal"
"0.029674348","GFR"
"0.233721771","Normal"
"0.357526562","Normal"
"0.282944454","GFR"
"0.542882173","GFR"
"0.365351648","PFR"
"0.471323539","PFR"
"0.618227296","PFR"
"0.599552852","PFR"
"0.265249514","PFR"
"0.448878249","PFR"
"0.506035142","PFR"
"0.534435162","PFR"
"0.093225927","PFR"
"0.240129685","PFR"
"0.221455241","PFR"
"0.414896242","PFR"
"0.594823921","PFR"
"0.734102721","PFR"
"0.748445284","PFR"
"0.338212945","GFR"
"0.572964794","GFR"
"0.771447295","GFR"
"0.812862025","GFR"
"0.142241633","Normal"
"0.208676681","Normal"
"0.25539977","Normal"
"0.276573101","Normal"
"0.365993583","PFR"
"0.535242729","PFR"
"0.660795106","PFR"
"0.691273375","PFR"
"0.537391418","Normal"
"0.632266967","Normal"
"0.638088482","Normal"
"0.687638387","Normal"
"0.377294623","PFR"
"0.451400917","PFR"
"0.597353892","PFR"
"0.546711911","PFR"
"0.941915669","Normal"
"1.167435298","Normal"
"1.275406093","Normal"
"1.331376969","Normal"
"0.79728744","GFR"
"0.269476108","PFR"
"0.52702031","PFR"
"0.197063839","PFR"
"0.275228611","PFR"
"0.282719283","PFR"
"0.149035579","Normal"
"0.251314428","Normal"
"0.186775907","Normal"
"0.284178094","PFR"
"0.437099073","PFR"
"0.414543258","PFR"
"0.284388125","PFR"
"0.438233302","PFR"
"0.431920483","PFR"
"0.28697446","PFR"
"0.430162691","PFR"
"0.409306003","PFR"
"0.313241432","PFR"
"0.490382999","PFR"
"0.467490016","PFR"
"0.233072405","GFR"
"0.246724494","GFR"
"0.25851907","GFR"
"0.31390782","GFR"
"0.088478729","GFR"
"0.063987709","GFR"
"0.202671096","GFR"
"0.266151496","GFR"
"0.499551547","GFR"
"0.382788399","GFR"
"0.49135478","GFR"
"0.674083197","GFR"
"0.719080562","GFR"
"0.728634775","GFR"
"0.731799335","GFR"
"0.648026745","GFR"
"0.708598132","GFR"
"0.725490425","GFR"
"0.703474295","GFR"
"0.307194887","GFR"
"0.459013658","GFR"
"0.378841239","GFR"
"0.447271839","GFR"
"0.138564983","PFR"
"0.335520825","PFR"
"0.374557274","PFR"
"0.296730247","PFR"
"0.293864914","PFR"
"0.363236343","PFR"
"0.200311896","GFR"
"0.22824056","GFR"
"0.276847505","GFR"
"0.162727478","PFR"
"0.122840521","PFR"
"0.362388445","PFR"
"0.295464213","GFR"
"0.446287103","GFR"
"0.418710335","PFR"
"0.760805829","PFR"
"0.091937377","PFR"
"0.293223029","PFR"
"0.254375302","PFR"
"0.265013782","PFR"
"0.256591231","PFR"
"0.312871867","PFR"
"0.184922018","PFR"
"0.080804038","PFR"
"0.077159004","PFR"
"0.08191936","PFR"
"0.188400927","PFR"
"0.050714783","PFR"
"0.10420392","PFR"
"0.603666366","GFR"
"0.461199028","GFR"
"0.666684118","GFR"
"0.714554861","GFR"
"0.154151618","PFR"
"0.394827672","PFR"
"0.467022158","PFR"
"0.212722326","PFR"
"0.325833152","PFR"
"0.325202354","Normal"
"0.759944193","Normal"
"0.146842737","PFR"
"0.191843052","Normal"
"0.630515439","Normal"
"0.051315052","PFR"
"0.529269635","PFR"
"1.093077683","PFR"
"0.164313369","PFR"
"0.561899282","PFR"
"0.554704036","PFR"
"1.134233214","PFR"
"0.154121108","PFR"
"0.598561226","PFR"
"0.089210289","GFR"
"0.120177514","GFR"
"0.227032842","PFR"
"0.209815003","PFR"
"0.073563235","Normal"
"0.180271757","GFR"
"0.254431671","GFR"
"0.47198579","Normal"
"0.491594262","Normal"
"0.584253092","Normal"
"0.324496046","Normal"
"0.470003629","Normal"
"0.530628251","Normal"
"0.237328186","Normal"
"0.292136423","Normal"
"0.381367557","Normal"
"0.349184272","Normal"
"0.410427897","Normal"
"0.486655263","Normal"
"0.399985643","Normal"
"0.474093614","Normal"
"0.56195497","Normal"
"0.219362829","Normal"
"0.399155939","Normal"
"0.424157241","Normal"
"0.76664843","Normal"
"0.593983407","Normal"
"0.924053791","Normal"
"0.664746729","Normal"
"0.848320871","Normal"
"0.896422844","Normal"
"0.963693483","Normal"
"0.510826129","PFR"
"0.834797648","Normal"
"1.025853185","Normal"
"0.939862505","PFR"
"1.477265774","PFR"
"1.48807597","Normal"
"1.126587118","Normal"
"1.103166879","Normal"
"1.227231356","Normal"
"0.995429159","Normal"
"0.987946966","PFR"
"0.69733893","Normal"
"0.952825739","Normal"
"0.595056951","PFR"
"0.908625263","Normal"
"0.171148256","PFR"
"0.875468737","Normal"
"0.305592999","PFR"
"0.493814278","PFR"
"0.401440958","PFR"
"0.587340336","PFR"
"0.503952745","PFR"
"0.719064124","PFR"
"0.674713479","PFR"
"0.827534371","PFR"
"0.499447267","PFR"
"0.612419932","PFR"
"0.694059173","PFR"
"0.69769885","PFR"
"0.450745813","PFR"
"0.880225797","PFR"
"1.002393431","PFR"
"0.812442847","PFR"
"0.464165542","PFR"
"0.809840298","PFR"
"0.744501748","PFR"
"0.776577808","PFR"
"0.549938293","PFR"
"0.969884748","PFR"
"1.07108326","PFR"
"1.009555921","PFR"
"1.047850485","PFR"
"1.03824016","PFR"
"0.983099402","PFR"
"1.090498654","PFR"
"1.248875351","PFR"
"1.356216906","PFR"
"1.280933845","PFR"
"1.43684664","PFR"
"0.471137059","GFR"
"0.425425851","GFR"
"0.407479207","GFR"
"0.421465449","GFR"
"0.599003182","PFR"
"0.626194234","PFR"
"0.60539298","PFR"
"0.536854964","PFR"
"0.682648396","GFR"
"0.642952636","GFR"
"0.574057809","GFR"
"0.691187036","GFR"
"0.112477983","PFR"
"0.170133972","PFR"
"0.185865812","PFR"
"0.269663567","PFR"
"0.093995255","PFR"
"0.186474114","PFR"
"0.229170034","PFR"
"0.273121921","PFR"
"0.138195016","GFR"
"0.154941819","GFR"
"0.188764285","GFR"
"0.160855497","GFR"
"0.142407191","GFR"
"0.092198495","GFR"
"0.08266813","GFR"
"0.153938388","GFR"
"0.15143107","PFR"
"0.194081457","PFR"
"0.237988458","PFR"
"0.124939454","PFR"
"0.22030667","PFR"
"0.148468846","PFR"
"0.172595469","PFR"
"0.194988862","PFR"
"0.070951882","GFR"
"0.099091306","GFR"
"0.115601846","GFR"
"0.058310421","GFR"
"0.142226716","GFR"
"0.170239827","GFR"
"0.04668929","GFR"
"0.154693746","GFR"
"0.170942316","GFR"
"0.035050381","GFR"
"0.040774298","GFR"
"0.046465638","GFR"
"0.071357654","GFR"
"0.131495446","GFR"
"0.336050383","GFR"
"0.051227262","GFR"
"0.087996213","GFR"
"0.09399483","GFR"
"0.091137272","GFR"
"0.158502977","GFR"
"0.169301855","GFR"
"0.100259829","GFR"
"0.116955352","GFR"
"0.170673299","GFR"
"0.360614542","Normal"
"0.431440595","Normal"
"0.505548567","Normal"
"0.497580397","Normal"
"0.390866309","Normal"
"0.545016989","Normal"
"0.6257059","Normal"
"0.641090819","Normal"
"0.041233593","Normal"
"0.042326139","Normal"
"0.214222188","Normal"
"0.285735284","Normal"
"0.411356566","Normal"
"0.4446445","Normal"
"0.051607597","PFR"
"0.172609933","PFR"
"0.071662117","PFR"
"0.23747492","PFR"
"0.493969386","PFR"
"0.469548565","PFR"
"0.202895515","PFR"
"0.216590552","PFR"
"0.227275506","PFR"
"0.044451686","PFR"
"0.147635759","PFR"
"0.186101982","PFR"
"0.07825316","PFR"
"0.140772011","PFR"
"0.199618511","PFR"
"0.173274181","PFR"
"0.052646642","PFR"
"0.045462294","PFR"
"0.045462294","PFR"
"0.110000709","PFR"
"0.09531018","PFR"
"0.131029613","PFR"
"0.198854646","PFR"
"0.065378795","PFR"
"0.090385873","PFR"
"0.126752498","PFR"
"0.45418559","PFR"
"0.672299231","PFR"
"0.677931034","PFR"
"0.660395402","PFR"
"0.479774998","PFR"
"0.672231252","PFR"
"0.69173261","PFR"
"0.686054234","PFR"
"0.970602721","GFR"
"1.022813363","GFR"
"0.692177718","GFR"
"0.870287379","GFR"
"0.30561554","PFR"
"0.142381008","PFR"
"0.363319487","PFR"
"0.874484001","GFR"
"0.806546167","GFR"
"1.249100477","GFR"
"1.354164589","GFR"
"0.364118588","GFR"
"0.689951439","GFR"
"0.756505133","GFR"
"0.772719363","GFR"
"0.678108829","Normal"
"0.741700601","Normal"
"0.948598399","Normal"
"0.707174816","PFR"
"0.885307706","PFR"
"1.032440131","PFR"
"1.274139162","Normal"
"1.46200074","Normal"
"1.542172556","Normal"
"1.199695693","Normal"
"1.589366466","Normal"
"1.573295046","Normal"
"0.435202061","PFR"
"0.418688711","PFR"
"0.740720592","PFR"
"0.733388823","PFR"
"0.425394693","PFR"
"0.37864467","PFR"
"0.480843244","PFR"
"0.470337203","PFR"
"0.877578958","GFR"
"0.908289734","GFR"
"0.956291694","GFR"
"0.944566916","GFR"
"0.953373362","GFR"
"0.988369332","GFR"
"1.040837113","GFR"
"1.016723874","GFR"
"0.976610957","GFR"
"1.010126574","GFR"
"1.03074448","GFR"
"1.039615591","GFR"
"0.928566751","PFR"
"0.96033145","PFR"
"1.009939142","PFR"
"0.997844405","PFR"
"1.006925445","PFR"
"1.043060565","PFR"
"1.070312969","PFR"
"1.056849977","PFR"
"1.040460006","PFR"
"1.065496634","PFR"
"1.086730262","PFR"
"1.097666905","PFR"
"0.156463253","PFR"
"0.261499081","PFR"
"0.170473773","PFR"
"0.314583711","PFR"
"0.299931239","PFR"
"0.405584116","PFR"
"0.467645664","PFR"
"0.467645664","PFR"
"0.611583971","PFR"
"0.696839789","PFR"
"0.857088013","PFR"
"0.853155834","PFR"
"0.43971263","PFR"
"0.548352669","PFR"
"0.644269307","PFR"
"0.578772363","PFR"
"0.586781778","PFR"
"0.622767032","PFR"
"0.751465607","PFR"
"0.605450797","PFR"
"0.233135105","Normal"
"0.143008132","Normal"
"0.361887637","Normal"
"0.206679297","Normal"
"0.194762428","Normal"
"0.548883436","Normal"
"0.151272635","Normal"
"0.194065806","PFR"
"0.262403584","PFR"
"0.324830605","PFR"
"0.31106892","PFR"
"0.256817895","PFR"
"0.377291127","PFR"
"0.474015997","PFR"
"0.550117381","PFR"
"0.52001935","PFR"
"0.45668596","PFR"
"0.081962188","Normal"
"0.377174417","Normal"
"0.596459571","Normal"
"0.092337191","Normal"
"0.376278844","Normal"
"0.665961443","Normal"
"0.069917281","Normal"
"0.308853039","Normal"
"0.651374425","Normal"
"0.370655138","GFR"
"0.600502944","GFR"
"0.204718802","GFR"
"0.590747185","GFR"
"0.875031196","GFR"
"0.071792075","GFR"
"0.317428466","GFR"
"0.766270592","GFR"
"0.561684041","PFR"
"0.519483687","PFR"
"0.602175402","PFR"
"0.56991454","PFR"
"0.171850257","GFR"
"0.753771802","GFR"
"0.577315365","GFR"
"0.810930216","GFR"
"1.162422117","PFR"
"1.288654641","PFR"
"1.428973623","PFR"
"1.252763937","PFR"
"1.364788598","PFR"
"1.4679734","PFR"
"1.172720066","PFR"
"1.274501945","PFR"
"1.421717466","PFR"
"0.31275571","Normal"
"0.31275571","Normal"
"0.307025035","Normal"
"0.435318071","Normal"
"0.435318071","Normal"
"0.435318071","Normal"
"0.43349242","Normal"
"0.510825624","Normal"
"0.482521848","Normal"
"0.439544422","Normal"
"0.470003629","Normal"
"0.484892242","Normal"
"0.31918074","Normal"
"0.31918074","Normal"
"0.330741562","Normal"
"0.376629558","Normal"
"0.387211668","Normal"
"0.387211668","Normal"
"0.456237433","Normal"
"0.456237433","Normal"
"0.451274644","Normal"
"0.436717652","Normal"
"0.538996501","Normal"
"0.538996501","Normal"
"0.442408623","Normal"
"0.492924413","Normal"
"0.497838428","Normal"
"1.128088736","GFR"
"1.215445667","GFR"
"1.184554956","GFR"
"0.548255284","GFR"
"0.600623648","GFR"
"0.509894677","GFR"
"0.454179079","GFR"
"0.496227009","GFR"
"0.484392469","GFR"
"0.780898833","GFR"
"0.846452271","GFR"
"0.905578509","GFR"
"1.200819758","GFR"
"1.28049945","GFR"
"1.321235164","GFR"
"1.390134299","GFR"
"0.205014938","PFR"
"0.308406103","PFR"
"0.319261109","PFR"
"0.230206373","PFR"
"0.300161576","PFR"
"0.314064203","PFR"
"0.073778581","PFR"
"0.180276743","PFR"
"0.27651746","PFR"
"0.094170488","PFR"
"0.151010734","PFR"
"0.120912409","PFR"
"0.243563716","PFR"
"0.291196906","PFR"
"0.267663654","PFR"
"0.192017042","PFR"
"0.178556481","PFR"
"0.164912259","PFR"
"0.19174574","GFR"
"0.17495338","PFR"
"1.10897926","GFR"
"1.646149865","GFR"
"1.610855478","GFR"
"1.618427247","GFR"
"0.745552578","GFR"
"1.200286115","GFR"
"1.254462797","GFR"
"1.251092913","GFR"
"0.706058338","GFR"
"1.135800572","GFR"
"1.255875695","GFR"
"1.256662294","GFR"
"1.108101969","Normal"
"1.659468475","Normal"
"1.610737038","Normal"
"1.634484064","Normal"
"0.780165296","Normal"
"1.221254045","Normal"
"1.281638282","Normal"
"1.27089472","Normal"
"0.699378782","Normal"
"1.128922821","Normal"
"1.242749876","Normal"
"1.259529964","Normal"
"0.226037909","Normal"
"0.511353949","Normal"
"0.452741625","PFR"
"0.457739042","PFR"
"0.520870384","PFR"
"0.536351774","PFR"
"0.456824632","PFR"
"0.465861512","PFR"
"0.561511054","PFR"
"0.556807493","PFR"
"0.47830498","PFR"
"0.692290532","PFR"
"0.233787075","PFR"
"0.547371453","PFR"
"0.688529331","PFR"
"0.776392567","PFR"
"0.199906462","PFR"
"0.304349125","PFR"
"0.31564868","PFR"
"0.10757413","PFR"
"0.200166917","PFR"
"0.278638533","PFR"
"0.216744132","PFR"
"0.263950536","PFR"
"0.240625864","PFR"
"0.114325233","PFR"
"0.103183745","PFR"
"0.094745403","PFR"
"0.122606175","PFR"
"0.189027379","PFR"
"0.103183745","PFR"
"0.696854305","GFR"
"0.76197623","GFR"
"0.839851754","GFR"
"0.771888333","GFR"
"0.832436713","GFR"
"0.795779904","GFR"
"0.379851616","Normal"
"0.400856486","Normal"
"0.224521156","Normal"
"0.28076115","Normal"
"0.577634591","Normal"
"0.500775152","Normal"
"0.371563092","Normal"
"0.478489927","Normal"
"0.298762259","Normal"
"0.319212775","Normal"
"0.201176122","Normal"
"0.275772433","Normal"
"0.478269345","Normal"
"0.513945968","Normal"
"0.478269345","Normal"
"0.41840184","Normal"
"0.547055923","Normal"
"0.617545997","Normal"
"0.501070451","Normal"
"0.530057863","Normal"
"0.982324688","Normal"
"0.853267491","Normal"
"0.684124313","Normal"
"0.910284145","Normal"
"0.815140871","Normal"
"0.848202679","Normal"
"0.775136271","Normal"
"0.866994826","Normal"
"0.3254224","Normal"
"0.605261295","Normal"
"0.62346726","Normal"
"0.333707895","Normal"
"0.893817876","Normal"
"0.591537004","Normal"
"0.312728104","Normal"
"0.53657812","Normal"
"0.556159165","Normal"
"0.087011377","Normal"
"0.407483272","Normal"
"0.403442863","Normal"
"0.391222751","Normal"
"0.567377793","Normal"
"0.560481214","Normal"
"0.170273218","Normal"
"0.320085497","Normal"
"0.395434934","Normal"
"0.124804398","Normal"
"0.162823761","Normal"
"0.105360516","GFR"
"0.127339422","GFR"
"0.19948936","PFR"
"0.241162057","PFR"
"0.271315095","PFR"
"0.251314428","PFR"
"0.230905557","PFR"
"0.230905557","PFR"
"0.241162057","PFR"
"0.239229689","PFR"
"0.249811798","PFR"
"0.291054757","PFR"
"0.280902385","PFR"
"0.239229689","PFR"
"0.239229689","PFR"
"0.249811798","PFR"
"0.231801614","PFR"
"0.276753002","PFR"
"0.319770387","PFR"
"0.287682072","PFR"
"0.254529865","PFR"
"0.24323031","PFR"
"0.254529865","PFR"
"0.239229689","PFR"
"0.280902385","PFR"
"0.349895257","PFR"
"0.301105093","PFR"
"0.249811798","PFR"
"0.260283098","PFR"
"0.249811798","PFR"
"0.360904656","PFR"
"0.587134349","PFR"
"0.668222229","PFR"
"0.709157873","PFR"
"0.258513464","PFR"
"0.36902958","PFR"
"0.475992117","PFR"
"0.478513812","PFR"
"0.433521706","PFR"
"0.692975757","PFR"
"0.743128336","PFR"
"0.767291883","PFR"
"0.519838607","PFR"
"0.585116679","PFR"
"0.610168616","PFR"
"0.610168616","PFR"
"0.518795038","PFR"
"0.625939322","PFR"
"0.729961902","PFR"
"0.737164957","PFR"
"0.501407583","PFR"
"0.594708751","PFR"
"0.741442694","PFR"
"0.803962166","PFR"
"0.156086448","GFR"
"0.189342527","PFR"
"0.049190244","Normal"
"0.140857433","Normal"
"0.197610249","Normal"
"0.271933715","GFR"
"0.415827895","GFR"
"0.456237433","GFR"
"0.734819877","Normal"
"0.8593826","Normal"
"0.970133964","Normal"
"0.510825624","Normal"
"0.738403772","Normal"
"0.764606145","Normal"
"0.131028262","Normal"
"0.482426149","Normal"
"0.712949808","Normal"
"0.656105909","Normal"
"0.711165686","Normal"
"0.771790308","Normal"
"0.839329691","Normal"
"0.916290732","Normal"
"0.938269639","Normal"
"0.212274301","PFR"
"0.217723566","PFR"
"0.302608193","PFR"
"0.308148028","PFR"
"0.29334781","PFR"
"0.281983694","PFR"
"0.250224511","PFR"
"0.337871817","PFR"
"0.365459774","PFR"
"0.411979789","PFR"
"0.504925902","PFR"
"0.32668423","GFR"
"0.539943022","GFR"
"0.597837001","GFR"
"0.664326742","GFR"
"0.572519193","GFR"
"0.780158558","GFR"
"0.769687258","GFR"
"0.810930216","GFR"
"0.769687258","GFR"
"0.428193359","PFR"
"0.370373788","PFR"
"0.450416496","PFR"
"0.43936666","PFR"
"0.393633983","PFR"
"0.483082906","PFR"
"0.452555402","PFR"
"0.351355044","PFR"
"0.258108897","PFR"
"0.258364338","PFR"
"0.341049816","PFR"
"0.252699884","PFR"
"0.489136385","PFR"
"0.593966887","PFR"
"0.515104298","PFR"
"0.423890554","PFR"
"0.328200167","PFR"
"0.413127391","PFR"
"0.50774535","PFR"
"0.366244066","PFR"
"0.124642445","GFR"
"0.3261245","GFR"
"0.209139503","GFR"
"0.092893747","GFR"
"0.081699523","GFR"
"0.152531331","GFR"
"0.151066436","GFR"
"0.057158414","GFR"
"0.139345796","PFR"
"0.18818551","PFR"
"0.109347771","PFR"
"0.312005823","PFR"
"0.39877612","PFR"
"0.556509682","PFR"
"0.492785222","PFR"
"0.694852211","GFR"
"0.4687893","PFR"
"0.449581999","PFR"
"0.640483545","PFR"
"0.782270387","PFR"
"0.637966448","PFR"
"0.862076244","GFR"
"0.736544505","PFR"
"0.873632671","PFR"
"0.85350088","PFR"
"0.94108789","PFR"
"0.977101605","PFR"
"0.942623936","PFR"
"1.179464385","PFR"
"1.073428437","PFR"
"1.117509529","PFR"
"1.118772123","PFR"
"1.137951703","PFR"
"1.158163268","PFR"
"0.256207779","PFR"
"0.148649917","PFR"
"0.143484","PFR"
"0.294012078","PFR"
"0.394024988","PFR"
"0.300983606","PFR"
"0.476828415","PFR"
"0.891766852","PFR"
"0.957855862","PFR"
"0.469344572","PFR"
"1.123534714","PFR"
"1.131139314","PFR"
"0.509673882","PFR"
"1.419374232","PFR"
"1.460286705","PFR"
"0.51785965","PFR"
"0.427444015","PFR"
"0.655180583","PFR"
"0.330854244","PFR"
"0.57462858","PFR"
"0.214478669","PFR"
"0.382992252","PFR"
"0.651811557","GFR"
"0.362292936","GFR"
"0.799915156","GFR"
"0.293825137","GFR"
"0.640741333","GFR"
"0.288561967","GFR"
"0.322287602","GFR"
"0.78939898","Normal"
"0.631712645","Normal"
"0.955909931","Normal"
"0.623413842","Normal"
"0.753466971","Normal"
"0.511861357","Normal"
"0.695734504","Normal"
"0.882389025","Normal"
"1.189583184","Normal"
"1.371301181","Normal"
"1.429968923","Normal"
"0.332171831","Normal"
"0.454931201","Normal"
"0.540923964","Normal"
"0.693438447","Normal"
"0.930320137","Normal"
"1.620198701","Normal"
"0.277834668","Normal"
"0.563664714","Normal"
"0.67333577","Normal"
"0.985542683","Normal"
"0.691721664","Normal"
"1.033883816","Normal"
"1.225951711","Normal"
"1.220081673","Normal"
"0.973266481","Normal"
"1.170826754","Normal"
"1.215684773","Normal"
"1.231001477","Normal"
"0.57787157","Normal"
"0.793633256","Normal"
"0.933478327","Normal"
"0.966991885","Normal"
"0.502650707","Normal"
"0.747400691","Normal"
"0.787652531","Normal"
"0.763201435","Normal"
"0.151684588","Normal"
"0.159064695","Normal"
"0.121607132","Normal"
"0.15975922","Normal"
"0.166448208","Normal"
"0.132546656","Normal"
"0.207639365","Normal"
"0.250459362","Normal"
"0.182321557","Normal"
"0.09531018","Normal"
"0.066939483","Normal"
"0.059719235","Normal"
"0.164755233","Normal"
"0.152016207","Normal"
"0.132598121","Normal"
"0.179885502","Normal"
"0.221682631","Normal"
"0.123444191","Normal"
"0.275590027","Normal"
"0.282862786","Normal"
"0.230806424","Normal"
"0.255346692","Normal"
"0.276253376","Normal"
"0.248279525","Normal"
"0.328504067","Normal"
"0.380463806","Normal"
"0.33514861","Normal"
"0.232445944","Normal"
"0.290015796","Normal"
"0.290015796","Normal"
"0.138998875","Normal"
"0.146603475","Normal"
"0.107988638","Normal"
"0.167054084","Normal"
"0.160036512","Normal"
"0.145851877","Normal"
"0.196114878","Normal"
"0.202940843","Normal"
"0.189241999","Normal"
"0.16296131","Normal"
"0.192593108","Normal"
"0.192593108","Normal"
"0.285178943","PFR"
"0.285178943","PFR"
"0.285178943","PFR"
"0.343251924","PFR"
"0.421213465","PFR"
"0.382992252","PFR"
"0.168335314","PFR"
"0.175352887","PFR"
"0.182321556","PFR"
"0.200670696","PFR"
"0.226313126","PFR"
"0.226313126","PFR"
"0.281065791","PFR"
"0.332246467","PFR"
"0.277257327","PFR"
"0.321015368","PFR"
"0.317576228","PFR"
"0.358198837","PFR"
"0.307948639","PFR"
"0.3509637","PFR"
"0.292480162","PFR"
"0.375127557","PFR"
"0.285771357","PFR"
"0.361052562","PFR"
"0.257637277","PFR"
"0.335349648","PFR"
"0.230630605","PFR"
"0.296650005","PFR"
"0.11890608","GFR"
"0.360707181","GFR"
"0.435316974","GFR"
"0.592265101","GFR"
"0.654531874","GFR"
"0.175272132","GFR"
"0.222377191","GFR"
"0.348983073","GFR"
"0.734429615","GFR"
"0.704575458","GFR"
"0.143894542","GFR"
"0.566398566","GFR"
"0.631779682","GFR"
"0.710848301","GFR"
"0.852388627","GFR"
"0.149430158","GFR"
"0.207638857","GFR"
"0.70044576","GFR"
"0.674662154","GFR"
"0.665289905","GFR"
"0.671640975","GFR"
"0.635112288","GFR"
"0.616909282","GFR"
"0.861414122","GFR"
"0.702809091","GFR"
"0.849030062","GFR"
"0.176623536","PFR"
"0.267595313","PFR"
"0.390197636","PFR"
"0.390197636","PFR"
"0.267595313","PFR"
"0.595291391","Normal"
"0.684636491","Normal"
"0.906069177","Normal"
"0.892275855","Normal"
"0.693147181","Normal"
"0.108534609","PFR"
"0.214240666","PFR"
"0.193815863","PFR"
"0.1631925","PFR"
"0.12592397","PFR"
"0.212578644","PFR"
"0.190105678","PFR"
"0.159564493","PFR"
"0.247028236","PFR"
"0.318535224","PFR"
"0.340429312","PFR"
"0.285441862","PFR"
"0.068118578","PFR"
"0.206614101","PFR"
"0.292792148","PFR"
"0.239404017","PFR"
"0.062577709","PFR"
"0.078932909","PFR"
"0.096164997","PFR"
"0.063754643","PFR"
"0.064583373","PFR"
"0.131625474","PFR"
"0.223868265","PFR"
"0.19624359","PFR"
"0.128937854","PFR"
"0.128937854","PFR"
"0.183850471","PFR"
"0.322613058","PFR"
"0.678653191","PFR"
"0.772634612","PFR"
"0.700313547","PFR"
"0.745698389","PFR"
"0.23817674","PFR"
"0.126222179","PFR"
"0.165802651","PFR"
"0.212457424","PFR"
"0.229764365","PFR"
"0.97476268","PFR"
"1.153529544","PFR"
"1.148424349","PFR"
"0.986308486","PFR"
"1.165038739","PFR"
"1.225713338","PFR"
"0.975242628","PFR"
"1.130594188","PFR"
"1.124277074","PFR"
"0.978541585","PFR"
"1.119282589","PFR"
"1.141207174","PFR"
"0.635209343","Normal"
"0.697277711","Normal"
"0.906307288","Normal"
"0.684505744","PFR"
"0.85843474","PFR"
"1.005148714","PFR"
"0.08220286","PFR"
"0.128779146","PFR"
"0.115814575","PFR"
"0.133874485","PFR"
"0.129946428","PFR"
"0.211107883","PFR"
"0.098496722","PFR"
"0.238333696","PFR"
"0.244133404","PFR"
"0.382096886","PFR"
"0.207847653","PFR"
"0.182675643","PFR"
"0.267951965","PFR"
"0.241873471","PFR"
"0.272081177","PFR"
"0.237122492","PFR"
"0.167350219","PFR"
"0.276124748","PFR"
"0.224129709","PFR"
"0.184705109","PFR"
"0.169586902","PFR"
"0.341320007","PFR"
"0.422712225","PFR"
"0.305806667","PFR"
"0.278671421","PFR"
"0.210953996","PFR"
"0.367763126","PFR"
"0.427812407","PFR"
"0.392307024","PFR"
"0.35000603","PFR"
"0.341539375","PFR"
"0.560272846","PFR"
"0.693447196","PFR"
"0.611377638","PFR"
"0.638679799","PFR"
"0.562782831","PFR"
"0.552795591","PFR"
"0.610108762","PFR"
"0.548425591","PFR"
"0.481385972","PFR"
"0.453820759","PFR"
"0.671824897","PFR"
"0.820411798","PFR"
"0.750581329","PFR"
"0.766537709","PFR"
"0.711922877","PFR"
"0.689351237","PFR"
"0.837938137","PFR"
"0.768107668","PFR"
"0.784064048","PFR"
"0.729449217","PFR"
"0.689081017","PFR"
"0.761906055","PFR"
"0.708816707","PFR"
"0.670856266","PFR"
"0.684887677","PFR"
"0.224813193","PFR"
"0.210571043","PFR"
"0.234179997","GFR"
"0.309040448","GFR"
"0.31187675","PFR"
"0.227644876","GFR"
"0.030850776","PFR"
"0.11575022","PFR"
"0.082650271","PFR"
"0.06518598","PFR"
"0.048049698","PFR"
"0.309301686","PFR"
"0.251314428","PFR"
"0.304595795","PFR"
"0.3496854","PFR"
"0.327906874","PFR"
"0.320712598","PFR"
"0.550136249","PFR"
"0.486571255","PFR"
"0.586226906","PFR"
