env_ID,reference_ID,continent,country,region,site_year_ID,EDH35_total,EDH35_label,Label_of_control_treatment,Label_of_N_addition_treatment,N_rate,region_N_label,mean_c,sd_c,n_c,mean_t,sd_t,n_t,lnRR,Effect,AEN,Nc,q05,q95,keep
2005_04_10_42.08_0.65,1,Europe,Spain,Europe,1,0.71792,PFR_L,N0,N100,100,,5.5,,4,10.78,,4,0.672944473,96,52.8,-81.239693833549,0.09016234845,1.09034654395,True
2005_04_10_42.08_0.65,1,Europe,Spain,Europe,1,0.71792,PFR_L,N0,N150,150,,5.5,,4,12.53,,4,0.823377677,127.8181818,46.86666667,-31.239693833549,0.09016234845,1.09034654395,True
2005_04_10_42.08_0.65,1,Europe,Spain,Europe,1,0.71792,PFR_L,N0,N200,200,,5.5,,4,13.6,,4,0.905321701,147.2727273,40.5,18.760306166451,0.09016234845,1.09034654395,True
2005_04_10_42.08_0.65,1,Europe,Spain,Europe,1,0.71792,PFR_L,N0,N250,250,,5.5,,4,13.19,,4,0.874710874,139.8181818,30.76,68.760306166451,0.09016234845,1.09034654395,True
2005_04_10_42.08_0.65,1,Europe,Spain,Europe,1,0.71792,PFR_L,N0,N300,300,RN,5.5,,4,13.35,,4,0.886768293,142.7272727,26.16666667,118.760306166451,0.09016234845,1.09034654395,True
2006_04_12_42.08_0.65,1,Europe,Spain,Europe,2,1.7286,GFR_L,N0,N100,100,,6.28,,4,10.89,,4,0.550474956,73.40764331,46.1,-81.239693833549,0.08715959285,1.21120820025,True
2006_04_12_42.08_0.65,1,Europe,Spain,Europe,2,1.7286,GFR_L,N0,N150,150,,6.28,,4,11.66,,4,0.6187942,85.66878981,35.86666667,-31.239693833549,0.08715959285,1.21120820025,True
2006_04_12_42.08_0.65,1,Europe,Spain,Europe,2,1.7286,GFR_L,N0,N200,200,,6.28,,4,12.22,,4,0.665703973,94.58598726,29.7,18.760306166451,0.08715959285,1.21120820025,True
2006_04_12_42.08_0.65,1,Europe,Spain,Europe,2,1.7286,GFR_L,N0,N250,250,,6.28,,4,12.78,,4,0.710511468,103.5031847,26,68.760306166451,0.08715959285,1.21120820025,True
2006_04_12_42.08_0.65,1,Europe,Spain,Europe,2,1.7286,GFR_L,N0,N300,300,RN,6.28,,4,13.25,,4,0.746627572,110.9872611,23.23333333,118.760306166451,0.08715959285,1.21120820025,True
2007_04_13_42.08_0.65,1,Europe,Spain,Europe,3,3.33839,GFR_L,N0,N100,100,,6.33,,4,11.5107,,4,0.597976801,81.8436019,51.807,-81.239693833549,0.08715959285,1.21120820025,True
2007_04_13_42.08_0.65,1,Europe,Spain,Europe,3,3.33839,GFR_L,N0,N150,150,,6.33,,4,12.4338,,4,0.675118335,96.42654028,40.692,-31.239693833549,0.08715959285,1.21120820025,True
2007_04_13_42.08_0.65,1,Europe,Spain,Europe,3,3.33839,GFR_L,N0,N200,200,,6.33,,4,12.4851,,4,0.679235697,97.23696682,30.7755,18.760306166451,0.08715959285,1.21120820025,True
2007_04_13_42.08_0.65,1,Europe,Spain,Europe,3,3.33839,GFR_L,N0,N250,250,,6.33,,4,13.1005,,4,0.727350161,106.9589258,27.082,68.760306166451,0.08715959285,1.21120820025,True
2007_04_13_42.08_0.65,1,Europe,Spain,Europe,3,3.33839,GFR_L,N0,N300,300,RN,6.33,,4,13.562,,4,0.761971528,114.2496051,24.10666667,118.760306166451,0.08715959285,1.21120820025,True
2010_04_09_42.08_0.65,1,Europe,Spain,Europe,4,0,,N0,N100,100,,3.93,,4,9.62,,4,0.895204839,144.783715,56.9,-81.239693833549,0.1029016792,1.21737465,True
2010_04_09_42.08_0.65,1,Europe,Spain,Europe,4,0,,N0,N150,150,,3.93,,4,11.72,,4,1.092657358,198.2188295,51.93333333,-31.239693833549,0.1029016792,1.21737465,True
2010_04_09_42.08_0.65,1,Europe,Spain,Europe,4,0,,N0,N200,200,,3.93,,4,11.77,,4,1.096914495,199.4910941,39.2,18.760306166451,0.1029016792,1.21737465,True
2010_04_09_42.08_0.65,1,Europe,Spain,Europe,4,0,,N0,N250,250,,3.93,,4,12.7,,4,1.172962568,223.1552163,35.08,68.760306166451,0.1029016792,1.21737465,True
2010_04_09_42.08_0.65,1,Europe,Spain,Europe,4,0,,N0,N300,300,RN,3.93,,4,12.85,,4,1.184704385,226.9720102,29.73333333,118.760306166451,0.1029016792,1.21737465,True
2011_04_11_42.08_0.65,1,Europe,Spain,Europe,5,2.20574,GFR_L,N0,N100,100,,5.21,,4,9.92945,,4,0.644925233,90.58445298,47.1945,-81.239693833549,0.08715959285,1.21120820025,True
2011_04_11_42.08_0.65,1,Europe,Spain,Europe,5,2.20574,GFR_L,N0,N150,150,,5.21,,4,12.7501,,4,0.894959259,144.7236084,50.26733333,-31.239693833549,0.08715959285,1.21120820025,True
2011_04_11_42.08_0.65,1,Europe,Spain,Europe,5,2.20574,GFR_L,N0,N200,200,,5.21,,4,13.9295,,4,0.983429038,167.3608445,43.5975,18.760306166451,0.08715959285,1.21120820025,True
2011_04_11_42.08_0.65,1,Europe,Spain,Europe,5,2.20574,GFR_L,N0,N250,250,,5.21,,4,14.2885,,4,1.008875162,174.2514395,36.314,68.760306166451,0.08715959285,1.21120820025,True
2011_04_11_42.08_0.65,1,Europe,Spain,Europe,5,2.20574,GFR_L,N0,N300,300,RN,5.21,,4,15.6218,,4,1.098087519,199.8426104,34.706,118.760306166451,0.08715959285,1.21120820025,True
2012_04_10_42.08_0.65,1,Europe,Spain,Europe,6,13.18808,GFR_M,N0,N100,100,,6.34,,4,10.9081,,4,0.542626864,72.05205047,45.681,-81.239693833549,0.08715959285,1.21120820025,True
2012_04_10_42.08_0.65,1,Europe,Spain,Europe,6,13.18808,GFR_M,N0,N150,150,,6.34,,4,12.703,,4,0.694959418,100.362776,42.42,-31.239693833549,0.08715959285,1.21120820025,True
2012_04_10_42.08_0.65,1,Europe,Spain,Europe,6,13.18808,GFR_M,N0,N200,200,,6.34,,4,13.3697,,4,0.746112184,110.8785489,35.1485,18.760306166451,0.08715959285,1.21120820025,True
2012_04_10_42.08_0.65,1,Europe,Spain,Europe,6,13.18808,GFR_M,N0,N250,250,,6.34,,4,13.7287,,4,0.772609764,116.5410095,29.5548,68.760306166451,0.08715959285,1.21120820025,True
2012_04_10_42.08_0.65,1,Europe,Spain,Europe,6,13.18808,GFR_M,N0,N300,300,RN,6.34,,4,14.0363,,4,0.794768063,121.3927445,25.65433333,118.760306166451,0.08715959285,1.21120820025,True
2013_04_09_42.08_0.65,1,Europe,Spain,Europe,7,0,,N0,N100,100,,5.73,,4,10.3483,,4,0.591106724,80.59860384,46.183,-81.239693833549,0.1029016792,1.21737465,True
2013_04_09_42.08_0.65,1,Europe,Spain,Europe,7,0,,N0,N150,150,,5.73,,4,12.3996,,4,0.771948683,116.3979058,44.464,-31.239693833549,0.1029016792,1.21737465,True
2013_04_09_42.08_0.65,1,Europe,Spain,Europe,7,0,,N0,N200,200,,5.73,,4,14.092,,4,0.89989173,145.9336824,41.81,18.760306166451,0.1029016792,1.21737465,True
2013_04_09_42.08_0.65,1,Europe,Spain,Europe,7,0,,N0,N250,250,,5.73,,4,14.6561,,4,0.9391411,155.7783595,35.7044,68.760306166451,0.1029016792,1.21737465,True
2013_04_09_42.08_0.65,1,Europe,Spain,Europe,7,0,,N0,N300,300,RN,5.73,,4,15.1688,,4,0.973525156,164.7260035,31.46266667,118.760306166451,0.1029016792,1.21737465,True
2014_04_13_42.08_0.65,1,Europe,Spain,Europe,8,0,,N0,N100,100,,4.15,,4,9.17307,,4,0.793163683,121.0378313,50.2307,-81.239693833549,0.1029016792,1.21737465,True
2014_04_13_42.08_0.65,1,Europe,Spain,Europe,8,0,,N0,N150,150,,4.15,,4,12.4038,,4,1.094894543,198.886747,55.02533333,-31.239693833549,0.1029016792,1.21737465,True
2015_04_09_42.08_0.65,1,Europe,Spain,Europe,9,11.68206,PFR_M,N0,N100,100,,5.79,,4,11.4851,,4,0.684918252,98.36096718,56.951,-81.239693833549,0.09016234845,1.09034654395,True
2015_04_09_42.08_0.65,1,Europe,Spain,Europe,9,11.68206,PFR_M,N0,N150,150,,5.79,,4,13.8953,,4,0.875418362,139.9879102,54.03533333,-31.239693833549,0.09016234845,1.09034654395,True
2015_04_09_42.08_0.65,1,Europe,Spain,Europe,9,11.68206,PFR_M,N0,N200,200,,5.79,,4,15.28,,4,0.970412492,163.9032815,47.45,18.760306166451,0.09016234845,1.09034654395,True
2015_04_09_42.08_0.65,1,Europe,Spain,Europe,9,11.68206,PFR_M,N0,N250,250,,5.79,,4,15.7416,,4,1.000174598,171.8756477,39.8064,68.760306166451,0.09016234845,1.09034654395,True
2015_04_09_42.08_0.65,1,Europe,Spain,Europe,9,11.68206,PFR_M,N0,N300,300,RN,5.79,,4,16.7671,,4,1.063286341,189.5872193,36.59033333,118.760306166451,0.09016234845,1.09034654395,True
2015_04_09_42.08_0.65,1,Europe,Spain,Europe,9,11.68206,PFR_M,N0,N400,400,,5.79,,4,17.1773,,4,1.087456453,196.671848,28.46825,218.760306166451,0.09016234845,1.09034654395,True
1996_11_20_13_12,2,Africa,Niger,West Africa,10,6.50968,PFR_L,N0,N40,40,RN,2.377,,5,3.288,,5,0.324440289,38.32562053,22.775,-141.239693833549,0.09016234845,1.09034654395,True
1996_11_20_13_12,2,Africa,Niger,West Africa,10,6.50968,PFR_L,N0,N80,80,RN,2.377,,5,3.67,,5,0.434352474,54.39629785,16.1625,-101.239693833549,0.09016234845,1.09034654395,True
1996_11_20_13_12,2,Africa,Niger,West Africa,10,6.50968,PFR_L,N0,N120,120,,2.377,,5,4.018,,5,0.524945078,69.03660076,13.675,-61.239693833549,0.09016234845,1.09034654395,True
1996_11_20_13_12,2,Africa,Niger,West Africa,10,6.50968,PFR_L,N0,N160,160,,2.377,,5,3.884,,5,0.491026362,63.39924274,9.41875,-21.239693833549,0.09016234845,1.09034654395,True
1997_11_22_13_12,2,Africa,Niger,West Africa,11,302.08164,GFR_H,N0,N40,40,RN,1.207,,5,2.254,,5,0.624568474,86.74399337,26.175,-141.239693833549,0.08715959285,1.21120820025,True
1997_11_22_13_12,2,Africa,Niger,West Africa,11,302.08164,GFR_H,N0,N80,80,RN,1.207,,5,3.304,,5,1.006995914,173.7365369,26.2125,-101.239693833549,0.08715959285,1.21120820025,True
2004_05_20_45.37__75.72,3,North America,Canada,North America_Rainfed,12,0,,N0,N40,40,,8.03,,4,9.24,,4,0.140357358,15.06849315,30.25,-141.239693833549,0.1029016792,1.21737465,True
2004_05_20_45.37__75.72,3,North America,Canada,North America_Rainfed,12,0,,N0,N80,80,,8.03,,4,11.36,,4,0.346913885,41.46948941,41.625,-101.239693833549,0.1029016792,1.21737465,True
2004_05_20_45.37__75.72,3,North America,Canada,North America_Rainfed,12,0,,N0,N120,120,,8.03,,4,11.15,,4,0.32825497,38.85429639,26,-61.239693833549,0.1029016792,1.21737465,True
2004_05_20_45.37__75.72,3,North America,Canada,North America_Rainfed,12,0,,N0,N160,160,RN,8.03,,4,11.28,,4,0.339846718,40.4732254,20.3125,-21.239693833549,0.1029016792,1.21737465,True
2004_05_20_45.37__75.72,3,North America,Canada,North America_Rainfed,12,0,,N0,N240,240,RN,8.03,,4,11.44,,4,0.353931458,42.46575342,14.20833333,58.760306166451,0.1029016792,1.21737465,True
2004_05_20_45.37__75.72,3,North America,Canada,North America_Rainfed,12,0,,N0,N150,150,,9.4,,4,10.45,,4,0.105892289,11.17021277,7,-31.239693833549,0.1029016792,1.21737465,True
2004_05_20_45.37__75.72,3,North America,Canada,North America_Rainfed,12,0,,N0,N225,225,RN,9.4,,4,11.21,,4,0.176096548,19.25531915,8.044444444,43.760306166451,0.1029016792,1.21737465,True
2004_05_20_45.37__75.72,3,North America,Canada,North America_Rainfed,12,0,,N0,N75,75,,8.93,,4,10.91,,4,0.200263405,22.17245241,26.4,-106.239693833549,0.1029016792,1.21737465,True
2004_05_20_45.37__75.72,3,North America,Canada,North America_Rainfed,12,0,,N0,N150,150,,8.93,,4,11.57,,4,0.258999146,29.56326988,17.6,-31.239693833549,0.1029016792,1.21737465,True
2004_05_20_45.37__75.72,3,North America,Canada,North America_Rainfed,12,0,,N0,N225,225,RN,8.93,,4,11.7,,4,0.270172447,31.01903695,12.31111111,43.760306166451,0.1029016792,1.21737465,True
2005_05_20_45.37__75.72,3,North America,Canada,North America_Rainfed,13,0,,N0,N160,160,RN,9.05,,4,10.39,,4,0.138079047,14.80662983,8.375,-21.239693833549,0.1029016792,1.21737465,True
2005_05_20_45.37__75.72,3,North America,Canada,North America_Rainfed,13,0,,N0,N40,40,,7.75,,4,9.55,,4,0.208848311,23.22580645,45,-141.239693833549,0.1029016792,1.21737465,True
2005_05_20_45.37__75.72,3,North America,Canada,North America_Rainfed,13,0,,N0,N80,80,,7.75,,4,9.77,,4,0.231623623,26.06451613,25.25,-101.239693833549,0.1029016792,1.21737465,True
2005_05_20_45.37__75.72,3,North America,Canada,North America_Rainfed,13,0,,N0,N120,120,,7.75,,4,9.82,,4,0.236728279,26.70967742,17.25,-61.239693833549,0.1029016792,1.21737465,True
2005_05_20_45.37__75.72,3,North America,Canada,North America_Rainfed,13,0,,N0,N160,160,RN,7.75,,4,10.45,,4,0.298909135,34.83870968,16.875,-21.239693833549,0.1029016792,1.21737465,True
2005_05_20_45.37__75.72,3,North America,Canada,North America_Rainfed,13,0,,N0,N240,240,RN,7.75,,4,10.49,,4,0.302729579,35.35483871,11.41666667,58.760306166451,0.1029016792,1.21737465,True
2005_03_30_36.14__97.11,4,North America,USA,North America_Irrigated,14,75.75445,GFR_M,N0,N90,90,,6.187,,3,8.181,,3,0.279364076,32.22886698,22.15555556,-91.239693833549,0.08715959285,1.21120820025,True
2005_03_30_36.14__97.11,4,North America,USA,North America_Irrigated,14,75.75445,GFR_M,N0,N180,180,,6.187,,3,8.546,,3,0.323013021,38.1283336,13.10555556,-1.23969383354896,0.08715959285,1.21120820025,True
2005_03_30_36.14__97.11,4,North America,USA,North America_Irrigated,14,75.75445,GFR_M,N0,N90,90,,6.187,,3,7.57,,3,0.201742751,22.35332148,15.36666667,-91.239693833549,0.08715959285,1.21120820025,True
2005_03_30_36.14__97.11,4,North America,USA,North America_Irrigated,14,75.75445,GFR_M,N0,N180,180,,6.187,,3,9.049,,3,0.380203938,46.2582835,15.9,-1.23969383354896,0.08715959285,1.21120820025,True
2005_03_30_36.14__97.11,4,North America,USA,North America_Irrigated,14,75.75445,GFR_M,N0,N90,90,,6.187,,3,8.272,,3,0.290426001,33.6996929,23.16666667,-91.239693833549,0.08715959285,1.21120820025,True
2005_03_30_36.14__97.11,4,North America,USA,North America_Irrigated,14,75.75445,GFR_M,N0,N180,180,,6.187,,3,9.104,,3,0.386263561,47.14724422,16.20555556,-1.23969383354896,0.08715959285,1.21120820025,True
2006_03_30_36.14__97.11,4,North America,USA,North America_Irrigated,15,450.34264,GFR_H,N0,N90,90,,3.799,,3,6.343,,3,0.512613968,66.96499079,28.26666667,-91.239693833549,0.08715959285,1.21120820025,True
2006_03_30_36.14__97.11,4,North America,USA,North America_Irrigated,15,450.34264,GFR_H,N0,N180,180,,3.799,,3,6.913,,3,0.598665823,81.96893919,17.3,-1.23969383354896,0.08715959285,1.21120820025,True
2006_03_30_36.14__97.11,4,North America,USA,North America_Irrigated,15,450.34264,GFR_H,N0,N90,90,,3.799,,3,5.754,,3,0.415157391,51.46091077,21.72222222,-91.239693833549,0.08715959285,1.21120820025,True
2006_03_30_36.14__97.11,4,North America,USA,North America_Irrigated,15,450.34264,GFR_H,N0,N180,180,,3.799,,3,6.577,,3,0.54884084,73.12450645,15.43333333,-1.23969383354896,0.08715959285,1.21120820025,True
2006_03_30_36.14__97.11,4,North America,USA,North America_Irrigated,15,450.34264,GFR_H,N0,N90,90,,3.799,,3,6.813,,3,0.584094678,79.33666754,33.48888889,-91.239693833549,0.08715959285,1.21120820025,True
2006_03_30_36.14__97.11,4,North America,USA,North America_Irrigated,15,450.34264,GFR_H,N0,N180,180,,3.799,,3,7.116,,3,0.627607896,87.31245064,18.42777778,-1.23969383354896,0.08715959285,1.21120820025,True
2007_03_21_36.14__97.11,4,North America,USA,North America_Irrigated,16,87.0961,GFR_M,N0,N180,180,,1.966,,3,2.171,,3,0.099186869,10.42726348,1.138888889,-1.23969383354896,0.08715959285,1.21120820025,True
2007_03_21_36.14__97.11,4,North America,USA,North America_Irrigated,16,87.0961,GFR_M,N0,N90,90,,1.966,,3,2.405,,3,0.201548882,22.32960326,4.877777778,-91.239693833549,0.08715959285,1.21120820025,True
2007_03_21_36.14__97.11,4,North America,USA,North America_Irrigated,16,87.0961,GFR_M,N0,N180,180,,1.966,,3,3.231,,3,0.496790665,64.34384537,7.027777778,-1.23969383354896,0.08715959285,1.21120820025,True
2007_03_21_36.14__97.11,4,North America,USA,North America_Irrigated,16,87.0961,GFR_M,N0,N90,90,,1.966,,3,2.667,,3,0.304953223,35.65615463,7.788888889,-91.239693833549,0.08715959285,1.21120820025,True
2007_03_21_36.14__97.11,4,North America,USA,North America_Irrigated,16,87.0961,GFR_M,N0,N180,180,,1.966,,3,2.892,,3,0.385947283,47.10071211,5.144444444,-1.23969383354896,0.08715959285,1.21120820025,True
2005_04_12_36.15__97.29,4,North America,USA,North America_Irrigated,17,126.03434,GFR_H,N0,N90,90,,8.842,,3,12.862,,3,0.374764132,45.46482696,44.66666667,-91.239693833549,0.08715959285,1.21120820025,True
2005_04_12_36.15__97.29,4,North America,USA,North America_Irrigated,17,126.03434,GFR_H,N0,N180,180,,8.842,,3,13.814,,3,0.446169475,56.23162181,27.62222222,-1.23969383354896,0.08715959285,1.21120820025,True
2005_04_12_36.15__97.29,4,North America,USA,North America_Irrigated,17,126.03434,GFR_H,N0,N90,90,,8.842,,3,14.21,,3,0.474432847,60.71024655,59.64444444,-91.239693833549,0.08715959285,1.21120820025,True
2005_04_12_36.15__97.29,4,North America,USA,North America_Irrigated,17,126.03434,GFR_H,N0,N180,180,,8.842,,3,13.563,,3,0.427832402,53.39289753,26.22777778,-1.23969383354896,0.08715959285,1.21120820025,True
2005_04_12_36.15__97.29,4,North America,USA,North America_Irrigated,17,126.03434,GFR_H,N0,N90,90,,8.842,,3,13.683,,3,0.436641091,54.75005655,53.78888889,-91.239693833549,0.08715959285,1.21120820025,True
2005_04_12_36.15__97.29,4,North America,USA,North America_Irrigated,17,126.03434,GFR_H,N0,N180,180,,8.842,,3,14.228,,3,0.475698759,60.9138204,29.92222222,-1.23969383354896,0.08715959285,1.21120820025,True
2006_03_31_36.15__97.29,4,North America,USA,North America_Irrigated,18,581.25923,GFR_H,N0,N90,90,,3.001,,3,6.586,,3,0.786000617,119.4601799,39.83333333,-91.239693833549,0.08715959285,1.21120820025,True
2006_03_31_36.15__97.29,4,North America,USA,North America_Irrigated,18,581.25923,GFR_H,N0,N180,180,,3.001,,3,6.405,,3,0.758133369,113.428857,18.91111111,-1.23969383354896,0.08715959285,1.21120820025,True
2006_03_31_36.15__97.29,4,North America,USA,North America_Irrigated,18,581.25923,GFR_H,N0,N90,90,,3.001,,3,7.482,,3,0.913554569,149.3168944,49.78888889,-91.239693833549,0.08715959285,1.21120820025,True
2006_03_31_36.15__97.29,4,North America,USA,North America_Irrigated,18,581.25923,GFR_H,N0,N90,90,,3.001,,3,6.094,,3,0.708359114,103.0656448,34.36666667,-91.239693833549,0.08715959285,1.21120820025,True
2006_03_31_36.15__97.29,4,North America,USA,North America_Irrigated,18,581.25923,GFR_H,N0,N180,180,,3.001,,3,7.971,,3,0.976864389,165.6114628,27.61111111,-1.23969383354896,0.08715959285,1.21120820025,True
2007_03_21_36.15__97.29,4,North America,USA,North America_Irrigated,19,137.24512,GFR_H,N0,N180,180,,6.119,,3,7.285,,3,0.174418755,19.05540121,6.477777778,-1.23969383354896,0.08715959285,1.21120820025,True
2007_03_21_36.15__97.29,4,North America,USA,North America_Irrigated,19,137.24512,GFR_H,N0,N90,90,,6.119,,3,7.679,,3,0.227090646,25.49436182,17.33333333,-91.239693833549,0.08715959285,1.21120820025,True
2007_03_21_36.15__97.29,4,North America,USA,North America_Irrigated,19,137.24512,GFR_H,N0,N180,180,,6.119,,3,8.362,,3,0.312298948,36.65631639,12.46111111,-1.23969383354896,0.08715959285,1.21120820025,True
2007_03_21_36.15__97.29,4,North America,USA,North America_Irrigated,19,137.24512,GFR_H,N0,N180,180,,6.119,,3,7.971,,3,0.264411271,30.2663834,10.28888889,-1.23969383354896,0.08715959285,1.21120820025,True
2005_04_04_35.82__95.66,4,North America,USA,North America_Irrigated,20,68.07871,GFR_M,N0,N90,90,,3.029,,3,4.562,,3,0.409528592,50.61076263,17.03333333,-91.239693833549,0.08715959285,1.21120820025,True
2005_04_04_35.82__95.66,4,North America,USA,North America_Irrigated,20,68.07871,GFR_M,N0,N180,180,,3.029,,3,4.72,,3,0.443576268,55.82700561,9.394444444,-1.23969383354896,0.08715959285,1.21120820025,True
2005_04_04_35.82__95.66,4,North America,USA,North America_Irrigated,20,68.07871,GFR_M,N0,N90,90,,3.029,,3,3.889,,3,0.249919523,28.39220865,9.555555556,-91.239693833549,0.08715959285,1.21120820025,True
2005_04_04_35.82__95.66,4,North America,USA,North America_Irrigated,20,68.07871,GFR_M,N0,N90,90,,3.029,,3,4.519,,3,0.400058198,49.1911522,16.55555556,-91.239693833549,0.08715959285,1.21120820025,True
2005_04_04_35.82__95.66,4,North America,USA,North America_Irrigated,20,68.07871,GFR_M,N0,N180,180,,3.029,,3,4.742,,3,0.448226456,56.55331793,9.516666667,-1.23969383354896,0.08715959285,1.21120820025,True
2007_04_12_35.82__95.66,4,North America,USA,North America_Irrigated,22,117.59333,GFR_H,N0,N90,90,,4.644,,3,10.067,,3,0.773686684,116.7743325,60.25555556,-91.239693833549,0.08715959285,1.21120820025,True
2007_04_12_35.82__95.66,4,North America,USA,North America_Irrigated,22,117.59333,GFR_H,N0,N180,180,,4.644,,3,12.776,,3,1.011992347,175.1076658,45.17777778,-1.23969383354896,0.08715959285,1.21120820025,True
2007_04_12_35.82__95.66,4,North America,USA,North America_Irrigated,22,117.59333,GFR_H,N0,N90,90,,4.644,,3,9.843,,3,0.751184479,111.9509044,57.76666667,-91.239693833549,0.08715959285,1.21120820025,True
2007_04_12_35.82__95.66,4,North America,USA,North America_Irrigated,22,117.59333,GFR_H,N0,N180,180,,4.644,,3,11.025,,3,0.864589357,137.4031008,35.45,-1.23969383354896,0.08715959285,1.21120820025,True
2007_04_12_35.82__95.66,4,North America,USA,North America_Irrigated,22,117.59333,GFR_H,N0,N90,90,,4.644,,3,10.559,,3,0.821402513,127.3686477,65.72222222,-91.239693833549,0.08715959285,1.21120820025,True
2007_04_12_35.82__95.66,4,North America,USA,North America_Irrigated,22,117.59333,GFR_H,N0,N180,180,,4.644,,3,11.332,,3,0.892054518,144.0137812,37.15555556,-1.23969383354896,0.08715959285,1.21120820025,True
2001_05_15_33.38_48.6,5,Asia,Iran,South Asia,23,43.92833,GFR_M,N0,N36,36,,6.468,,3,8.458,,3,0.268245797,30.7668522,55.27777778,-145.239693833549,0.08715959285,1.21120820025,True
2001_05_15_33.38_48.6,5,Asia,Iran,South Asia,23,43.92833,GFR_M,N0,N72,72,RN,6.468,,3,9.888,,3,0.424454959,52.87569573,47.5,-109.239693833549,0.08715959285,1.21120820025,True
2001_05_15_33.38_48.6,5,Asia,Iran,South Asia,23,43.92833,GFR_M,N0,N108,108,RN,6.468,,3,10.434,,3,0.478202763,61.31725417,36.72222222,-73.239693833549,0.08715959285,1.21120820025,True
2001_05_15_33.38_48.6,5,Asia,Iran,South Asia,23,43.92833,GFR_M,N0,N144,144,RN,6.468,,3,10.99,,3,0.530118827,69.91341991,31.40277778,-37.239693833549,0.08715959285,1.21120820025,True
2001_05_15_33.38_48.6,5,Asia,Iran,South Asia,23,43.92833,GFR_M,N0,N180,180,,6.468,,3,11.342,,3,0.561645708,75.35559678,27.07777778,-1.23969383354896,0.08715959285,1.21120820025,True
2002_05_20_33.38_48.6,5,Asia,Iran,South Asia,24,29.92584,GFR_M,N0,N36,36,,6.738,,3,8.811,,3,0.268237796,30.76580588,57.58333333,-145.239693833549,0.08715959285,1.21120820025,True
2002_05_20_33.38_48.6,5,Asia,Iran,South Asia,24,29.92584,GFR_M,N0,N72,72,RN,6.738,,3,10.3,,3,0.42438075,52.86435144,49.47222222,-109.239693833549,0.08715959285,1.21120820025,True
2002_05_20_33.38_48.6,5,Asia,Iran,South Asia,24,29.92584,GFR_M,N0,N108,108,RN,6.738,,3,10.869,,3,0.478151556,61.30899377,38.25,-73.239693833549,0.08715959285,1.21120820025,True
2002_05_20_33.38_48.6,5,Asia,Iran,South Asia,24,29.92584,GFR_M,N0,N144,144,RN,6.738,,3,11.448,,3,0.530051897,69.90204809,32.70833333,-37.239693833549,0.08715959285,1.21120820025,True
2002_05_20_33.38_48.6,5,Asia,Iran,South Asia,24,29.92584,GFR_M,N0,N180,180,,6.738,,3,11.815,,3,0.561606766,75.34876818,28.20555556,-1.23969383354896,0.08715959285,1.21120820025,True
1998_06_12_41.32__7.73,6,Europe,Portugal,Europe,25,0,,N0,N100,100,,8.4918,0.340729035,3,12.4754,0.340694394,3,0.384657713,46.9111378,39.836,-81.239693833549,0.1029016792,1.21737465,True
1998_06_12_41.32__7.73,6,Europe,Portugal,Europe,25,0,,N0,N200,200,,8.4918,0.340729035,3,15.0328,1.618428275,3,0.571133489,77.02724982,32.705,18.760306166451,0.1029016792,1.21737465,True
1998_06_12_41.32__7.73,6,Europe,Portugal,Europe,25,0,,N0,N300,300,RN,8.4918,0.340729035,3,16.8525,0.766605687,3,0.685398022,98.45615771,27.869,118.760306166451,0.1029016792,1.21737465,True
2017_12_01__22.82__48.42,7,South America,Brazil,South America,26,0,,N0,N90,90,RN,1.93548,0.60932,4,4.0681,0.78854,4,0.742820702,110.185587,23.69577778,-91.239693833549,0.1029016792,1.21737465,True
2017_12_01__22.82__48.42,7,South America,Brazil,South America,26,0,,N0,N180,180,,1.93548,0.60932,4,5.21505,0.57348,4,0.991193318,169.4447889,18.21983333,-1.23969383354896,0.1029016792,1.21737465,True
2017_12_01__22.82__48.42,7,South America,Brazil,South America,26,0,,N0,N270,270,,1.93548,0.60932,4,5.48387,0.21506,4,1.041455698,183.33385,13.14218519,88.760306166451,0.1029016792,1.21737465,True
2017_12_01__22.82__48.42,7,South America,Brazil,South America,26,0,,N0,N90,90,RN,1.84588,0.39426,4,4.91039,0.57348,4,0.97839724,166.0189178,34.05011111,-91.239693833549,0.1029016792,1.21737465,True
2017_12_01__22.82__48.42,7,South America,Brazil,South America,26,0,,N0,N180,180,,1.84588,0.39426,4,6.02151,0.64516,4,1.18238193,226.2135133,23.19794444,-1.23969383354896,0.1029016792,1.21737465,True
1996_05_18_32.6_75.08,8,Asia,India,South Asia,27,464.52522,PFR_H,N0,N45,45,,1.95,,3,3.97,,3,0.710936722,103.5897436,44.88888889,-136.239693833549,0.09016234845,1.09034654395,True
1996_05_18_32.6_75.08,8,Asia,India,South Asia,27,464.52522,PFR_H,N0,N90,90,RN,1.95,,3,5.07,,3,0.955511445,160,34.66666667,-91.239693833549,0.09016234845,1.09034654395,True
1997_05_15_32.6_75.08,8,Asia,India,South Asia,28,718.62783,PFR_H,N0,N45,45,,2.574,,3,4.037,,3,0.450040733,56.83760684,32.51111111,-136.239693833549,0.09016234845,1.09034654395,True
1997_05_15_32.6_75.08,8,Asia,India,South Asia,28,718.62783,PFR_H,N0,N90,90,RN,2.574,,3,4.167,,3,0.481735243,61.88811189,17.7,-91.239693833549,0.09016234845,1.09034654395,True
