"group","est","se","lwr","upr","k","n_ref","n_sy","pct","pct_lwr","pct_upr"
"Overall",0.484837672114612,0.0165551406749073,0.452389596391793,0.51728574783743,4317,278,837,62.3911381347169,57.2064299863872,67.7468392798705
