env_ID,gp_id,gp_lat,gp_lon,continent,country,site,region,sowing_date,harvest_date,R1_date,total_days,total_GDD,preR1_days,preR1_GDD,postR1_days,postR1_GDD,total_EDH30,total_EDH35,preR1_EDH30,preR1_EDH35,postR1_EDH30,postR1_EDH35
2020_05_08_37.87_102.83,ERA5_37.75_102.75,37.75,102.75,Asia,China,Gansu_Agricultural and Ecological Water Saving Experimental Station of China Agricultural University  in the Shiyang River Basin,Northwest China,2020/5/8,2020/9/26,,141,1256.002325,,,,,61.50413,0,,,,
2004_03_28_31.95__91.23,ERA5_32.00_-91.25,32,-91.25,North America,USA,"Louisiana_Northeast Research Station in Saint Joseph, LA",North America_Rainfed,2004/3/28,2004/8/13,,138,1919.011385,,,,,868.92231,5.32302,,,,
2004_04_02_32.42__93.64,ERA5_32.50_-93.75,32.5,-93.75,North America,USA,"Louisiana_Red River Research Station in Bossier City, LA",North America_Rainfed,2004/4/2,2004/8/20,,140,1979.53234,,,,,906.67345,16.18351,,,,
2012_06_15_32.3_115.2,ERA5_32.25_115.25,32.25,115.25,Asia,China,"Henan_Zhumadian city, He¡¯nan province",North China Plain,2012/6/15,2012/9/30,2012/8/4,107,1738.55498,51,894.5982,57,843.95678,1656.47463,69.53606,1351.406,67.96082,305.06863,1.57524
2013_06_15_32.3_115.2,ERA5_32.25_115.25,32.25,115.25,Asia,China,"Henan_Zhumadian city, He¡¯nan province",North China Plain,2013/6/15,2013/9/30,2013/8/4,107,1785.085975,51,919.846585,57,865.23939,2766.75826,353.09512,1373.37539,50.82593,1393.38287,302.26919
2014_06_15_32.3_115.2,ERA5_32.25_115.25,32.25,115.25,Asia,China,"Henan_Zhumadian city, He¡¯nan province",North China Plain,2014/6/15,2014/9/30,2014/8/4,107,1586.027005,51,814.05573,57,771.971275,568.77095,17.45562,498.08324,17.45562,70.68771,0
2003_04_20_47.55_21.45,ERA5_47.50_21.50,47.5,21.5,Europe,Hungary,"L¨¢t¨®k¨¦p experimental site of the University of Debrecen, Centre of Agricultural Sciences and Engineering",Europe,2003/4/20,2003/9/18,2003/7/13,151,1648.254895,85,881.824805,67,766.43009,469.88608,0.4663,210.69807,0,259.18801,0.4663
2004_04_24_47.55_21.45,ERA5_47.50_21.50,47.5,21.5,Europe,Hungary,"L¨¢t¨®k¨¦p experimental site of the University of Debrecen, Centre of Agricultural Sciences and Engineering",Europe,2004/4/24,2004/10/27,2004/7/13,186,1498.04488,81,650.356685,106,847.688195,189.10402,0.0796,39.04834,0.0796,150.05568,0
2006_04_23_47.55_21.45,ERA5_47.50_21.50,47.5,21.5,Europe,Hungary,"L¨¢t¨®k¨¦p experimental site of the University of Debrecen, Centre of Agricultural Sciences and Engineering",Europe,2006/4/23,2006/10/16,2006/7/10,176,1611.95434,79,662.402225,98,949.552115,322.37738,0,63.72923,0,258.64815,0
2007_04_21_47.55_21.45,ERA5_47.50_21.50,47.5,21.5,Europe,Hungary,"L¨¢t¨®k¨¦p experimental site of the University of Debrecen, Centre of Agricultural Sciences and Engineering",Europe,2007/4/21,2007/10/8,2007/7/11,170,1738.62395,82,841.82497,89,896.79898,1102.67451,207.07973,133.86206,0,968.81245,207.07973
2011_04_27_47.55_21.45,ERA5_47.50_21.50,47.5,21.5,Europe,Hungary,Experiment Site of the University of Debrecen in Eastern Hungary?,Europe,2011/4/27,2011/10/6,,162,1663.01135,,,,,438.12404,6.50495,,,,
2012_04_27_47.55_21.45,ERA5_47.50_21.50,47.5,21.5,Europe,Hungary,Experiment Site of the University of Debrecen in Eastern Hungary?,Europe,2012/4/27,2012/10/6,,162,1776.07294,,,,,1329.8929,137.63125,,,,
2013_04_27_47.55_21.45,ERA5_47.50_21.50,47.5,21.5,Europe,Hungary,Experiment Site of the University of Debrecen in Eastern Hungary?,Europe,2013/4/27,2013/10/6,,162,1549.504145,,,,,651.99736,41.92917,,,,
2014_04_27_47.55_21.45,ERA5_47.50_21.50,47.5,21.5,Europe,Hungary,Experiment Site of the University of Debrecen in Eastern Hungary?,Europe,2014/4/27,2014/10/6,,162,1566.15755,,,,,272.11034,1.89825,,,,
2015_04_27_47.55_21.45,ERA5_47.50_21.50,47.5,21.5,Europe,Hungary,Experiment Site of the University of Debrecen in Eastern Hungary?,Europe,2015/4/27,2015/10/6,,162,1702.741035,,,,,1337.02532,113.509,,,,
2016_04_27_47.55_21.45,ERA5_47.50_21.50,47.5,21.5,Europe,Hungary,Experiment Site of the University of Debrecen in Eastern Hungary?,Europe,2016/4/27,2016/10/6,,162,1609.974875,,,,,232.18203,0,,,,
2007_04_24_47.55_21.45,ERA5_47.50_21.50,47.5,21.5,Europe,Hungary,the L¨¢t¨®k¨¦p Experimental Station ofthe Centre for Agricultural and Applied Economic Sciences of the University of Debrecen in Eastern Hungary,Europe,2007/4/24,2007/10/8,2007/7/4,167,1725.7087,72,758.182165,96,967.526535,1102.67451,207.07973,117.13296,0,985.54155,207.07973
2008_04_22_47.55_21.45,ERA5_47.50_21.50,47.5,21.5,Europe,Hungary,the L¨¢t¨®k¨¦p Experimental Station ofthe Centre for Agricultural and Applied Economic Sciences of the University of Debrecen in Eastern Hungary,Europe,2008/4/22,2008/10/8,2008/7/11,169,1581.31463,81,749.67815,89,831.63648,353.40567,11.50487,44.49578,0,308.90989,11.50487
2009_04_27_38.04__103.7,ERA5_38.00_-103.75,38,-103.75,North America,USA,"Colorado_Arkansas Valley Research Center, near Rocky Ford, CO",North America_Irrigated,2009/4/27,2009/10/7,2009/7/6,163,1860.143255,71,769.315965,93,1090.82729,1520.56597,95.29718,486.35794,7.58501,1034.20803,87.71217
2010_04_28_38.04__103.7,ERA5_38.00_-103.75,38,-103.75,North America,USA,"Colorado_Arkansas Valley Research Center, near Rocky Ford, CO",North America_Irrigated,2010/4/28,2010/9/20,2010/7/6,145,1881.3002,70,794.611465,76,1086.688735,3031.69051,333.37739,1108.79067,136.27357,1922.89984,197.10382
2011_04_22_38.04__103.7,ERA5_38.00_-103.75,38,-103.75,North America,USA,"Colorado_Arkansas Valley Research Center, near Rocky Ford, CO",North America_Irrigated,2011/4/22,2011/9/20,2011/7/1,151,1849.236815,71,706.9755,81,1142.261315,3244.47356,444.13437,760.60823,80.20205,2483.86533,363.93232
2007_04_19_39.73__95.17,ERA5_39.75_-95.25,39.75,-95.25,North America,USA,"Kansas_Doniphan County, Bendena, KS",North America_Irrigated,2007/4/19,2007/8/22,,125,1697.4403,,,,,1280.33179,65.97294,,,,
2009_05_18_39.8__95.17,ERA5_39.75_-95.25,39.75,-95.25,North America,USA,"Kansas_Marshall County, Marysville, KS",North America_Irrigated,2009/5/18,2009/11/1,,167,1752.031435,,,,,403.09786,4.90796,,,,
2008_05_19_39.13__96.63,ERA5_39.25_-96.75,39.25,-96.75,North America,USA,"Kansas_Riley County, Ashland Bottoms Research Farm located south of Manhattan, KS",North America_Irrigated,2008/5/19,2008/9/20,,124,1703.889385,,,,,1019.29012,54.22555,,,,
2009_05_19_39.13__96.63,ERA5_39.25_-96.75,39.25,-96.75,North America,USA,"Kansas_Riley County, Ashland Bottoms Research Farm located south of Manhattan, KS",North America_Irrigated,2009/5/19,2009/11/27,,192,1881.17051,,,,,728.03496,13.59063,,,,
2013_06_17_36.17_117.15,ERA5_36.25_117.25,36.25,117.25,Asia,China,"Shandong_Corn Research Center of the Shan-dong Agricultural University, Tai¡¯an, Shandong province",North China Plain,2013/6/17,2013/10/5,2013/8/9,110,1584.83395,54,859.346325,57,725.487625,404.90216,0,206.67077,0,198.23139,0
2014_06_17_36.17_117.15,ERA5_36.25_117.25,36.25,117.25,Asia,China,"Shandong_Corn Research Center of the Shan-dong Agricultural University, Tai¡¯an, Shandong province",North China Plain,2014/6/17,2014/10/5,2014/8/9,110,1449.217815,54,804.71007,57,644.507745,199.95324,0,199.88784,0,0.0654,0
2015_06_17_36.17_117.15,ERA5_36.25_117.25,36.25,117.25,Asia,China,"Shandong_Corn Research Center of the Shan-dong Agricultural University, Tai¡¯an, Shandong province",North China Plain,2015/6/17,2015/10/5,2015/8/9,110,1469.97669,54,797.19335,57,672.78334,165.85276,0.87045,146.11865,0.87045,19.73411,0
2014_06_15_36.15_117.15,ERA5_36.25_117.25,36.25,117.25,Asia,China,"Shandong_New Fertilizer Experiment Station, Shandong Agriculture University",North China Plain,2014/6/15,2014/10/3,2014/8/28,110,1456.609505,75,1093.156965,36,363.45254,199.95324,0,199.95324,0,0,0
2015_06_15_36.15_117.15,ERA5_36.25_117.25,36.25,117.25,Asia,China,"Shandong_New Fertilizer Experiment Station, Shandong Agriculture University",North China Plain,2015/6/15,2015/10/3,2015/8/28,110,1479.683925,75,1100.08846,36,379.595465,165.85276,0.87045,165.85276,0.87045,0,0
2006_06_10_36.17_117.15,ERA5_36.25_117.25,36.25,117.25,Asia,China,Shandong_Shandong,North China Plain,2006/6/10,2006/10/9,2006/8/11,121,1678.99172,63,973.01908,59,705.97264,197.84731,0,160.31877,0,37.52854,0
2013_06_15_36.17_117.15,ERA5_36.25_117.25,36.25,117.25,Asia,China,Shandong_Shandong Agricultural University Experimental Farm in Shandong,North China Plain,2013/6/15,2013/9/28,,105,1557.072045,,,,,405.45072,0,,,,
2013_06_15_36.17_117.15,ERA5_36.25_117.25,36.25,117.25,Asia,China,Shandong_Shandong Agricultural University Experimental Farm in Shandong,North China Plain,2013/6/15,2013/10/5,,112,1614.58331,,,,,405.45072,0,,,,
2014_06_13_36.17_117.15,ERA5_36.25_117.25,36.25,117.25,Asia,China,Shandong_Shandong Agricultural University Experimental Farm in Shandong,North China Plain,2014/6/13,2014/9/29,,108,1463.02783,,,,,203.8455,0,,,,
2015_06_18_36.17_117.15,ERA5_36.25_117.25,36.25,117.25,Asia,China,Shandong_Shandong Agricultural University Experimental Farm in Shandong,North China Plain,2015/6/18,2015/10/5,,109,1454.04641,,,,,165.55065,0.87045,,,,
2009_06_15_36.17_117.15,ERA5_36.25_117.25,36.25,117.25,Asia,China,"Shandong_Shandong Agriculture University Ecological Station in Taian, Shandong Province",North China Plain,2009/6/15,2009/10/5,,112,1493.018325,,,,,241.96003,1.37129,,,,
2010_06_15_36.17_117.15,ERA5_36.25_117.25,36.25,117.25,Asia,China,"Shandong_Shandong Agriculture University Ecological Station in Taian, Shandong Province",North China Plain,2010/6/15,2010/10/5,,112,1573.363085,,,,,276.15773,1.92517,,,,
2008_06_15_36.27_117.26,ERA5_36.25_117.25,36.25,117.25,Asia,China,"Shandong_Zhaizi village, Tai¡¯an City, Shandong Province",North China Plain,2008/6/15,2008/10/14,,121,1525.497475,,,,,68.18254,0,,,,
2017_06_04_36.28_117.27,ERA5_36.25_117.25,36.25,117.25,Asia,China,"Shandong_Shandong Agriculture University Farm Station in Mazhuang, Taian, Shandong Province",North China Plain,2017/6/4,2017/9/26,2017/8/11,114,1664.97791,69,1057.569905,46,607.408005,347.20297,0,339.20068,0,8.00229,0
2018_06_04_36.28_117.27,ERA5_36.25_117.25,36.25,117.25,Asia,China,"Shandong_Shandong Agriculture University Farm Station in Mazhuang, Taian, Shandong Province",North China Plain,2018/6/4,2018/9/26,2018/8/11,114,1695.332225,69,1100.80781,46,594.524415,698.59506,0,661.58074,0,37.01432,0
2010_06_15_36.9_115,ERA5_37.00_115.00,37,115,Asia,China,"Hebei_Quzhou (QZ) County, Hebei Province",North China Plain,2010/6/15,2010/10/5,2010/8/10,112,1683.57105,57,983.17247,56,700.39858,1459.19713,142.61594,1400.7451,142.61594,58.45203,0
2011_06_15_36.9_115,ERA5_37.00_115.00,37,115,Asia,China,"Hebei_Quzhou (QZ) County, Hebei Province",North China Plain,2011/6/15,2011/10/5,2011/8/16,112,1591.020395,63,1060.221745,50,530.79865,1166.7493,43.62016,1147.76157,43.62016,18.98773,0
2009_06_15_36.9_115,ERA5_37.00_115.00,37,115,Asia,China,"Hebei_Research station ofthe China Agricultural University (CAU)in Quzhou County, Hebei Province,?",North China Plain,2009/6/15,2009/10/5,,112,1664.166755,,,,,1754.23065,365.82743,,,,
2010_06_15_36.9_115,ERA5_37.00_115.00,37,115,Asia,China,"Hebei_Quzhou (QZ) County, Hebei Province",North China Plain,2010/6/15,2010/10/5,,112,1683.57105,,,,,1459.19713,142.61594,,,,
2011_06_15_36.9_115,ERA5_37.00_115.00,37,115,Asia,China,"Hebei_Quzhou (QZ) County, Hebei Province",North China Plain,2011/6/15,2011/10/5,,112,1591.020395,,,,,1166.7493,43.62016,,,,
2006_05_29_45.28__73.33,ERA5_45.25_-73.25,45.25,-73.25,North America,Canada,"L¡¯Acadie, QC",North America_Rainfed,2006/5/29,2006/11/2,2006/8/11,157,1209.34697,75,825.24117,83,384.1058,42.87783,0,42.87783,0,0,0
2007_05_09_45.28__73.33,ERA5_45.25_-73.25,45.25,-73.25,North America,Canada,"L¡¯Acadie, QC",North America_Rainfed,2007/5/9,2007/10/13,2007/7/22,157,1314.702175,75,625.15599,83,689.546185,35.6409,0,22.78471,0,12.85619,0
2008_05_12_45.28__73.33,ERA5_45.25_-73.25,45.25,-73.25,North America,Canada,"L¡¯Acadie, QC",North America_Rainfed,2008/5/12,2008/10/16,2008/7/25,157,1274.911245,75,652.552395,83,622.35885,10.56242,0,10.56242,0,0,0
2008_04_27_40_116,ERA5_40.00_116.00,40,116,Asia,China,"Beijing_Shangzhuang Experimental Station of the China Agricultural University, Beijing",North China Plain,2008/4/27,2008/9/19,2008/7/25,145,1707.111765,90,981.57991,56,725.531855,184.72866,0,89.8583,0,94.87036,0
2009_04_27_40_116,ERA5_40.00_116.00,40,116,Asia,China,"Beijing_Shangzhuang Experimental Station of the China Agricultural University, Beijing",North China Plain,2009/4/27,2009/9/21,2009/7/19,147,1790.7101,84,1017.15516,64,773.55494,477.84928,13.22303,385.69083,13.22303,92.15845,0
2010_04_29_40_116,ERA5_40.00_116.00,40,116,Asia,China,"Beijing_Shangzhuang Experimental Station of the China Agricultural University, Beijing",North China Plain,2010/4/29,2010/10/4,2010/7/19,158,1866.58685,82,950.49951,77,916.08734,431.28126,28.10874,270.25496,28.10874,161.0263,0
2006_10_20__34.93__60.57,ERA5_-35.00_-60.50,-35,-60.5,South America,Argentina,Experimental Station of the National Institute of Agricultural Technology (INTA) located at Pergamino,South America,2006/10/20,2007/2/25,,128,1481.199845,,,,,258.46282,0.15798,,,,
2007_10_22__34.93__60.57,ERA5_-35.00_-60.50,-35,-60.5,South America,Argentina,Experimental Station of the National Institute of Agricultural Technology (INTA) located at Pergamino,South America,2007/10/22,2008/2/27,,128,1468.848765,,,,,457.46229,7.86607,,,,
2000_04_27_40.65__105,ERA5_40.75_-105.00,40.75,-105,North America,USA,"Colorado_Agricultural Research Development and Education Center (ARDEC)  near Fort Collins, CO",North America_Irrigated,2000/4/27,2000/9/21,2000/7/31,147,1383.37887,96,844.987325,52,538.391545,280.87287,0,159.60266,0,121.27021,0
2002_04_24_40.65__105,ERA5_40.75_-105.00,40.75,-105,North America,USA,"Colorado_Agricultural Research Development and Education Center (ARDEC)  near Fort Collins, CO",North America_Irrigated,2002/4/24,2002/9/18,2002/7/28,147,1337.16577,96,833.686635,52,503.479135,489.96075,0.74542,390.82442,0.74542,99.13633,0
2004_04_27_40.65__105,ERA5_40.75_-105.00,40.75,-105,North America,USA,"Colorado_Agricultural Research Development and Education Center (ARDEC)  near Fort Collins, CO",North America_Irrigated,2004/4/27,2004/9/21,2004/7/31,147,1121.21078,96,697.29514,52,423.91564,56.10027,0,52.58249,0,3.51778,0
2001_04_30_40.65__105,ERA5_40.75_-105.00,40.75,-105,North America,USA,"Colorado_Agricultural Research Development and Education Center (ARDEC) near Fort Collins, CO",North America_Irrigated,2001/4/30,2001/9/24,2001/7/31,147,1333.268225,93,813.87605,55,519.392175,145.01159,0,100.34209,0,44.6695,0
2002_04_24_40.65__105,ERA5_40.75_-105.00,40.75,-105,North America,USA,"Colorado_Agricultural Research Development and Education Center (ARDEC)  near Fort Collins, CO",North America_Irrigated,2002/4/24,2002/9/18,2002/7/31,147,1337.16577,99,869.443615,49,467.722155,489.96075,0.74542,443.56193,0.74542,46.39882,0
2003_04_28_40.65__105,ERA5_40.75_-105.00,40.75,-105,North America,USA,"Colorado_Agricultural Research Development and Education Center (ARDEC) near Fort Collins, CO",North America_Irrigated,2003/4/28,2003/9/22,2003/7/31,147,1225.554845,95,727.20298,53,498.351865,372.17655,6.57061,315.24522,6.57061,56.93133,0
2013_05_25_40.65__105,ERA5_40.75_-105.00,40.75,-105,North America,USA,"Colorado_Fort Collins, CO",North America_Irrigated,2013/5/25,2013/10/20,,148,1352.032615,,,,,334.31093,0.1258,,,,
2014_05_25_40.65__105,ERA5_40.75_-105.00,40.75,-105,North America,USA,"Colorado_Fort Collins, CO",North America_Irrigated,2014/5/25,2014/10/20,,148,1245.80246,,,,,121.02167,0.28427,,,,
2020_06_24_34.11_71.47,ERA5_34.00_71.50,34,71.5,Asia,Pakistan,University of Agriculture Peshawar,South Asia,2020/6/24,2020/10/11,2020/8/18,109,1926.83312,56,1040.36187,54,886.47125,5052.42675,910.32141,3834.96904,848.73703,1217.45771,61.58438
2006_06_22_34.02_71.48,ERA5_34.00_71.50,34,71.5,Asia,Pakistan,"KPK Agricultural University Peshawar, Pakistan",South Asia,2006/6/22,2006/10/3,,103,1818.338865,,,,,3885.55346,715.27106,,,,
2017_06_06_34.02_71.47,ERA5_34.00_71.50,34,71.5,Asia,Pakistan,Agronomy Research Farm of the University of Agriculture Peshawar,South Asia,2017/6/6,2017/9/19,2017/7/31,105,1896.198355,56,1037.935885,50,858.26247,4728.12013,866.92031,3614.12081,837.92055,1113.99932,28.99976
2017_06_16_34.02_71.47,ERA5_34.00_71.50,34,71.5,Asia,Pakistan,Agronomy Research Farm of the University of Agriculture Peshawar,South Asia,2017/6/16,2017/9/29,2017/8/10,105,1878.48923,56,1038.29459,50,840.19464,4110.88283,613.65687,3032.00516,590.37186,1078.87767,23.28501
2012_12_28__22.7__47.62,ERA5_-22.75_-47.50,-22.75,-47.5,South America,Brazil,Piracicaba,South America,2012/12/28,2013/6/19,2013/3/29,173,2209.695085,92,1320.669465,82,889.02562,210.68722,0,207.16279,0,3.52443,0
2009_05_04_40.01__93.74,ERA5_40.00_-93.75,40,-93.75,North America,USA,"Missouri_Boone County, Iowa",North America_Rainfed,2009/5/4,2009/10/3,2009/7/25,152,1703.14949,83,951.628525,70,751.520965,217.43275,0,168.74167,0,48.69108,0
2010_04_22_40.01__93.74,ERA5_40.00_-93.75,40,-93.75,North America,USA,"Missouri_Boone County, Iowa",North America_Rainfed,2010/4/22,2010/9/21,2010/7/18,152,1933.056985,88,1010.222575,65,922.83441,560.87905,1.24371,168.49349,0,392.38556,1.24371
2005_05_09_40.75__98.77,ERA5_40.75_-98.75,40.75,-98.75,North America,USA,"Nebraska_Nebraska Management Systems Evaluation Area (MSEA) project near Shelton, NE",North America_Irrigated,2005/5/9,2005/10/3,,147,1828.67456,,,,,911.02439,50.23769,,,,
1997_05_07_40.78__98.74,ERA5_40.75_-98.75,40.75,-98.75,North America,USA,"Nebraska_Management Systems Evaluation Area (MSEA) project near Shelton, NE",North America_Irrigated,1997/5/7,1997/10/1,1997/7/20,147,1628.771925,75,785.71354,73,843.058385,487.18206,10.27221,227.80961,1.23947,259.37245,9.03274
1998_05_05_40.78__98.74,ERA5_40.75_-98.75,40.75,-98.75,North America,USA,"Nebraska_Management Systems Evaluation Area (MSEA) project near Shelton, NE",North America_Irrigated,1998/5/5,1998/9/29,1998/7/20,147,1751.23844,77,866.82343,71,884.41501,668.14467,13.83763,371.68016,8.74131,296.46451,5.09632
1999_05_10_45.38__75.72,ERA5_45.50_-75.75,45.5,-75.75,North America,Canada,Ottawa,North America_Rainfed,1999/5/10,1999/10/14,,157,1349.531195,,,,,40.5263,0,,,,
2016_05_07_40.8_123.55,ERA5_40.75_123.50,40.75,123.5,Asia,China,"Liaoning_New Fertiliser Experiment Station, Shenyang Agricultural University, Liaoning province",Northeast China,2016/5/7,2016/9/28,2016/8/15,144,1524.178215,101,1111.55546,44,412.622755,68.28178,0,65.24242,0,3.03936,0
2017_05_11_40.8_123.55,ERA5_40.75_123.50,40.75,123.5,Asia,China,"Liaoning_New Fertiliser Experiment Station, Shenyang Agricultural University, Liaoning province",Northeast China,2017/5/11,2017/9/24,2017/8/19,136,1513.769385,101,1176.553055,36,337.21633,62.42858,0,62.42858,0,0,0
2006_10_13__37.7__58.4,ERA5_-37.75_-58.50,-37.75,-58.5,South America,Argentina,Exp1,South America,2006/10/13,2007/2/18,2007/1/1,128,1151.18097,81,650.56428,48,500.61669,115.84485,4.27096,24.68979,0,91.15506,4.27096
2006_10_11__35.1__60.2,ERA5_-35.00_-60.25,-35,-60.25,South America,Argentina,Exp2,South America,2006/10/11,2007/2/16,2006/12/30,128,1446.726085,81,830.084505,48,616.64158,253.45504,0.73036,127.09574,0.01293,126.3593,0.71743
2007_09_24__35.3__60.5,ERA5_-35.25_-60.50,-35.25,-60.5,South America,Argentina,Exp3,South America,2007/9/24,2008/1/30,2007/12/13,128,1276.386205,81,668.07495,48,608.311255,352.16481,4.98923,65.86187,0,286.30294,4.98923
2013_10_17__34__61.8,ERA5_-34.00_-61.75,-34,-61.75,South America,Argentina,Exp4,South America,2013/10/17,2014/2/22,2014/1/5,128,1606.331145,81,968.99664,48,637.334505,868.42922,41.86811,526.76915,16.63347,341.66007,25.23464
2014_09_20__35.6__61.1,ERA5_-35.50_-61.00,-35.5,-61,South America,Argentina,Exp5,South America,2014/9/20,2015/1/26,2014/12/9,128,1298.31069,81,711.154275,48,587.156415,348.48827,0.46925,153.59593,0,194.89234,0.46925
2006_10_11__35.45__60.88,ERA5_-35.50_-61.00,-35.5,-61,South America,Argentina,9 de Julio,South America,2006/10/11,2007/2/15,2006/12/14,127,1405.291905,65,610.766595,63,794.52531,183.06795,0,61.9249,0,121.14305,0
2007_09_24__35.45__60.88,ERA5_-35.50_-61.00,-35.5,-61,South America,Argentina,9 de Julio,South America,2007/9/24,2008/2/7,2007/12/12,136,1382.22422,80,653.55839,57,728.66583,357.02965,0.6772,67.9872,0,289.04245,0.6772
2002_05_06_42.94__92.57,ERA5_43.00_-92.50,43,-92.5,North America,USA,Iowa_Iowa State University Northeast Research and Demonstration Farm near Nashua,North America_Rainfed,2002/5/6,2002/10/5,,152,1537.88475,,,,,79.66785,0,,,,
2003_05_06_42.94__92.57,ERA5_43.00_-92.50,43,-92.5,North America,USA,Iowa_Iowa State University Northeast Research and Demonstration Farm near Nashua,North America_Rainfed,2003/5/6,2003/10/5,,152,1420.255775,,,,,116.987,0,,,,
2004_05_06_42.94__92.57,ERA5_43.00_-92.50,43,-92.5,North America,USA,Iowa_Iowa State University Northeast Research and Demonstration Farm near Nashua,North America_Rainfed,2004/5/6,2004/10/5,,152,1417.750045,,,,,9.82322,0,,,,
2012_06_16_35.19_113.8,ERA5_35.25_113.75,35.25,113.75,Asia,China,"Henan_Xinxiang Experimental Station of the Chinese Academy of Agricultural Sciences, located in Xinxiang County",North China Plain,2012/6/16,2012/10/8,2012/8/8,114,1716.83767,54,912.0288,61,804.80887,1167.36049,87.87152,1057.43382,83.07137,109.92667,4.80015
2013_06_12_35.19_113.8,ERA5_35.25_113.75,35.25,113.75,Asia,China,"Henan_Xinxiang Experimental Station of the Chinese Academy of Agricultural Sciences, located in Xinxiang County",North China Plain,2013/6/12,2013/10/5,2013/8/4,115,1874.84742,54,916.28892,62,958.5585,2325.60696,213.09551,952.0705,33.07442,1373.53646,180.02109
2017_06_15_35.3_113.87,ERA5_35.25_113.75,35.25,113.75,Asia,China,Henan_Xinxiang,North China Plain,2017/6/15,2017/10/14,,121,1804.80647,,,,,2410.75552,256.01092,,,,
2018_06_15_35.19_113.8,ERA5_35.25_113.75,35.25,113.75,Asia,China,"Henan_Xinxiang Experimental Station of the Chinese Academy of Agricultural Sciences, located in Xinxiang County",North China Plain,2018/6/15,2018/10/14,2018/8/10,121,1865.032735,57,1012.32931,65,852.703425,2292.09309,167.02102,1755.03034,130.55536,537.06275,36.46566
2007_05_20_33.86_73.74,ERA5_33.75_73.75,33.75,73.75,Asia,Pakistan,"Northeast of Pakistan under the foothills of the great Himalayas in Rawalakot District, Poonch Division, Azad Jammu and Kashmir",South Asia,2007/5/20,2007/9/2,,105,1556.7848,,,,,538.8757,124.77359,,,,
2008_05_24_33.86_73.74,ERA5_33.75_73.75,33.75,73.75,Asia,Pakistan,"Northeast of Pakistan under the foothills of the great Himalayas in Rawalakot District, Poonch Division, Azad Jammu and Kashmir",South Asia,2008/5/24,2008/9/6,,105,1522.949315,,,,,51.07996,0,,,,
2019_06_15_36.65_117.02,ERA5_36.75_117.00,36.75,117,Asia,China,"Shandong_State Key Laboratory of Crop Biology and at Mazhuang research field, Shandong Province",North China Plain,2019/6/15,2019/10/3,,110,1690.496905,,,,,1324.18033,56.54832,,,,
2020_06_15_36.65_117.02,ERA5_36.75_117.00,36.75,117,Asia,China,"Shandong_State Key Laboratory of Crop Biology and at Mazhuang research field, Shandong Province",North China Plain,2020/6/15,2020/10/3,,110,1641.897175,,,,,562.45358,0.08907,,,,
2019_06_05_36.65_117.02,ERA5_36.75_117.00,36.75,117,Asia,China,"Shandong_Mazhuang research field, Shandong province",North China Plain,2019/6/5,2019/10/4,,121,1852.961295,,,,,1521.39052,60.37533,,,,
2020_06_05_36.65_117.02,ERA5_36.75_117.00,36.75,117,Asia,China,"Shandong_Mazhuang research field, Shandong province",North China Plain,2020/6/5,2020/10/4,,121,1808.49936,,,,,804.25201,13.05394,,,,
2011_04_05_41.72_0.43,ERA5_41.75_0.50,41.75,0.5,Europe,Spain,Almacelles (low altitude),Europe,2011/4/5,2011/9/23,,171,2127.132095,,,,,1601.54826,71.0478,,,,
2012_04_05_41.72_0.43,ERA5_41.75_0.50,41.75,0.5,Europe,Spain,Almacelles (low altitude),Europe,2012/4/5,2012/9/23,,171,2085.091755,,,,,2178.43842,237.384,,,,
2010_04_05_41.72_0.43,ERA5_41.75_0.50,41.75,0.5,Europe,Spain,Almacelles (high altitude),Europe,2010/4/5,2010/9/23,,171,1981.88023,,,,,1796.46355,118.27618,,,,
1997_07_05_13.15_1.12,ERA5_13.25_1.00,13.25,1,Africa,Niger,"Lossa, 75 km from Niamey",West Africa,1997/7/5,1997/10/23,,110,1959.205065,,,,,3793.90553,395.74583,,,,
1998_07_05_13.15_1.12,ERA5_13.25_1.00,13.25,1,Africa,Niger,"Lossa, 75 km from Niamey",West Africa,1998/7/5,1998/10/23,,110,1929.17876,,,,,2368.71455,135.27185,,,,
1997_07_05_13.92_5.25,ERA5_14.00_5.25,14,5.25,Africa,Niger,"Konni, 440 km from Niamey",West Africa,1997/7/5,1997/10/23,,110,1983.39324,,,,,4264.59013,558.43597,,,,
1998_07_05_13.92_5.25,ERA5_14.00_5.25,14,5.25,Africa,Niger,"Konni, 440 km from Niamey",West Africa,1998/7/5,1998/10/23,,110,1933.397955,,,,,2884.39272,245.60371,,,,
1998_07_05_10.63_3.75,ERA5_10.75_3.75,10.75,3.75,Africa,Niger,"Bengou, 300 km south of Niamey",West Africa,1998/7/5,1998/10/23,,110,1799.89102,,,,,368.13015,0,,,,
2000_01_06_14.07_100.62,ERA5_14.00_100.50,14,100.5,Asia,Thailand,Asia Institute of Technology,South Asia,2000/1/6,2000/4/10,2000/2/29,95,1608.502125,55,877.281645,41,731.22048,2227.00295,163.82115,709.21329,2.28386,1517.78966,161.53729
2004_04_28_43.12__93.32,ERA5_43.00_-93.25,43,-93.25,North America,USA,Iowa_Cerro Gordo,North America_Rainfed,2004/4/28,2004/9/27,2004/7/13,152,1432.52896,77,672.452835,76,760.076125,15.87262,0,11.3649,0,4.50772,0
