env_ID,gp_id,gp_lat,gp_lon,continent,country,site,region,sowing_date,harvest_date,R1_date,total_days,total_GDD,preR1_days,preR1_GDD,postR1_days,postR1_GDD,total_EDH30,total_EDH35,preR1_EDH30,preR1_EDH35,postR1_EDH30,postR1_EDH35
2014_06_15_34.2_108.12,ERA5_34.25_108.00,34.25,108,Asia,China,"Shaanxi_Northwest A&F University, Yangling, Shaanxi province",Northwest China,2014/6/15,2014/11/4,,142,1507.769995,,,,,297.87125,0,,,,
2015_06_15_34.2_108.12,ERA5_34.25_108.00,34.25,108,Asia,China,"Shaanxi_Northwest A&F University, Yangling, Shaanxi province",Northwest China,2015/6/15,2015/11/4,,142,1482.56885,,,,,224.78528,0,,,,
2016_06_14_34.2_108.12,ERA5_34.25_108.00,34.25,108,Asia,China,"Shaanxi_Northwest A&F University, Yangling, Shaanxi province",Northwest China,2016/6/14,2016/11/3,,142,1626.471895,,,,,514.53398,0.40944,,,,
2017_06_15_35.97_116.97,ERA5_36.00_117.00,36,117,Asia,China,"Shandong_research station of the State Key Laboratory of Crop Science, in Shandong Province",North China Plain,2017/6/15,2017/9/30,,107,1638.237355,,,,,673.95123,0,,,,
2018_06_15_35.97_116.97,ERA5_36.00_117.00,36,117,Asia,China,"Shandong_research station of the State Key Laboratory of Crop Science, in Shandong Province",North China Plain,2018/6/15,2018/9/30,,107,1651.077235,,,,,1115.25412,15.5956,,,,
2016_06_15_35.96_117.11,ERA5_36.00_117.00,36,117,Asia,China,"Shandong_State Key Laboratory of Crop Biology and Dawenkou Town, Tai¡¯an",North China Plain,2016/6/15,2016/10/1,2016/8/7,108,1632.02733,54,874.08007,55,757.94726,457.81921,0,321.95404,0,135.86517,0
2017_06_15_35.96_117.11,ERA5_36.00_117.00,36,117,Asia,China,"Shandong_State Key Laboratory of Crop Biology and Dawenkou Town, Tai¡¯an",North China Plain,2017/6/15,2017/10/1,2017/8/7,108,1648.93962,54,890.72788,55,758.21174,673.95123,0,563.09797,0,110.85326,0
2018_06_15_35.96_117.11,ERA5_36.00_117.00,36,117,Asia,China,"Shandong_State Key Laboratory of Crop Biology and Dawenkou Town, Tai¡¯an",North China Plain,2018/6/15,2018/10/1,2018/8/7,108,1659.23732,54,915.22614,55,744.01118,1115.25412,15.5956,905.66121,12.57089,209.59291,3.02471
2007_04_25_36.03_104.42,ERA5_36.00_104.50,36,104.5,Asia,China,"Gansu_Zhonglianchuan in the northern mountainous region of Yuzhong County, Gansu Province",Northwest China,2007/4/25,2007/9/25,,153,1125.205985,,,,,0,0,,,,
2008_04_25_36.03_104.42,ERA5_36.00_104.50,36,104.5,Asia,China,"Gansu_Zhonglianchuan in the northern mountainous region of Yuzhong County, Gansu Province",Northwest China,2008/4/25,2008/9/25,,153,1167.38833,,,,,2.76592,0,,,,
2009_04_25_36.03_104.42,ERA5_36.00_104.50,36,104.5,Asia,China,"Gansu_Zhonglianchuan in the northern mountainous region of Yuzhong County, Gansu Province",Northwest China,2009/4/25,2009/9/25,,153,1113.14831,,,,,5.55308,0,,,,
2010_04_25_36.03_104.42,ERA5_36.00_104.50,36,104.5,Asia,China,"Gansu_Zhonglianchuan in the northern mountainous region of Yuzhong County, Gansu Province",Northwest China,2010/4/25,2010/9/25,,153,1156.97071,,,,,66.7073,0.66258,,,,
2013_05_02_36.03_104.42,ERA5_36.00_104.50,36,104.5,Asia,China,"Gansu_Semiarid Ecosystem Research Station run by Lanzhou University in Yuzhong County, Gansu Province",Northwest China,2013/5/2,2013/10/22,,173,1208.32224,,,,,0.14174,0,,,,
2014_04_28_36.03_104.42,ERA5_36.00_104.50,36,104.5,Asia,China,"Gansu_Semiarid Ecosystem Research Station run by Lanzhou University in Yuzhong County, Gansu Province",Northwest China,2014/4/28,2014/10/17,,172,1139.884265,,,,,16.06547,0,,,,
2015_04_23_36.03_104.42,ERA5_36.00_104.50,36,104.5,Asia,China,"Gansu_Semiarid Ecosystem Research Station run by Lanzhou University in Yuzhong County, Gansu Province",Northwest China,2015/4/23,2015/10/10,,170,1197.20748,,,,,45.99959,0,,,,
2016_04_21_36.03_104.42,ERA5_36.00_104.50,36,104.5,Asia,China,"Gansu_Semiarid Ecosystem Research Station run by Lanzhou University in Yuzhong County, Gansu Province",Northwest China,2016/4/21,2016/10/13,,175,1367.240805,,,,,47.47845,0,,,,
2017_04_18_36.03_104.42,ERA5_36.00_104.50,36,104.5,Asia,China,"Gansu_Semiarid Ecosystem Research Station run by Lanzhou University in Yuzhong County, Gansu Province",Northwest China,2017/4/18,2017/10/19,,184,1218.538005,,,,,56.31178,0,,,,
2018_04_23_36.03_104.42,ERA5_36.00_104.50,36,104.5,Asia,China,"Gansu_Semiarid Ecosystem Research Station run by Lanzhou University in Yuzhong County, Gansu Province",Northwest China,2018/4/23,2018/10/16,,176,1207.164545,,,,,0,0,,,,
2011_03_31_33.81__91.27,ERA5_33.75_-91.25,33.75,-91.25,North America,USA,"Arkansas_Rohwer Research Station (RRS) near Rohwer, AR",North America_Rainfed,2011/3/31,2011/7/30,2011/6/15,121,1765.511555,77,967.049055,45,798.4625,2042.04072,88.62653,594.22852,13.85318,1447.8122,74.77335
2012_03_29_33.81__91.27,ERA5_33.75_-91.25,33.75,-91.25,North America,USA,"Arkansas_Rohwer Research Station (RRS) near Rohwer, AR",North America_Rainfed,2012/3/29,2012/7/28,2012/6/13,121,1753.002545,77,989.465235,45,763.53731,1281.16236,62.63006,159.47662,0,1121.68574,62.63006
2011_05_03_39.65_116.25,ERA5_39.75_116.25,39.75,116.25,Asia,China,"Beijing_Experimental Station of the National Center of Efficient Irrigation Engineering and Technology Research, Beijing",North China Plain,2011/5/3,2011/8/30,2011/7/15,119,1749.398095,74,1029.111195,46,720.2869,858.54729,12.92437,646.23789,12.92437,212.3094,0
2012_05_01_39.65_116.25,ERA5_39.75_116.25,39.75,116.25,Asia,China,"Beijing_Experimental Station of the National Center of Efficient Irrigation Engineering and Technology Research, Beijing",North China Plain,2012/5/1,2012/8/27,2012/7/10,118,1767.350605,71,1006.967665,48,760.38294,1372.88226,94.58264,896.46942,79.26434,476.41284,15.3183
2016_05_04_43.51_124.81,ERA5_43.50_124.75,43.5,124.75,Asia,China,Jilin_Gongzhuling Experimental Station located in Jilin Province,Northeast China,2016/5/4,2016/9/29,,148,1648.069495,,,,,142.4177,0,,,,
2017_05_06_43.51_124.81,ERA5_43.50_124.75,43.5,124.75,Asia,China,Jilin_Gongzhuling Experimental Station located in Jilin Province,Northeast China,2017/5/6,2017/9/30,,147,1619.381715,,,,,192.96478,0.15872,,,,
2020_05_15_43.5_124.8,ERA5_43.50_124.75,43.5,124.75,Asia,China,"Jilin_National Engineering Research Center for major grain crops at Jilin Academy of Agricultural Science, Gongzhuling City, Jilin Province",Northeast China,2020/5/15,2020/10/15,2020/7/26,153,1622.942865,73,865.572745,81,757.37012,260.74287,0,238.42387,0,22.319,0
2021_05_15_43.5_124.8,ERA5_43.50_124.75,43.5,124.75,Asia,China,"Jilin_National Engineering Research Center for major grain crops at Jilin Academy of Agricultural Science, Gongzhuling City, Jilin Province",Northeast China,2021/5/15,2021/10/12,2021/7/26,150,1623.35034,73,878.93739,78,744.41295,154.64311,0,119.51501,0,35.1281,0
1990_05_05_43.51_124.81,ERA5_43.50_124.75,43.5,124.75,Asia,China,"Jilin_Gongzhuling, Jilin province",Northeast China,1990/5/5,1990/9/27,,145,1470.645835,,,,,2.0816,0,,,,
1991_05_05_43.51_124.81,ERA5_43.50_124.75,43.5,124.75,Asia,China,"Jilin_Gongzhuling, Jilin province",Northeast China,1991/5/5,1991/9/27,,145,1511.01048,,,,,11.34957,0,,,,
1992_05_05_43.51_124.81,ERA5_43.50_124.75,43.5,124.75,Asia,China,"Jilin_Gongzhuling, Jilin province",Northeast China,1992/5/5,1992/9/27,,145,1413.977815,,,,,68.59808,0,,,,
1993_05_05_43.51_124.81,ERA5_43.50_124.75,43.5,124.75,Asia,China,"Jilin_Gongzhuling, Jilin province",Northeast China,1993/5/5,1993/9/27,,145,1488.269325,,,,,22.27289,0,,,,
1994_05_05_43.51_124.81,ERA5_43.50_124.75,43.5,124.75,Asia,China,"Jilin_Gongzhuling, Jilin province",Northeast China,1994/5/5,1994/9/27,,145,1672.01017,,,,,250.09991,0,,,,
1995_05_05_43.51_124.81,ERA5_43.50_124.75,43.5,124.75,Asia,China,"Jilin_Gongzhuling, Jilin province",Northeast China,1995/5/5,1995/9/27,,145,1417.45469,,,,,21.65982,0,,,,
1996_05_05_43.51_124.81,ERA5_43.50_124.75,43.5,124.75,Asia,China,"Jilin_Gongzhuling, Jilin province",Northeast China,1996/5/5,1996/9/27,,145,1505.4177,,,,,48.19938,0,,,,
1997_05_05_43.51_124.81,ERA5_43.50_124.75,43.5,124.75,Asia,China,"Jilin_Gongzhuling, Jilin province",Northeast China,1997/5/5,1997/9/27,,145,1562.045665,,,,,477.85218,2.2986,,,,
1998_05_05_43.51_124.81,ERA5_43.50_124.75,43.5,124.75,Asia,China,"Jilin_Gongzhuling, Jilin province",Northeast China,1998/5/5,1998/9/27,,145,1543.688965,,,,,9.89988,0,,,,
1999_05_05_43.51_124.81,ERA5_43.50_124.75,43.5,124.75,Asia,China,"Jilin_Gongzhuling, Jilin province",Northeast China,1999/5/5,1999/9/27,,145,1516.113495,,,,,173.95834,0,,,,
2000_05_05_43.51_124.81,ERA5_43.50_124.75,43.5,124.75,Asia,China,"Jilin_Gongzhuling, Jilin province",Northeast China,2000/5/5,2000/9/27,,145,1738.600035,,,,,586.52829,12.64519,,,,
2001_05_05_43.51_124.81,ERA5_43.50_124.75,43.5,124.75,Asia,China,"Jilin_Gongzhuling, Jilin province",Northeast China,2001/5/5,2001/9/27,,145,1657.38436,,,,,236.16852,12.33743,,,,
2002_05_05_43.51_124.81,ERA5_43.50_124.75,43.5,124.75,Asia,China,"Jilin_Gongzhuling, Jilin province",Northeast China,2002/5/5,2002/9/27,,145,1603.76551,,,,,112.02719,0,,,,
2003_05_05_43.51_124.81,ERA5_43.50_124.75,43.5,124.75,Asia,China,"Jilin_Gongzhuling, Jilin province",Northeast China,2003/5/5,2003/9/27,,145,1568.090175,,,,,38.22785,0,,,,
2004_05_05_43.51_124.81,ERA5_43.50_124.75,43.5,124.75,Asia,China,"Jilin_Gongzhuling, Jilin province",Northeast China,2004/5/5,2004/9/27,,145,1576.18416,,,,,124.64197,0,,,,
2005_05_05_43.51_124.81,ERA5_43.50_124.75,43.5,124.75,Asia,China,"Jilin_Gongzhuling, Jilin province",Northeast China,2005/5/5,2005/9/27,,145,1551.47498,,,,,5.98893,0,,,,
2006_05_05_43.51_124.81,ERA5_43.50_124.75,43.5,124.75,Asia,China,"Jilin_Gongzhuling, Jilin province",Northeast China,2006/5/5,2006/9/27,,145,1579.23602,,,,,15.72759,0,,,,
2007_05_05_43.51_124.81,ERA5_43.50_124.75,43.5,124.75,Asia,China,"Jilin_Gongzhuling, Jilin province",Northeast China,2007/5/5,2007/9/27,,145,1640.297615,,,,,284.13525,2.05008,,,,
2008_05_05_43.51_124.81,ERA5_43.50_124.75,43.5,124.75,Asia,China,"Jilin_Gongzhuling, Jilin province",Northeast China,2008/5/5,2008/9/27,,145,1545.906165,,,,,91.44876,0,,,,
2009_05_05_43.51_124.81,ERA5_43.50_124.75,43.5,124.75,Asia,China,"Jilin_Gongzhuling, Jilin province",Northeast China,2009/5/5,2009/9/27,,145,1535.901815,,,,,113.23374,0,,,,
2010_05_05_43.51_124.81,ERA5_43.50_124.75,43.5,124.75,Asia,China,"Jilin_Gongzhuling, Jilin province",Northeast China,2010/5/5,2010/9/27,,145,1630.507315,,,,,223.15831,8.5481,,,,
2011_05_05_43.51_124.81,ERA5_43.50_124.75,43.5,124.75,Asia,China,"Jilin_Gongzhuling, Jilin province",Northeast China,2011/5/5,2011/9/27,,145,1605.84968,,,,,49.27005,0,,,,
2010_05_09_43.51_124.81,ERA5_43.50_124.75,43.5,124.75,Asia,China,"Jilin_Agricultural Experiment Station of Gongzhuling, Institute of Crop Sciences, Chinese Academy of Agricultural Sciences, Jilin Province",Northeast China,2010/5/9,2010/9/26,,140,1615.81565,,,,,223.15831,8.5481,,,,
2011_05_03_43.51_124.81,ERA5_43.50_124.75,43.5,124.75,Asia,China,"Jilin_Agricultural Experiment Station of Gongzhuling, Institute of Crop Sciences, Chinese Academy of Agricultural Sciences, Jilin Province",Northeast China,2011/5/3,2011/9/26,,146,1606.316525,,,,,49.27005,0,,,,
2015_04_30_43.52_124.8,ERA5_43.50_124.75,43.5,124.75,Asia,China,"Jilin_Gongzhuling, Jilin Province",Northeast China,2015/4/30,2015/10/1,,154,1682.961505,,,,,151.53172,0,,,,
2016_04_30_43.52_124.8,ERA5_43.50_124.75,43.5,124.75,Asia,China,"Jilin_Gongzhuling, Jilin Province",Northeast China,2016/4/30,2016/10/1,,154,1680.64054,,,,,142.4177,0,,,,
2014_05_01_43.52_124.8,ERA5_43.50_124.75,43.5,124.75,Asia,China,"Jilin_Gongzhuling Experimental Station , Chinese Academy of Agricultural Sciences",Northeast China,2014/5/1,2014/10/1,,153,1637.819655,,,,,85.39277,0,,,,
2015_04_28_43.52_124.8,ERA5_43.50_124.75,43.5,124.75,Asia,China,"Jilin_Gongzhuling Experimental Station , Chinese Academy of Agricultural Sciences",Northeast China,2015/4/28,2015/10/3,,158,1706.968265,,,,,151.53172,0,,,,
2001_04_15_38.25__98.62,ERA5_38.25_-98.50,38.25,-98.5,North America,USA,"Kansas_One site, Ellinwood",North America_Irrigated,2001/4/15,2001/9/15,,153,1969.06339,,,,,2648.8448,380.40725,,,,
2002_04_15_38.25__98.62,ERA5_38.25_-98.50,38.25,-98.5,North America,USA,"Kansas_One site, Ellinwood",North America_Irrigated,2002/4/15,2002/9/15,,153,1977.298405,,,,,2318.5696,247.24502,,,,
2001_04_15_39.12__95.93,ERA5_39.00_-96.00,39,-96,North America,USA,Kansas_Rossville,North America_Irrigated,2001/4/15,2001/9/15,,153,1910.97069,,,,,1176.28502,33.07029,,,,
2002_04_15_39.12__95.93,ERA5_39.00_-96.00,39,-96,North America,USA,Kansas_Rossville,North America_Irrigated,2002/4/15,2002/9/15,,153,1944.474435,,,,,1554.495,88.53507,,,,
2001_04_15_39.77__97.79,ERA5_39.75_-97.75,39.75,-97.75,North America,USA,Kansas_Scandia,North America_Irrigated,2001/4/15,2001/9/15,,153,1873.72472,,,,,1714.4779,108.07455,,,,
2002_04_15_39.77__97.79,ERA5_39.75_-97.75,39.75,-97.75,North America,USA,Kansas_Scandia,North America_Irrigated,2002/4/15,2002/9/15,,153,1952.76571,,,,,2826.98207,354.94523,,,,
2001_04_15_39.13__96.62,ERA5_39.25_-96.50,39.25,-96.5,North America,USA,Kansas_Manhattan,North America_Irrigated,2001/4/15,2001/9/15,,153,1935.950425,,,,,1563.73309,107.95144,,,,
2002_04_15_39.13__96.62,ERA5_39.25_-96.50,39.25,-96.5,North America,USA,Kansas_Manhattan,North America_Irrigated,2002/4/15,2002/9/15,,153,1978.930045,,,,,2219.59,230.13169,,,,
1996_05_29_42.38__96.95,ERA5_42.50_-97.00,42.5,-97,North America,USA,"Nebraska_University of Nebraska Northeast Research and Extension Center¨CHaskell Agricultural Laboratory near Concord, NE",North America_Irrigated,1996/5/29,1996/11/4,,159,1443.91528,,,,,64.27684,0,,,,
1997_05_08_42.38__96.95,ERA5_42.50_-97.00,42.5,-97,North America,USA,"Nebraska_University of Nebraska Northeast Research and Extension Center¨CHaskell Agricultural Laboratory near Concord, NE",North America_Irrigated,1997/5/8,1997/10/22,,167,1691.821385,,,,,237.71539,0,,,,
1998_05_05_42.38__96.95,ERA5_42.50_-97.00,42.5,-97,North America,USA,"Nebraska_University of Nebraska Northeast Research and Extension Center¨CHaskell Agricultural Laboratory near Concord, NE",North America_Irrigated,1998/5/5,1998/9/24,,142,1631.35428,,,,,172.38726,0,,,,
1999_05_25_42.38__96.95,ERA5_42.50_-97.00,42.5,-97,North America,USA,"Nebraska_Haskell Agricultural Laboratory (HAL) near Concord, NE",North America_Irrigated,1999/5/25,1999/10/7,1999/8/11,135,1481.89439,79,959.19508,57,522.69931,306.43244,1.41516,285.60433,1.41516,20.82811,0
2000_05_11_42.38__96.95,ERA5_42.50_-97.00,42.5,-97,North America,USA,"Nebraska_Haskell Agricultural Laboratory (HAL) near Concord, NE",North America_Irrigated,2000/5/11,2000/9/15,2000/7/27,127,1492.714315,78,845.28998,50,647.424335,340.2506,0,151.90134,0,188.34926,0
1999_05_25_42.38__96.96,ERA5_42.50_-97.00,42.5,-97,North America,USA,Nebraska_Haskell Agricultural Laboratory (HAL) near Concord,North America_Irrigated,1999/5/25,1999/10/7,,135,1481.89439,,,,,306.43244,1.41516,,,,
2000_05_11_42.38__96.96,ERA5_42.50_-97.00,42.5,-97,North America,USA,Nebraska_Haskell Agricultural Laboratory (HAL) near Concord,North America_Irrigated,2000/5/11,2000/9/15,,127,1492.714315,,,,,340.2506,0,,,,
2014_06_10_34.8_113.63,ERA5_34.75_113.75,34.75,113.75,Asia,China,"Henan_Experimental Station of Henan Agricultural University, Henan Province",North China Plain,2014/6/10,2014/9/30,2014/8/4,112,1650.06091,56,919.45046,57,730.61045,926.05021,27.49427,837.76623,27.49427,88.28398,0
2015_06_14_34.8_113.63,ERA5_34.75_113.75,34.75,113.75,Asia,China,"Henan_Experimental Station of Henan Agricultural University, Henan Province",North China Plain,2015/6/14,2015/10/3,2015/8/8,111,1649.5501,56,882.417815,56,767.132285,697.36479,26.47768,571.48146,26.47768,125.88333,0
2016_01_20__9.67__37.76,ERA5_-9.75_-37.75,-9.75,-37.75,South America,Brazil,"S?o Francisco River, in the municipality of Canind¨¦ de S?o Francisco, Sergipe State",South America,2016/1/20,2016/5/14,2016/3/15,115,1963.330675,56,948.734345,60,1014.59633,2293.10113,61.0361,1199.38815,47.8969,1093.71298,13.1392
2016_06_17__9.67__37.76,ERA5_-9.75_-37.75,-9.75,-37.75,South America,Brazil,"S?o Francisco River, in the municipality of Canind¨¦ de S?o Francisco, Sergipe State",South America,2016/6/17,2016/10/9,2016/8/16,114,1731.26532,61,880.251915,54,851.013405,723.04033,34.38177,64.57275,0,658.46758,34.38177
1994_03_03_31.08__97.33,ERA5_31.00_-97.25,31,-97.25,North America,USA,"Texas_Grassland, Soil and Water Research Laboratory, at Temple, TX",North America_Irrigated,1994/3/3,1994/7/28,,147,1959.70427,,,,,2414.36196,365.89984,,,,
1995_02_23_31.08__97.33,ERA5_31.00_-97.25,31,-97.25,North America,USA,"Texas_Grassland, Soil and Water Research Laboratory, at Temple, TX",North America_Irrigated,1995/2/23,1995/7/20,,147,1742.806325,,,,,857.03649,25.89984,,,,
1997_03_31_31.08__97.33,ERA5_31.00_-97.25,31,-97.25,North America,USA,"Texas_Grassland, Soil and Water Research Laboratory, at Temple, TX",North America_Irrigated,1997/3/31,1997/8/25,,147,2018.748035,,,,,1877.00062,30.10566,,,,
2018_02_09__15.48__44.38,ERA5_-15.50_-44.50,-15.5,-44.5,South America,Brazil,"Federal Institute of Northern Minas Gerais ¨C IFNMG, in Januaria, Minas Gerais State",South America,2018/2/9,2018/6/9,2018/4/9,120,1856.481935,60,960.249765,61,896.23217,814.92171,0,460.04916,0,354.87255,0
2014_06_27_4.06__73.48,ERA5_4.00_-73.50,4,-73.5,South America,Colombia,Corpoica La Libertad Research Center in the Piedmont (Andean foothills) region of the Llanos of Colombia,South America,2014/6/27,2014/11/12,,138,2044.71828,,,,,138.14091,0,,,,
2002_09_15__31.83__60.52,ERA5_-31.75_-60.50,-31.75,-60.5,South America,Argentina,"INTA experimental station in Paran¨¢,Argentina",South America,2002/9/15,2003/1/15,2002/12/1,122,1432.89269,78,828.3057,45,604.58699,189.83051,0,65.83532,0,123.99519,0
2002_12_26__31.83__60.52,ERA5_-31.75_-60.50,-31.75,-60.5,South America,Argentina,"INTA experimental station in Paran¨¢,Argentina",South America,2002/12/26,2003/4/7,2003/2/27,102,1359.659435,64,910.7631,39,448.896335,544.0101,25.09041,530.86051,25.09041,13.14959,0
2003_09_03__31.83__60.52,ERA5_-31.75_-60.50,-31.75,-60.5,South America,Argentina,"INTA experimental station in Paran¨¢,Argentina",South America,2003/9/3,2004/1/14,2003/11/26,133,1437.74937,85,806.996595,49,630.752775,310.74734,10.70553,157.29647,10.70553,153.45087,0
2003_12_29__31.83__60.52,ERA5_-31.75_-60.50,-31.75,-60.5,South America,Argentina,"INTA experimental station in Paran¨¢,Argentina",South America,2003/12/29,2004/4/5,2004/2/28,98,1334.508175,62,844.47997,37,490.028205,492.6006,5.98558,399.26025,5.98558,93.34035,0
2006_09_15__31.85__60.54,ERA5_-31.75_-60.50,-31.75,-60.5,South America,Argentina,"INTA Paran¨¢, Entre Rios province",South America,2006/9/15,2007/1/17,,124,1534.46411,,,,,499.37949,3.28569,,,,
2008_09_15__31.85__60.54,ERA5_-31.75_-60.50,-31.75,-60.5,South America,Argentina,"INTA Paran¨¢, Entre Rios province",South America,2008/9/15,2009/1/17,,124,1563.536205,,,,,1043.92974,67.77577,,,,
2009_09_15__31.85__60.54,ERA5_-31.75_-60.50,-31.75,-60.5,South America,Argentina,"INTA Paran¨¢, Entre Rios province",South America,2009/9/15,2010/1/17,,124,1416.84941,,,,,342.59402,28.42949,,,,
2010_09_15__31.85__60.54,ERA5_-31.75_-60.50,-31.75,-60.5,South America,Argentina,"INTA Paran¨¢, Entre Rios province",South America,2010/9/15,2011/1/17,,124,1379.59207,,,,,542.80906,22.35165,,,,
2011_09_15__31.85__60.54,ERA5_-31.75_-60.50,-31.75,-60.5,South America,Argentina,"INTA Paran¨¢, Entre Rios province",South America,2011/9/15,2012/1/17,,124,1405.540675,,,,,665.12871,63.72528,,,,
2012_09_15__31.85__60.54,ERA5_-31.75_-60.50,-31.75,-60.5,South America,Argentina,"INTA Paran¨¢, Entre Rios province",South America,2012/9/15,2013/1/17,,124,1465.860875,,,,,471.03464,10.50989,,,,
2002_09_15__31.83__60.52,ERA5_-31.75_-60.50,-31.75,-60.5,South America,Argentina,"INTA experimental station in Paran¨¢,Argentina",South America,2002/9/15,2003/1/21,2002/12/6,128,1526.25145,83,888.12359,46,638.12786,235.35041,0,65.83532,0,169.51509,0
2002_12_25__31.83__60.52,ERA5_-31.75_-60.50,-31.75,-60.5,South America,Argentina,INTA experimental station in Parana,South America,2002/12/25,2003/5/2,2003/2/26,128,1564.99549,64,905.3743,65,659.62119,544.0101,25.09041,517.24879,25.09041,26.76131,0
2003_09_15__31.83__60.52,ERA5_-31.75_-60.50,-31.75,-60.5,South America,Argentina,INTA experimental station in Parana,South America,2003/9/15,2004/1/21,2003/11/26,128,1459.298715,73,726.82276,56,732.475955,341.92102,10.70553,149.87652,10.70553,192.0445,0
2003_12_25__31.83__60.52,ERA5_-31.75_-60.50,-31.75,-60.5,South America,Argentina,INTA experimental station in Parana,South America,2003/12/25,2004/5/1,2004/2/29,128,1613.78523,67,911.185775,62,702.599455,514.64368,5.98558,408.33285,5.98558,106.31083,0
2012_04_25_40.14_116.18,ERA5_40.25_116.25,40.25,116.25,Asia,China,"Beijing_Shangzhuang Experimental Station, China Agricultural University, Beijing",North China Plain,2012/4/25,2012/9/10,2012/7/7,138,1791.74562,74,875.009805,65,916.735815,476.87784,11.50607,302.02354,11.50607,174.8543,0
1995_05_06_44.23__95.3,ERA5_44.25_-95.25,44.25,-95.25,North America,USA,"Minnesota_Revere, MN",North America_Rainfed,1995/5/6,1995/10/5,,152,1484.43819,,,,,233.94003,0,,,,
1997_04_25_44.23__95.3,ERA5_44.25_-95.25,44.25,-95.25,North America,USA,"Minnesota_Revere, MN",North America_Rainfed,1997/4/25,1997/9/24,,152,1426.96506,,,,,50.87461,0,,,,
1999_04_29_44.23__95.3,ERA5_44.25_-95.25,44.25,-95.25,North America,USA,"Minnesota_Revere, MN",North America_Rainfed,1999/4/29,1999/9/28,,152,1533.816715,,,,,220.46405,0.4796,,,,
2008_04_26_44.23__95.35,ERA5_44.25_-95.25,44.25,-95.25,North America,USA,Minnesota_Lamberton,North America_Rainfed,2008/4/26,2008/10/7,,164,1608.34561,,,,,215.79779,3.27652,,,,
2009_04_25_44.23__95.35,ERA5_44.25_-95.25,44.25,-95.25,North America,USA,Minnesota_Lamberton,North America_Rainfed,2009/4/25,2009/10/7,,165,1480.911075,,,,,70.30785,0,,,,
2009_04_25_44.23__95.3,ERA5_44.25_-95.25,44.25,-95.25,North America,USA,Minnesota_Lamberton,North America_Rainfed,2009/4/25,2009/10/7,,165,1480.911075,,,,,70.30785,0,,,,
2012_06_10_22.33_87.33,ERA5_22.25_87.25,22.25,87.25,Asia,India,"Experimental farm of Agricultural and Food Engineering Department, Indian Institute of Technology, Kharagpur",South Asia,2012/6/10,2012/9/8,2012/7/30,90,1665.03557,51,943.662275,40,721.373295,1533.86196,147.2893,1232.18194,147.2893,301.68002,0
2012_06_25_22.33_87.33,ERA5_22.25_87.25,22.25,87.25,Asia,India,"Experimental farm of Agricultural and Food Engineering Department, Indian Institute of Technology, Kharagpur",South Asia,2012/6/25,2012/9/23,2012/8/14,90,1657.962155,51,934.48088,40,723.481275,990.20332,29.58138,650.16697,29.58138,340.03635,0
2014_06_10_22.33_87.33,ERA5_22.25_87.25,22.25,87.25,Asia,India,"Experimental farm of Agricultural and Food Engineering Department, Indian Institute of Technology, Kharagpur",South Asia,2014/6/10,2014/9/8,2014/7/30,90,1666.69391,51,942.009475,40,724.684435,1376.85859,163.77842,1066.87195,163.77842,309.98664,0
2014_06_25_22.33_87.33,ERA5_22.25_87.25,22.25,87.25,Asia,India,"Experimental farm of Agricultural and Food Engineering Department, Indian Institute of Technology, Kharagpur",South Asia,2014/6/25,2014/9/23,2014/8/14,90,1656.021035,51,933.85347,40,722.167565,819.74812,1.30107,471.03666,1.30107,348.71146,0
2013_01_05_22.33_87.33,ERA5_22.25_87.25,22.25,87.25,Asia,India,"Experimental farm of Agricultural and Food Engineering Department, Indian Institute of Technology, Kharagpur",South Asia,2013/1/5,2013/4/5,2013/2/24,90,1141.24899,51,515.818885,40,625.430105,1348.98611,148.19632,15.2969,0,1333.68921,148.19632
2013_01_25_22.33_87.33,ERA5_22.25_87.25,22.25,87.25,Asia,India,"Experimental farm of Agricultural and Food Engineering Department, Indian Institute of Technology, Kharagpur",South Asia,2013/1/25,2013/4/26,2013/3/16,91,1317.5306,51,627.76654,41,689.76406,2287.72507,347.56707,386.79834,7.14503,1900.92673,340.42204
2014_01_05_22.33_87.33,ERA5_22.25_87.25,22.25,87.25,Asia,India,"Experimental farm of Agricultural and Food Engineering Department, Indian Institute of Technology, Kharagpur",South Asia,2014/1/5,2014/4/5,2014/2/24,90,1153.446965,51,528.02865,40,625.418315,1131.49351,207.07734,13.8357,0,1117.65781,207.07734
2014_01_25_22.33_87.33,ERA5_22.25_87.25,22.25,87.25,Asia,India,"Experimental farm of Agricultural and Food Engineering Department, Indian Institute of Technology, Kharagpur",South Asia,2014/1/25,2014/4/26,2014/3/16,91,1348.3192,51,637.017185,41,711.302015,2685.93682,668.21187,175.70361,1.82614,2510.23321,666.38573
2017_04_19_35.99__97.04,ERA5_36.00_-97.00,36,-97,North America,USA,"Oklahoma_Perkins, Oklahoma Agricultural Experiment Station near Stillwater, OK",North America_Irrigated,2017/4/19,2017/8/30,2017/6/22,133,1853.514455,65,752.205505,69,1101.30895,1578.112,105.86116,322.59879,3.57676,1255.51321,102.2844
2013_05_15_42.77__82.47,ERA5_42.75_-82.50,42.75,-82.5,North America,Canada,"University of Guelph Ridgetown Campus in Ridgetown, ON",North America_Rainfed,2013/5/15,2013/11/1,2013/8/2,170,1567.109505,80,870.818705,91,696.2908,74.45282,0,63.47212,0,10.9807,0
